source,source_id,url,price,currency,property_type,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,latitude,longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,market_segment,price_band,quality_flags
mercadolibre,MLM-2388867743,https://terreno.mercadolibre.com.mx/MLM-2388867743-terreno-en-venta-en-lomas-de-cocoyoc-atlatlahucan-morelos-_JM,4123000.0,MXN,terreno,665.0,,,,,,,6200.0,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2776122689,https://terreno.mercadolibre.com.mx/MLM-2776122689-terrenos-en-cuautla-morelos-escrituras-publicas-exelente-ubicacion-privacidad-entrada-pavimentadaa-unos-minutos-del-vips-cuautla-oportunidad-_JM,1138000.0,MXN,terreno,207.0,,,,,,,5497.58,,,medium,Morelos,Cuautla,Centro,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,203,580,92,274,35,93,4,11,6,15,0,0,0,2,B,land,1M-2M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2751879805,https://departamento.mercadolibre.com.mx/MLM-2751879805-oportunidad-unica-en-yautepec-departamento-en-venta-ideal-para-inversion-o-disfrute-propio-ubicacion-cuautla-morelos-caracteristicas-2-habitaciones2-bano-sala-y-comedor-cocina-amenidad-_JM,1300000.0,MXN,departamento,80.0,80.0,2,2.0,2,,16250.0,,,,medium,Morelos,Yautepec,Centro,,,0108,approximate_coordinate,1976.0,603.0,1985.85527835229,606.0074558939427,0.48258706467661694,0.6252072968490879,10.5,0.973172987974098,584,713,229,280,169,198,26,31,3,7,3,3,17,17,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2365104551,https://terreno.mercadolibre.com.mx/MLM-2365104551-lindo-terreno-plano-y-centrico-_JM,8190000.0,MXN,terreno,2925.0,,,,,,,2800.0,,,medium,Morelos,Jiutepec,Tlahuapan,,,1065,approximate_coordinate,4717.0,1441.0,8162.233260786099,2493.4869893561095,0.5905621096460791,0.7925052047189451,12.08,0.9761336515513126,308,1401,139,592,40,187,8,80,7,34,3,8,10,33,B,land,8M-12M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5229659346,https://departamento.mercadolibre.com.mx/MLM-5229659346-departamento-planta-baja-economico-_JM,550000.0,MXN,departamento,60.0,50.0,2,2.0,1,,11000.0,,,,unusable,Morelos,Xochitepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,missing_coordinates
mercadolibre,MLM-5793824378,https://departamento.mercadolibre.com.mx/MLM-5793824378-departamento-en-venta-en-fraccionamiento-paraiso-country-club-emiliano-zapata-morelos-_JM,4900000.0,MXN,departamento,,135.0,0,2.0,2,,36296.3,,,,medium,Morelos,Emiliano Zapata,Paraíso Country Club,,,,unusable,,,,,,,,,0,36,0,18,0,2,0,2,0,3,0,0,0,0,D,residential,3M-5M,"missing_coordinates,missing_land_area"
mercadolibre,MLM-5229660244,https://departamento.mercadolibre.com.mx/MLM-5229660244-departamento-con-alberca-en-temixco-_JM,680000.0,MXN,departamento,45.0,45.0,2,2.0,1,,15111.11,,,,medium,Morelos,Temixco,Lauro Ortega,,,0689,approximate_coordinate,2450.0,640.0,4660.181968652193,1217.3536571173076,0.30625,0.5265625,8.1,0.9854838709677419,147,502,69,260,18,57,2,14,1,6,0,0,2,9,B,residential,<1M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5364495494,https://terreno.mercadolibre.com.mx/MLM-5364495494-terreno-en-venta-en-islas-de-cuautla-con-conexion-a-servicios-_JM,810000.0,MXN,terreno,838.0,,,,,,,966.59,,,unusable,Morelos,Ayala,Islas de Cuautla,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4978106948,https://departamento.mercadolibre.com.mx/MLM-4978106948-departamento-en-lomas-de-cortes-_JM,4500000.0,MXN,departamento,370.0,157.0,3,3.0,3,,28662.42,,,,medium,Morelos,Cuernavaca,Lomas De Cortes,,,0717,approximate_coordinate,4653.0,1465.0,6525.631889820488,2054.5993377577943,0.6621160409556314,0.8552901023890785,12.51,0.9622166246851386,266,1045,86,372,46,175,14,66,15,39,4,10,10,36,B,residential,3M-5M,missing_coordinates
mercadolibre,MLM-3204719438,https://terreno.mercadolibre.com.mx/MLM-3204719438-terreno-en-venta-atlatlahucan-morelos-_JM,4600000.0,MXN,terreno,1500.0,,,,,,,3066.67,,,low,Morelos,Atlatlahucan,Atlatlahucan,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5598242574,https://terreno.mercadolibre.com.mx/MLM-5598242574-terreno-en-cuautla-morelos-oportunidad-_JM,6300000.0,MXN,terreno,,,,,,,,,,,unusable,Morelos,Cuautla,Otra Colonia,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,5M-8M,"missing_construction_area,missing_coordinates,missing_land_area"
mercadolibre,MLM-2999749059,https://departamento.mercadolibre.com.mx/MLM-2999749059-autepec-departamento-3er-nivel-con-cocina-integral-solo-6-_JM,650000.0,MXN,departamento,65.0,56.0,2,2.0,1,,11607.14,,,,unusable,Morelos,Yautepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,missing_coordinates
mercadolibre,MLM-2290406617,https://terreno.mercadolibre.com.mx/MLM-2290406617-excelente-terreno-centrico-en-jiutepec-_JM,8190000.0,MXN,terreno,2925.0,,,,,,,2800.0,,,unusable,Morelos,Jiutepec,Ampliación Bugambilias,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,8M-12M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5110450108,https://departamento.mercadolibre.com.mx/MLM-5110450108-departamento-colinas-de-santa-fe-_JM,2050000.0,MXN,departamento,10.0,10.0,3,1.0,1,,205000.0,,,,medium,Morelos,Xochitepec,Colinas de Santa Fe,,,,unusable,,,,,,,,,3,132,1,56,1,25,0,3,0,3,0,0,0,3,D,residential,2M-3M,"missing_coordinates,same_land_and_construction_area,suspicious_price_m2,suspicious_price_per_construction_m2"
mercadolibre,MLM-3183699711,https://departamento.mercadolibre.com.mx/MLM-3183699711-departamento-en-venta-en-paraiso-country-club-emiliano-zapata-morelos-_JM,4830000.0,MXN,departamento,,150.0,0,2.0,2,,32200.0,,,,medium,Morelos,Emiliano Zapata,Paraíso Country Club,,,,unusable,,,,,,,,,0,36,0,18,0,2,0,2,0,3,0,0,0,0,D,residential,3M-5M,"missing_coordinates,missing_land_area"
mercadolibre,MLM-2806685857,https://departamento.mercadolibre.com.mx/MLM-2806685857-departamento-en-venta-en-junto-al-rio-cuernavaca-_JM,3500000.0,MXN,departamento,149.0,149.0,3,3.0,3,,23489.93,,,,medium,Morelos,Temixco,Lomas De Cuernavaca,,,,unusable,,,,,,,,,6,183,4,68,0,34,0,13,1,2,0,4,0,4,D,residential,3M-5M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5364057646,https://terreno.mercadolibre.com.mx/MLM-5364057646-terreno-en-venta-en-citlalin-con-conexion-a-servicios-_JM,660000.0,MXN,terreno,780.0,,,,,,,846.15,,,unusable,Morelos,Ayala,Citlalli,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4777818700,https://departamento.mercadolibre.com.mx/MLM-4777818700-departamento-en-venta-en-lomas-de-cortes-_JM,4400000.0,MXN,departamento,,156.0,0,2.0,2,,28205.13,,,,medium,Morelos,Cuernavaca,Lomas De Cortes,,,0717,approximate_coordinate,4653.0,1465.0,6525.631889820488,2054.5993377577943,0.6621160409556314,0.8552901023890785,12.51,0.9622166246851386,266,1045,86,372,46,175,14,66,15,39,4,10,10,36,B,residential,3M-5M,"missing_coordinates,missing_land_area"
mercadolibre,MLM-2425473975,https://terreno.mercadolibre.com.mx/MLM-2425473975-terreno-en-venta-en-lomas-de-cocoyoc-atlatlahucan-morelos-_JM,3942000.0,MXN,terreno,657.0,,,,,,,6000.0,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2476985817,https://terreno.mercadolibre.com.mx/MLM-2476985817-terreno-urbano-en-morelos-cuautla-morelos-_JM,78637208.0,MXN,terreno,121541.0,,,,,,,647.0,,,low,Morelos,Cuautla,Morelos,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,>20M,"missing_construction_area,missing_coordinates,suspicious_land_area"
mercadolibre,MLM-2800604071,https://departamento.mercadolibre.com.mx/MLM-2800604071-departamento-en-venta-en-cocoyoc-morelos-_JM,1950000.0,MXN,departamento,154.0,154.0,4,3.0,1,,12662.34,,,,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.38006482982171796,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2505795545,https://terreno.mercadolibre.com.mx/MLM-2505795545-terreno-urbano-en-centro-jiutepec-jiutepec-morelos-_JM,16000000.0,MXN,terreno,9550.0,,,,,,,1675.39,,,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,land,12M-20M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5229559666,https://departamento.mercadolibre.com.mx/MLM-5229559666-departamento-duplex-en-venta-cumbres-del-campestre-xochite-_JM,560000.0,MXN,departamento,81.0,53.0,2,2.0,1,,10566.04,,,,medium,Morelos,Xochitepec,Lázaro Cárdenas,,,0384,approximate_coordinate,3215.0,875.0,1648.7768340122786,448.733975042222,0.42514285714285716,0.5222857142857142,9.62,0.9790794979079498,79,231,28,92,22,58,6,12,5,5,0,0,0,3,B,residential,<1M,missing_coordinates
mercadolibre,MLM-5793568720,https://departamento.mercadolibre.com.mx/MLM-5793568720-departamento-en-venta-lomas-de-san-francisco-emiliano-zapata-cuernavaca-morelos-_JM,1300000.0,MXN,departamento,,71.0,0,2.0,2,,18309.86,,,,medium,Morelos,Emiliano Zapata,San Francisco,,,0343,approximate_coordinate,5558.0,1669.0,5916.1311453321605,1776.5424400070847,0.4793289394847214,0.658478130617136,11.06,0.9792027729636048,117,327,60,160,20,38,0,3,3,14,0,1,2,5,B,residential,1M-2M,"missing_coordinates,missing_land_area"
mercadolibre,MLM-2973734863,https://departamento.mercadolibre.com.mx/MLM-2973734863-en-venta-departamento-colinas-del-altar-temixco-morelos-_JM,619000.0,MXN,departamento,10.0,42.0,2,2.0,1,,14738.1,,,,unusable,Morelos,Temixco,Temixco Centro,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-5369176782,https://terreno.mercadolibre.com.mx/MLM-5369176782-terreno-en-venta-en-parque-industrial-ideal-para-inversion-_JM,323000000.0,MXN,terreno,,,,,,,,,,,unusable,Morelos,Ayala,Parque Industrial Cuautla,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,>20M,"missing_construction_area,missing_coordinates,missing_land_area"
mercadolibre,MLM-5768781800,https://departamento.mercadolibre.com.mx/MLM-5768781800-departamentos-en-preventa-con-amenidades-en-lomas-de-la-selva-cuernavaca-_JM,3221720.0,MXN,departamento,100.0,100.0,3,2.0,2,,32217.2,,,,unusable,Morelos,Cuernavaca,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,3M-5M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2425396293,https://terreno.mercadolibre.com.mx/MLM-2425396293-terreno-en-venta-en-lomas-de-cocoyoc-_JM,2345000.0,MXN,terreno,350.0,,,,,,,6700.0,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,2M-3M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2718563093,https://terreno.mercadolibre.com.mx/MLM-2718563093-terreno-en-venta-km-27-libramiento-cuernavaca-cuautla-yautepec-morelos-_JM,2000000.0,MXN,terreno,632.0,,,,,,,3164.56,,,medium,Morelos,Cuautla,Miguel Hidalgo,,,0620,approximate_coordinate,3394.0,977.0,6289.341047804352,1810.4555697421483,0.3541453428863869,0.5721596724667349,9.92,0.9731653888280394,282,1297,97,523,47,200,14,83,15,43,1,18,4,21,B,land,2M-3M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5218000456,https://departamento.mercadolibre.com.mx/MLM-5218000456-departamento-en-venta-en-cascadas-de-cocoyoc-3-recamaras-y-balcon-_JM,2600000.0,MXN,departamento,,100.74,3,2.0,2,,25809.01,,,,medium,Morelos,Yautepec,Real de Oaxtepec,,,0409,approximate_coordinate,288.0,100.0,353.56376816215766,122.76519727852695,0.83,0.79,11.66,0.9645390070921985,2,44,1,12,0,11,0,2,0,0,0,0,0,0,B,residential,2M-3M,"missing_coordinates,missing_land_area"
mercadolibre,MLM-2309651041,https://terreno.mercadolibre.com.mx/MLM-2309651041-magnifico-terreno-comercial-_JM,20776000.0,MXN,terreno,5936.0,,,,,,,3500.0,,,medium,Morelos,Jiutepec,José López Portillo,,,0508,approximate_coordinate,2157.0,558.0,4947.192618875219,1279.8022630191804,0.3924731182795699,0.5340501792114696,9.2,0.9669117647058824,89,486,30,222,7,61,2,13,2,16,0,1,2,6,B,land,>20M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3081297101,https://departamento.mercadolibre.com.mx/MLM-3081297101-departamento-en-venta-con-3-recamaras-por-el-club-de-golf-santa-fe-xochitepec-morelos-_JM,1990000.0,MXN,departamento,89.0,89.0,3,2.0,2,,22359.55,,,,unusable,Morelos,Xochitepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3262786539,https://departamento.mercadolibre.com.mx/MLM-3262786539-departamento-en-venta-en-emiliano-zapata-morelos-_JM,1192000.0,MXN,departamento,71.0,71.0,3,2.0,1,,16788.73,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5228900708,https://departamento.mercadolibre.com.mx/MLM-5228900708-departamento-en-venta-en-fracccionamiento-junto-al-rio-_JM,3700000.0,MXN,departamento,333.0,149.0,3,3.0,1,,24832.21,,,,unusable,Morelos,Temixco,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,3M-5M,missing_coordinates
mercadolibre,MLM-5953442436,https://terreno.mercadolibre.com.mx/MLM-5953442436-venta-terreno-0-ambiente-paraiso-tlahuica-_JM,750000.0,MXN,terreno,510.0,,,,,,,1470.59,,,unusable,Morelos,Ayala,Paraíso Tlahuica,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5252272280,https://departamento.mercadolibre.com.mx/MLM-5252272280-departamento-en-planta-baja-2-recamaras-y-1-bano-en-ahuatlan-_JM,1745000.0,MXN,departamento,71.0,71.0,2,2.0,1,,24577.46,,,,medium,Morelos,Cuernavaca,Ahuatlan Tzompantle,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871947,213,535,113,295,30,66,8,16,1,12,1,1,2,10,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2425410073,https://terreno.mercadolibre.com.mx/MLM-2425410073-terreno-en-venta-lomas-de-cocoyoc-_JM,3282000.0,MXN,terreno,,,,,,,,,,,unusable,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,3M-5M,"missing_construction_area,missing_coordinates,missing_land_area"
mercadolibre,MLM-3240650217,https://terreno.mercadolibre.com.mx/MLM-3240650217-venta-de-terreno-en-tetelcingo-cuautla-mor-_JM,7000000.0,MXN,terreno,1000.0,,,,,,,7000.0,,,medium,Morelos,Cuautla,Tetelcingo,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,52,370,33,196,8,70,1,2,2,4,1,3,0,1,B,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5439147296,https://departamento.mercadolibre.com.mx/MLM-5439147296-departamento-unidad-san-carlos-yautepec-_JM,660000.0,MXN,departamento,56.0,65.0,2,2.0,1,,10153.85,,,,unusable,Morelos,Yautepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,missing_coordinates
mercadolibre,MLM-2605315741,https://terreno.mercadolibre.com.mx/MLM-2605315741-terreno-plano-jiutepec-morelos-_JM,8190000.0,MXN,terreno,2925.0,,,,,,,2800.0,,,medium,Morelos,Jiutepec,Tlahuapan,,,1065,approximate_coordinate,4717.0,1441.0,8162.233260786099,2493.4869893561095,0.5905621096460791,0.7925052047189451,12.08,0.9761336515513126,308,1401,139,592,40,187,8,80,7,34,3,8,10,33,B,land,8M-12M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3081322869,https://departamento.mercadolibre.com.mx/MLM-3081322869-departamento-en-venta-con-3-recamaras-por-el-club-de-golf-santa-fe-xochitepec-morelos-_JM,1990000.0,MXN,departamento,89.0,89.0,3,2.0,2,,22359.55,,,,unusable,Morelos,Xochitepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5758912546,https://departamento.mercadolibre.com.mx/MLM-5758912546-departamento-en-venta-en-morelos-_JM,1092000.0,MXN,departamento,71.0,71.0,3,2.0,1,,15380.28,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5041862982,https://departamento.mercadolibre.com.mx/MLM-5041862982-rancho-en-venta-en-cuantepec-_JM,7500000.0,MXN,departamento,19318.0,19318.0,2,2.0,2,,388.24,,,,low,Morelos,Temixco,Cuentepec,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,5M-8M,"missing_coordinates,same_land_and_construction_area,suspicious_construction_area,suspicious_price_m2,suspicious_price_per_construction_m2"
mercadolibre,MLM-5364447068,https://terreno.mercadolibre.com.mx/MLM-5364447068-terreno-en-venta-en-fracc-islas-de-cuautla-con-huerta-de-arboles-_JM,49505272.0,MXN,terreno,66007.0,400.0,,,,,123763.18,750.0,,,unusable,Morelos,Ayala,Fracc. Islas de Cuautla,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,>20M,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-5029737738,https://departamento.mercadolibre.com.mx/MLM-5029737738-penthouse-en-venta-residencial-averanda-cuernavaca-morelos-_JM,9500000.0,MXN,departamento,187.0,187.0,5,2.0,2,,50802.14,,,,medium,Morelos,Cuernavaca,Villas Del Lago,,,0609,approximate_coordinate,1340.0,411.0,1591.5286222621496,488.14795802219663,0.6447688564476886,0.7883211678832117,12.03,0.9624819624819625,379,1303,179,575,66,226,11,46,8,33,8,14,4,22,B,residential,8M-12M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2711592527,https://terreno.mercadolibre.com.mx/MLM-2711592527-terreno-en-venta-lomas-de-cocoyoc-_JM,2600000.0,MXN,terreno,350.0,,,,,,,7428.57,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,land,2M-3M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5248474842,https://terreno.mercadolibre.com.mx/MLM-5248474842-terreno-en-venta-en-cuautl-morelos-_JM,6000000.0,MXN,terreno,1106.0,,2,,,,,5424.95,,,unusable,Morelos,Cuautla,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5158987186,https://departamento.mercadolibre.com.mx/MLM-5158987186-pre-venta-de-loft-oaxtepec-morelos-_JM,2830000.0,MXN,departamento,10.0,167.0,2,2.0,1,,16946.11,,,,medium,Morelos,Yautepec,Oaxtepec,,,0108,approximate_coordinate,1976.0,603.0,1985.85527835229,606.0074558939427,0.48258706467661694,0.6252072968490879,10.5,0.973172987974098,489,820,212,337,127,202,22,35,3,10,2,3,10,19,B,residential,2M-3M,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-2714460935,https://terreno.mercadolibre.com.mx/MLM-2714460935-buen-terreno-en-venta-jiutepecmorelos-pedregal-de-las-fuentes-_JM,5000000.0,MXN,terreno,1900.0,,,,,,,2631.58,,,medium,Morelos,Jiutepec,Pedregal De Las Fuentes,,,0230,approximate_coordinate,1506.0,513.0,2126.9645529782256,724.5237819905907,0.7875243664717348,0.9083820662768031,13.56,0.9685610640870617,34,514,10,223,5,70,0,22,4,17,0,1,0,7,B,land,5M-8M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3081321717,https://departamento.mercadolibre.com.mx/MLM-3081321717-departamento-en-venta-con-3-recamaras-en-club-de-golf-santa-fe-a-15-minutos-de-cuernavaca-_JM,2094682.0,MXN,departamento,88.0,88.0,3,2.0,2,,23803.2,,,,unusable,Morelos,Xochitepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,2M-3M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5759035018,https://departamento.mercadolibre.com.mx/MLM-5759035018-departamento-en-venta-en-morelos-_JM,896000.0,MXN,departamento,42.0,42.0,3,2.0,1,,21333.33,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,<1M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5439156362,https://departamento.mercadolibre.com.mx/MLM-5439156362-departamento-con-roof-garden-preventa-_JM,2150000.0,MXN,departamento,120.0,62.0,2,2.0,2,,34677.42,,,,medium,Morelos,Temixco,Miguel Hidalgo,,,0496,approximate_coordinate,3345.0,1079.0,6252.677039313182,2016.932294594596,0.33271547729379053,0.5468025949953661,10.19,0.9728832318760376,483,1004,216,468,61,120,32,53,16,27,21,26,4,17,B,residential,2M-3M,missing_coordinates
mercadolibre,MLM-5586523012,https://terreno.mercadolibre.com.mx/MLM-5586523012-se-vende-terreno-_JM,750000.0,MXN,terreno,450.0,,,,,,,1666.67,,,unusable,Morelos,Ayala,Fracc. Paraiso,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2943076973,https://departamento.mercadolibre.com.mx/MLM-2943076973-hermosos-departamentos-en-volcanes-_JM,3100000.0,MXN,departamento,130.0,130.0,3,2.0,2,,23846.15,,,,unusable,Morelos,Cuernavaca,Los Volcanes,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,3M-5M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2339663287,https://terreno.mercadolibre.com.mx/MLM-2339663287-renta-casa-en-cuautla-morelos-_JM,22000.0,MXN,casa,322.0,,4,4.0,,,,,,,low,Morelos,Atlatlahucan,Atlatlahucan,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5959078978,https://terreno.mercadolibre.com.mx/MLM-5959078978-tu-refugio-en-cuautla-terreno-de-708-m-en-brisas-_JM,3250000.0,MXN,terreno,708.0,,,,,,,4590.4,,,low,Morelos,Cuautla,Cuauhtémoc,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,3M-5M,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5439221206,https://departamento.mercadolibre.com.mx/MLM-5439221206-en-venta-departamento-2r-y-alcoba-uh-san-carlos-yautepec-mor-_JM,660000.0,MXN,departamento,65.0,56.0,3,3.0,1,,11785.71,,,,unusable,Morelos,Yautepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,<1M,missing_coordinates
mercadolibre,MLM-4777818686,https://terreno.mercadolibre.com.mx/MLM-4777818686-edificio-en-venta-en-centro-jiutepec-_JM,39500000.0,MXN,terreno,,,,,,,,,,,unusable,Morelos,Jiutepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,land,>20M,"missing_construction_area,missing_coordinates,missing_land_area"
mercadolibre,MLM-3081295701,https://departamento.mercadolibre.com.mx/MLM-3081295701-departamento-con-alberca-de-3-recamaras-en-venta-club-de-golf-santa-fe-al-sur-de-cuernavaca-morelos-_JM,2024050.0,MXN,departamento,88.0,88.0,3,2.0,2,,23000.57,,,,unusable,Morelos,Xochitepec,,,,,unusable,,,,,,,,,,,,,,,,,,,,,,,E,residential,2M-3M,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2904775299,https://departamento.mercadolibre.com.mx/MLM-2904775299-departamento-en-venta-en-morelos-_JM,1142000.0,MXN,departamento,71.0,71.0,3,2.0,1,,16084.51,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.9810126582278481,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,residential,1M-2M,"missing_coordinates,same_land_and_construction_area"
