training_size_pct,mean_records,mean_cv_mae,std_cv_mae,mean_cv_r2,std_cv_r2,mean_within_20,mean_within_30
25,39.0,3081757.6559251524,805453.5431544122,-0.025430918677425755,0.6036980980435225,30.044642857142854,42.54464285714286
50,77.0,2708650.2196532404,498255.3716134317,0.10411534014542853,0.7419786193527866,36.17708333333333,49.51041666666667
75,116.0,2498235.488159174,266821.55444186047,0.061784851538675384,1.0200748187175557,34.89583333333333,49.45652173913044
100,155.0,2325360.66489395,0.0,0.2743243368131852,0.0,40.64516129032258,55.483870967741936
