source,source_id,url,price,currency,property_type,market_segment,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,price_band,latitude,longitude,geocode_latitude,geocode_longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,duplicate_group_id,dedupe_fingerprint,quality_flags
mercadolibre,MLM-2718606247,https://terreno.mercadolibre.com.mx/MLM-2718606247-remate-terreno-2000-m-xochitepec-morelos-ideal-inversionistas-_JM,1279997.0,MXN,terreno,land,2000.0,,,,,,,640.0,1M-2M,,,18.7801528,-99.2108328,medium,Morelos,Xochitepec,Chiconcuac,,,037A,approximate_coordinate,3678.0,1047.0,2433.0795911403716,692.6140108548041,0.41069723018147086,0.5845272206303725,9.48,0.9766734279918864,343,586,138,234,75,116,16,27,5,7,0,0,4,10,B,mercadolibre|1279997.0|xochitepec|chiconcuac|2000.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2705584815,https://terreno.mercadolibre.com.mx/MLM-2705584815-precio-de-remate-2000-m2-en-xochitepec-la-inversion-que-estabas-esperando-_JM,1279999.0,MXN,terreno,land,2000.0,,,,,,,640.0,1M-2M,,,18.7831747,-99.2308448,medium,Morelos,Xochitepec,Xochitepec,,,0045,approximate_coordinate,2836.0,909.0,3021.7912815897585,968.5501674771123,0.49064906490649063,0.6798679867986799,11.16,0.9658634538152611,442,599,157,210,101,132,20,25,9,14,12,12,9,11,B,mercadolibre|1279999.0|xochitepec|xochitepec|2000.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4808963374,https://casa.mercadolibre.com.mx/MLM-4808963374-casa-en-venta-en-lomas-de-cocoyoc-_JM,12800000.0,MXN,casa,residential,475.0,375.0,3,5.0,5,,34133.33,,12M-20M,,,18.913685,-98.9455121,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,mercadolibre|12800000.0|atlatlahucan|lomas de cocoyoc|475.0|375.0|3.0|5.0,9fb6081fb8105ee6f5d0096aa8d058d0c7805447,missing_coordinates
mercadolibre,MLM-5754474470,https://casa.mercadolibre.com.mx/MLM-5754474470-casa-en-condominio-con-alberca-en-emiliano-zapata-morelos-_JM,1290000.0,MXN,casa,residential,98.0,59.0,3,2.0,2,,21864.41,,1M-2M,,,18.8548449,-99.2053758,medium,Morelos,Emiliano Zapata,Modesto Rangel,,,0269,approximate_coordinate,3079.0,985.0,2243.575931821806,717.7402704918737,0.8395939086294416,0.8913705583756345,13.39,0.9699754901960784,62,319,23,144,10,36,1,4,0,5,0,1,0,1,B,mercadolibre|1290000.0|emiliano zapata|modesto rangel|98.0|59.0|3.0|2.0,3130758df2ed0e202c5fd97e5d6c6ed8941c19ea,missing_coordinates
mercadolibre,MLM-5048224770,https://departamento.mercadolibre.com.mx/MLM-5048224770-depa-con-amplia-terraza-y-frente-a-alberca-en-xochitepec-morelos-_JM,1290000.0,MXN,departamento,residential,52.0,52.0,3,2.0,1,,24807.69,,1M-2M,,,18.7442169,-99.2260915,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.8340204221518,926.8454146767824,0.31626235399820307,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,mercadolibre|1290000.0|xochitepec|atlacholoaya|52.0|52.0|3.0|2.0,59c19b19ef1ba5e5a570057f26930ef1978708f8,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5793568720,https://departamento.mercadolibre.com.mx/MLM-5793568720-departamento-en-venta-lomas-de-san-francisco-emiliano-zapata-cuernavaca-morelos-_JM,1300000.0,MXN,departamento,residential,,71.0,0,2.0,2,,18309.86,,1M-2M,,,18.8498953,-99.1750097,medium,Morelos,Emiliano Zapata,San Francisco,,,0343,approximate_coordinate,5558.0,1669.0,5916.1311453321605,1776.5424400070847,0.4793289394847214,0.658478130617136,11.06,0.9792027729636048,117,327,60,160,20,38,0,3,3,14,0,1,2,5,B,mercadolibre|1300000.0|emiliano zapata|san francisco||71.0|0.0|2.0,71c9516fa8031bfa1bd825f173fce0b0bbe81000,"missing_coordinates,missing_land_area"
mercadolibre,MLM-3290173487,https://departamento.mercadolibre.com.mx/MLM-3290173487-venta-departamento-1-ambiente-amador-salazar-_JM,1300000.0,MXN,departamento,residential,310.0,310.0,1,1.0,1,,4193.55,,1M-2M,,,18.8853161,-99.1195807,medium,Morelos,Yautepec,Amador Salazar,,,0540,approximate_coordinate,1938.0,535.0,5015.249973501096,1384.4988316940592,0.3364485981308411,0.48411214953271026,8.72,0.9775280898876404,198,779,92,395,15,71,7,24,4,22,0,1,2,6,B,mercadolibre|1300000.0|yautepec|amador salazar|310.0|310.0|1.0|1.0,65bdac005658c44654f70d98c5de4e00726a3fa9,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2751879805,https://departamento.mercadolibre.com.mx/MLM-2751879805-oportunidad-unica-en-yautepec-departamento-en-venta-ideal-para-inversion-o-disfrute-propio-ubicacion-cuautla-morelos-caracteristicas-2-habitaciones2-bano-sala-y-comedor-cocina-amenidad-_JM,1300000.0,MXN,departamento,residential,80.0,80.0,2,2.0,2,,16250.0,,1M-2M,,,18.9056183,-98.9684273,medium,Morelos,Yautepec,Centro,,,0108,approximate_coordinate,1976.0,603.0,1985.85527835229,606.0074558939427,0.48258706467661694,0.6252072968490879,10.5,0.973172987974098,584,713,229,280,169,198,26,31,3,7,3,3,17,17,B,mercadolibre|1300000.0|yautepec|centro|80.0|80.0|2.0|2.0,2bffa389335179924dc79a5415f4c4a693960461,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-4756939850,https://terreno.mercadolibre.com.mx/MLM-4756939850-terreno-en-venta-en-pedregal-de-oaxtepec-_JM,1300000.0,MXN,terreno,land,335.0,,,,,,,3880.6,1M-2M,,,18.9112911,-98.9635639,medium,Morelos,Yautepec,Pedregal De Oaxtepec,,,0432,approximate_coordinate,630.0,187.0,653.8871844015503,194.09032298903156,0.4117647058823529,0.3689839572192513,9.09,0.9777777777777777,44,713,12,284,8,176,3,33,0,7,0,3,0,18,B,mercadolibre|1300000.0|yautepec|pedregal de oaxtepec|335.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3240939371,https://terreno.mercadolibre.com.mx/MLM-3240939371-venta-de-terreno-en-cuautla-morelos-zona-centro-_JM,13000000.0,MXN,terreno,land,1734.0,,,,,,,7497.12,12M-20M,,,18.8571144,-98.9583663,medium,Morelos,Cuautla,Centro,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,203,580,92,274,35,93,4,11,6,15,0,0,0,2,B,mercadolibre|13000000.0|cuautla|centro|1734.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3087817747,https://terreno.mercadolibre.com.mx/MLM-3087817747-en-venta-terreno-bardeado-en-tranquilo-fraccionamiento-de-oaxtepec-morelos-_JM,1325000.0,MXN,terreno,land,500.0,,,,,,,2650.0,1M-2M,,,18.9149596,-98.9782797,medium,Morelos,Yautepec,Santa Rosa,,,0269,approximate_coordinate,452.0,130.0,1336.242074776095,384.31741088692996,0.38461538461538464,0.4153846153846154,9.01,0.9538461538461539,57,307,29,139,6,42,2,9,3,6,0,1,0,5,B,mercadolibre|1325000.0|yautepec|santa rosa|500.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5428243280,https://terreno.mercadolibre.com.mx/MLM-5428243280-terreno-en-venta-en-cuautla-_JM,1350000.0,MXN,terreno,land,423.0,,,,,,,3191.49,1M-2M,,,18.8439733,-98.9442991,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674095,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,mercadolibre|1350000.0|cuautla|hermenegildo galeana|423.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3993907562,https://terreno.mercadolibre.com.mx/MLM-3993907562-terreno-en-venta-pedregal-de-oaxtepec-_JM,1350000.0,MXN,terreno,land,472.0,,,,,,,2860.17,1M-2M,,,18.9112911,-98.9635639,medium,Morelos,Yautepec,Pedregal De Oaxtepec,,,0432,approximate_coordinate,630.0,187.0,653.8871844015503,194.09032298903156,0.4117647058823529,0.3689839572192513,9.09,0.9777777777777777,44,713,12,284,8,176,3,33,0,7,0,3,0,18,B,mercadolibre|1350000.0|yautepec|pedregal de oaxtepec|472.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2945637589,https://departamento.mercadolibre.com.mx/MLM-2945637589-departamento-en-venta-en-fraccionamiento-la-loma-_JM,1400000.0,MXN,departamento,residential,45.0,45.0,2,2.0,1,,31111.11,,1M-2M,,,18.9105947,-98.9311186,medium,Morelos,Atlatlahucan,San Juan Texcalpan,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,mercadolibre|1400000.0|atlatlahucan|san juan texcalpan|45.0|45.0|2.0|2.0,69c3367f280029b89805edc8b3d3ffd8fa1be3ee,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5511353314,https://departamento.mercadolibre.com.mx/MLM-5511353314-venta-de-departamento-con-alberca-en-xochitepec-morelos-_JM,1400000.0,MXN,departamento,residential,57.0,51.0,0,2.0,1,,27450.98,,1M-2M,,,18.7442169,-99.2260915,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.8340204221518,926.8454146767824,0.31626235399820307,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,mercadolibre|1400000.0|xochitepec|atlacholoaya|57.0|51.0|0.0|2.0,38572332f777b393fc427c10ddf119574311bf39,missing_coordinates
mercadolibre,MLM-5284199940,https://casa.mercadolibre.com.mx/MLM-5284199940-casa-con-alberca-a-2-minutos-de-la-autopista-en-xochitepec-centro-morelos-_JM,1400000.0,MXN,casa,residential,72.0,90.0,3,2.0,2,,15555.56,,1M-2M,,,18.7753096,-99.2289893,medium,Morelos,Xochitepec,Paseos de Xochitepec,,,0045,approximate_coordinate,2836.0,909.0,3021.7912815897585,968.5501674771123,0.49064906490649063,0.6798679867986799,11.16,0.9658634538152611,77,409,36,139,14,94,1,18,1,8,0,12,0,7,B,mercadolibre|1400000.0|xochitepec|paseos de xochitepec|72.0|90.0|3.0|2.0,1d7ebf3550cb575d6236a2653cb370136c26c3f1,missing_coordinates
mercadolibre,MLM-5573424364,https://departamento.mercadolibre.com.mx/MLM-5573424364-pre-venta-de-departamentos-centro-de-jiutepec-morelosclave-4287-_JM,1417500.0,MXN,departamento,residential,72.0,72.0,0,2.0,1,,19687.5,,1M-2M,,,18.8955305,-99.1656029,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,mercadolibre|1417500.0|jiutepec|centro jiutepec|72.0|72.0|0.0|2.0,6fea861d45534e933fcf259997035362589a9549,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2926694113,https://departamento.mercadolibre.com.mx/MLM-2926694113-departamentos-en-venta-en-cocoyoc-yautepec-morelos-_JM,1463000.0,MXN,departamento,residential,65.81,65.81,0,2.0,1,,22230.66,,1M-2M,,,18.8815525,-98.9803149,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.38006482982171796,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,mercadolibre|1463000.0|yautepec|cocoyoc|65.81|65.81|0.0|2.0,d74c0d99562affcd62a57c2159c32b69aa381649,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2973571541,https://departamento.mercadolibre.com.mx/MLM-2973571541-departamento-centrico-en-planta-baja-_JM,1480000.0,MXN,departamento,residential,70.0,70.0,2,2.0,1,,21142.86,,1M-2M,,,18.9399524,-99.2432724,medium,Morelos,Cuernavaca,La Pradera,,,012A,approximate_coordinate,4133.0,1476.0,2395.155084562358,855.371135933714,0.7018970189701897,0.8638211382113821,13.53,0.9696021457308895,269,1081,61,337,47,129,12,75,21,64,2,10,22,41,B,mercadolibre|1480000.0|cuernavaca|la pradera|70.0|70.0|2.0|2.0,24456013e83b4f7b4e2aaad79afcd8233c613318,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2839080965,https://terreno.mercadolibre.com.mx/MLM-2839080965-terreno-en-venta-cocoyoc-morelos-_JM,1480000.0,MXN,terreno,land,740.0,,,,,,,2000.0,1M-2M,,,18.8815525,-98.9803149,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.38006482982171796,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,mercadolibre|1480000.0|yautepec|cocoyoc|740.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2744754315,https://casa.mercadolibre.com.mx/MLM-2744754315-casa-en-cuautla-morelos-escelente-ubicacion-col-hermenegildo-galeana-_JM,1490000.0,MXN,casa,residential,105.0,79.0,3,2.0,1,,18860.76,,1M-2M,,,18.8439733,-98.9442991,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674095,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,mercadolibre|1490000.0|cuautla|hermenegildo galeana|105.0|79.0|3.0|2.0,87807473130bc963fb0a7298d3caf6cfc12039d0,missing_coordinates
mercadolibre,MLM-5866596236,https://terreno.mercadolibre.com.mx/MLM-5866596236-terreno-comercial-con-construccion-en-obra-gris-en-venta-en-morelos-_JM,15000000.0,MXN,terreno,land,5000.0,3849.0,,,,,3897.12,3000.0,12M-20M,,,18.8716955,-99.2535674,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.39473684210526316,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,mercadolibre|15000000.0|temixco|burgos|5000.0|3849.0||,728b0f9288969e85ed6b70e6ba062c65e95becda,missing_coordinates
mercadolibre,MLM-4761561668,https://casa.mercadolibre.com.mx/MLM-4761561668-casa-en-venta-en-del-bosque-_JM,15300000.0,MXN,casa,residential,600.0,644.0,3,3.0,3,,23757.76,,12M-20M,,,18.9981159,-99.2619204,medium,Morelos,Cuernavaca,Del Bosque,,,1024,approximate_coordinate,2297.0,656.0,1826.149212248381,521.5297706725894,0.43902439024390244,0.6036585365853658,10.03,0.990210843373494,22,37,9,11,1,2,0,0,0,0,0,0,0,0,B,mercadolibre|15300000.0|cuernavaca|del bosque|600.0|644.0|3.0|3.0,f170e1e792366a05a189cc317630e4f4b9abf32c,missing_coordinates
mercadolibre,MLM-5527930346,https://casa.mercadolibre.com.mx/MLM-5527930346-hermosa-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,1550000.0,MXN,casa,residential,72.0,72.0,2,2.0,2,,21527.78,,1M-2M,,,18.7554715,-98.8819105,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.45751633986928103,9.3,0.9942196531791907,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0,18fb3c01fd33fe93f4226af127c1726483979e19,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3198260761,https://casa.mercadolibre.com.mx/MLM-3198260761-casa-en-venta-en-fraccionamiento-tabachines-tetelcingo-cuautla-morelos-_JM,1550000.0,MXN,casa,residential,89.0,118.0,3,2.0,2,,13135.59,,1M-2M,,,18.8658286,-98.9545589,medium,Morelos,Cuautla,Tetelcingo,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,52,370,33,196,8,70,1,2,2,4,1,3,0,1,B,mercadolibre|1550000.0|cuautla|tetelcingo|89.0|118.0|3.0|2.0,e4948ac3c6cd19faf883b7e343991c2500fca811,missing_coordinates
mercadolibre,MLM-5445165554,https://departamento.mercadolibre.com.mx/MLM-5445165554-departamento-en-venta-en-residencial-magnolia-jiutepec-morelos-_JM,1585000.0,MXN,departamento,residential,65.0,65.0,3,2.0,1,,24384.62,,1M-2M,,,18.8955305,-99.1656029,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,mercadolibre|1585000.0|jiutepec|centro jiutepec|65.0|65.0|3.0|2.0,1490f91692a5612660bd86d28ebae931280e00f3,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2265584777,https://terreno.mercadolibre.com.mx/MLM-2265584777-terreno-urbano-en-centro-jiutepec-jiutepec-morelos-_JM,16000000.0,MXN,terreno,land,9550.0,,,,,,,1675.39,12M-20M,,,18.8955305,-99.1656029,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,mercadolibre|16000000.0|jiutepec|centro jiutepec|9550.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3289884329,https://casa.mercadolibre.com.mx/MLM-3289884329-amplitud-diseno-y-confort-en-una-residencia-pensada-para-disfrutar-cada-espacio-_JM,16200000.0,MXN,casa,residential,627.0,520.0,4,4.0,4,,31153.85,,12M-20M,,,18.9067789,-98.9660955,medium,Morelos,Yautepec,Lomas De Cocoyoc,,,0413,approximate_coordinate,169.0,52.0,291.74148178346906,89.76660977952893,0.5961538461538461,0.6923076923076923,10.85,1.0,318,718,115,283,67,196,20,31,3,7,2,3,10,17,B,mercadolibre|16200000.0|yautepec|lomas de cocoyoc|627.0|520.0|4.0|4.0,43fd72578527071ef27d69286d5fbc8c0a116d8d,missing_coordinates
mercadolibre,MLM-4786147898,https://casa.mercadolibre.com.mx/MLM-4786147898-casa-en-condominio-en-fraccionamiento-paseos-del-rio-al-sur-de-cuernavaca-_JM,1650000.0,MXN,casa,residential,68.0,,2,2.0,1,,,,1M-2M,,,18.8318883,-99.1979354,medium,Morelos,Emiliano Zapata,Fraccionamiento Paseos del Río,,,0131,approximate_coordinate,8597.0,2764.0,6401.586905440538,2058.158218755106,0.6530390738060782,0.742040520984081,12.05,0.97538742023701,40,129,20,60,4,17,2,2,0,4,0,0,0,1,C,mercadolibre|1650000.0|emiliano zapata|fraccionamiento paseos del río|68.0||2.0|2.0,59b747cf743b7a718d5c262380e3375a29297bb3,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2989184629,https://terreno.mercadolibre.com.mx/MLM-2989184629-terreno-en-venta-en-zona-dorada-de-cuernavaca-_JM,16800000.0,MXN,terreno,land,1200.0,,,,,,,14000.0,12M-20M,,,18.9321537,-99.2212056,medium,Morelos,Cuernavaca,Vista Hermosa,,,0187,approximate_coordinate,630.0,227.0,1278.5954112765228,460.70025136471537,0.7929515418502202,0.9030837004405287,13.55,0.9970501474926253,426,1565,67,519,78,237,126,195,15,47,16,55,16,61,B,mercadolibre|16800000.0|cuernavaca|vista hermosa|1200.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2914900177,https://terreno.mercadolibre.com.mx/MLM-2914900177-venta-de-terreno-en-temixco-morelosclave-5529-_JM,1700000.0,MXN,terreno,land,707.0,,,,,,,2404.53,1M-2M,,,18.8696022,-99.2317443,medium,Morelos,Temixco,Alta Palmira,,,0547,approximate_coordinate,3083.0,906.0,5609.703831903922,1648.5214634138674,0.3818984547461369,0.5408388520971302,9.74,0.9662576687116564,154,633,79,315,15,74,5,22,6,11,0,0,1,6,B,mercadolibre|1700000.0|temixco|alta palmira|707.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3032202161,https://casa.mercadolibre.com.mx/MLM-3032202161-casa-con-jardin-y-amenidades-en-el-centro-de-xochitepec-morelos-_JM,1700000.0,MXN,casa,residential,62.0,91.0,3,2.0,2,,18681.32,,1M-2M,,,18.7718422,-99.2240938,medium,Morelos,Xochitepec,Villas De Xochitepec,,,0011,approximate_coordinate,875.0,299.0,4575.064578031982,1563.3649243789287,0.6387959866220736,0.7591973244147158,12.09,0.9817351598173516,25,119,12,46,2,23,2,4,1,1,0,0,0,3,B,mercadolibre|1700000.0|xochitepec|villas de xochitepec|62.0|91.0|3.0|2.0,518c9c567d7cce8287ccc27841a0600939d0ec51,missing_coordinates
mercadolibre,MLM-3140320311,https://casa.mercadolibre.com.mx/MLM-3140320311-casa-en-venta-en-cuernavaca-_JM,17000000.0,MXN,casa,residential,1456.0,650.0,5,6.0,6,,26153.85,,12M-20M,,,18.8933187,-99.1966011,medium,Morelos,Jiutepec,Sumiya,,,0122,approximate_coordinate,1858.0,564.0,1540.789692968381,467.71011132086477,0.74822695035461,0.8156028368794326,12.28,0.9752380952380952,13,200,5,81,2,21,0,6,0,7,0,0,0,1,B,mercadolibre|17000000.0|jiutepec|sumiya|1456.0|650.0|5.0|6.0,c137bb2a4feea7e32846b114d5ce3cd7dc8a0673,missing_coordinates
mercadolibre,MLM-5252272280,https://departamento.mercadolibre.com.mx/MLM-5252272280-departamento-en-planta-baja-2-recamaras-y-1-bano-en-ahuatlan-_JM,1745000.0,MXN,departamento,residential,71.0,71.0,2,2.0,1,,24577.46,,1M-2M,,,18.9619526,-99.2597563,medium,Morelos,Cuernavaca,Ahuatlan Tzompantle,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871947,213,535,113,295,30,66,8,16,1,12,1,1,2,10,B,mercadolibre|1745000.0|cuernavaca|ahuatlan tzompantle|71.0|71.0|2.0|2.0,439fcebf0683c8cae56fdb66029d71e51c53ab25,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3129632463,https://departamento.mercadolibre.com.mx/MLM-3129632463-departamento-en-sitio-del-sol-cuautla-morelos-venta-_JM,1750000.0,MXN,departamento,residential,70.0,88.0,3,2.0,2,,19886.36,,1M-2M,,,18.8669194,-98.9479759,medium,Morelos,Cuautla,Sitio Del Sol,,,0014,approximate_coordinate,2050.0,523.0,1887.0063470578307,481.4167412249978,0.3862332695984704,0.37667304015296366,8.75,0.9742574257425742,160,265,83,128,40,48,1,2,1,4,3,3,2,2,B,mercadolibre|1750000.0|cuautla|sitio del sol|70.0|88.0|3.0|2.0,20e27cad20696b3d02eabf2fa7fa5b523e8b539e,missing_coordinates
mercadolibre,MLM-3254214755,https://terreno.mercadolibre.com.mx/MLM-3254214755-venta-terreno-en-fraccionamiento-del-bosque-cuernavaca-t65-_JM,1758896.0,MXN,terreno,land,1099.0,,,,,,,1600.45,1M-2M,,,18.9981159,-99.2619204,medium,Morelos,Cuernavaca,Del Bosque,,,1024,approximate_coordinate,2297.0,656.0,1826.149212248381,521.5297706725894,0.43902439024390244,0.6036585365853658,10.03,0.990210843373494,22,37,9,11,1,2,0,0,0,0,0,0,0,0,B,mercadolibre|1758896.0|cuernavaca|del bosque|1099.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3077846581,https://departamento.mercadolibre.com.mx/MLM-3077846581-estrena-departamento-o-casa-con-alberca-a-5-minutos-de-galerias-plusvalia-garantizada-aceptamos-todos-los-creditos-_JM,1760000.0,MXN,casa,residential,60.0,60.0,2,2.0,2,,29333.33,,1M-2M,,,18.8966449,-99.2282172,medium,Morelos,Cuernavaca,Chipitlan,,,0401,approximate_coordinate,4260.0,1416.0,5872.738090755191,1952.0650555186267,0.6016949152542372,0.7853107344632768,12.64,0.9814424293547026,315,581,143,225,55,73,10,88,6,12,2,4,9,19,B,mercadolibre|1760000.0|cuernavaca|chipitlan|60.0|60.0|2.0|2.0,d0d4b3f87694b79688599014be278f5c5bf1f049,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5811579362,https://departamento.mercadolibre.com.mx/MLM-5811579362-departamento-en-altos-de-oaxtepec-preventa-_JM,1799000.0,MXN,departamento,residential,94.0,94.0,4,2.0,2,,19138.3,,1M-2M,,,18.9220878,-98.9548225,medium,Morelos,Yautepec,Altos De Oaxtepec,,,0610,approximate_coordinate,122.0,44.0,220.311520394528,79.4566139127806,0.7954545454545454,0.7045454545454546,11.64,0.9245283018867925,0,3,0,0,0,0,0,1,0,1,0,0,0,0,B,mercadolibre|1799000.0|yautepec|altos de oaxtepec|94.0|94.0|4.0|2.0,72e9b17ce4f78479f861f64af5bc0c9a34ba1a8c,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2940995393,https://casa.mercadolibre.com.mx/MLM-2940995393-casa-en-civac-detalles-esteticos-de-acepta-credito-inf-_JM,1800000.0,MXN,casa,residential,160.0,170.0,4,3.0,3,,10588.24,,1M-2M,,,18.9187451,-99.1666747,medium,Morelos,Jiutepec,Civac 1a Sección,,,071A,approximate_coordinate,2179.0,700.0,6204.735745603911,1993.2606800930414,0.5814285714285714,0.7914285714285715,12.69,0.9692451071761417,428,1181,165,416,68,155,25,45,21,33,7,10,9,28,B,mercadolibre|1800000.0|jiutepec|civac 1a sección|160.0|170.0|4.0|3.0,65dacf2b38a6b26e9b5adcf58730e5be6ecc4cd1,missing_coordinates
mercadolibre,MLM-5553735570,https://departamento.mercadolibre.com.mx/MLM-5553735570-loft-de-lujo-en-venta-en-oaxtepec-morelos-amenidades-premium-_JM,1800000.0,MXN,departamento,residential,42.0,42.0,1,1.0,1,,42857.14,,1M-2M,,,18.900402,-98.9731656,medium,Morelos,Yautepec,Oaxtepec Centro,,,0273,approximate_coordinate,45.0,12.0,30.915232939279242,8.244062117141132,0.5833333333333334,0.6666666666666666,11.36,1.0,49,557,13,222,28,184,0,20,4,9,0,2,0,11,B,mercadolibre|1800000.0|yautepec|oaxtepec centro|42.0|42.0|1.0|1.0,c9c4a2d4065111525a84aed430578022600ee2f6,"missing_coordinates,same_land_and_construction_area"
