source,source_id,url,price,currency,property_type,market_segment,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,price_band,latitude,longitude,geocode_latitude,geocode_longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,duplicate_group_id,dedupe_fingerprint,quality_flags
mercadolibre,MLM-3289901267,https://casa.mercadolibre.com.mx/MLM-3289901267-venta-de-casa-de-campo-en-venta-en-yautepec-terreno-de-1000-m-_JM,1800000.0,MXN,casa,residential,1000.0,120.0,2,3.0,3,,15000.0,,1M-2M,,,18.8871496,-99.0681762,medium,Morelos,Yautepec,San Carlos,,,0470,approximate_coordinate,1069.0,344.0,2523.948006277994,812.1965520670065,0.46511627906976744,0.5784883720930233,11.19,0.9732620320855615,297,1815,123,846,33,219,22,88,9,49,3,22,6,41,B,mercadolibre|1800000.0|yautepec|san carlos|1000.0|120.0|2.0|3.0,9de752aee0c434f6dba0282a3e5c59766f343432,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-4791954054,https://casa.mercadolibre.com.mx/MLM-4791954054-casa-cuautla-morelos-_JM,1850000.0,MXN,casa,residential,160.0,130.0,3,2.0,2,,14230.77,,1M-2M,,,18.878787,-98.9278541,medium,Morelos,Cuautla,Otilio Montaño,,,0423,approximate_coordinate,3356.0,893.0,2745.0920655164637,730.4431509255668,0.49944008958566627,0.5912653975363942,10.43,0.9924065420560748,74,438,32,182,14,82,1,14,1,9,0,1,0,4,B,mercadolibre|1850000.0|cuautla|otilio montaño|160.0|130.0|3.0|2.0,be0785025f180f523e5031af854b6d049dcc4db1,missing_coordinates
mercadolibre,MLM-2350834303,https://terreno.mercadolibre.com.mx/MLM-2350834303-terreno-en-venta-en-jose-g-parres-jiutepec-morelos-_JM,1850000.0,MXN,terreno,land,272.0,,,,,,,6801.47,1M-2M,,,18.8890993,-99.1949199,medium,Morelos,Jiutepec,José G Parres,,,0175,approximate_coordinate,558.0,162.0,3300.7406107033376,958.2795321396786,0.49382716049382713,0.6975308641975309,10.94,0.9597523219814241,96,232,43,113,10,22,5,7,2,3,0,0,1,1,B,mercadolibre|1850000.0|jiutepec|josé g parres|272.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5705627478,https://departamento.mercadolibre.com.mx/MLM-5705627478-departamento-en-sitio-del-sol-cuautla-morelos-venta-_JM,1880000.0,MXN,departamento,residential,70.0,80.0,3,2.0,2,,23500.0,,1M-2M,,,18.8669194,-98.9479759,medium,Morelos,Cuautla,Sitio Del Sol,,,0014,approximate_coordinate,2050.0,523.0,1887.0063470578307,481.4167412249978,0.3862332695984704,0.37667304015296366,8.75,0.9742574257425742,160,265,83,128,40,48,1,2,1,4,3,3,2,2,B,mercadolibre|1880000.0|cuautla|sitio del sol|70.0|80.0|3.0|2.0,f0ee10fed043618cd67ccc5f3e4b0246265fea47,missing_coordinates
mercadolibre,MLM-5527936258,https://departamento.mercadolibre.com.mx/MLM-5527936258-departamento-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuernavaca-santa-fe-_JM,1900000.0,MXN,departamento,residential,88.0,88.0,3,2.0,2,,21590.91,,1M-2M,,,18.7554715,-98.8819105,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.45751633986928103,9.3,0.9942196531791907,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,mercadolibre|1900000.0|ayala|tlayecac|88.0|88.0|3.0|2.0,377764b3e02537b9793394f8ee8ee5b26ef62d3d,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-4754250860,https://casa.mercadolibre.com.mx/MLM-4754250860-casa-en-acatlipa-en-temixco-morelos-_JM,1900000.0,MXN,casa,residential,248.0,182.0,3,2.0,2,,10439.56,,1M-2M,,,18.8240661,-99.2302064,medium,Morelos,Temixco,Acatlipa,,,002A,approximate_coordinate,1670.0,531.0,6626.735415400277,2107.0637757949385,0.4124293785310734,0.6177024482109228,10.78,0.9771739130434782,731,1153,368,560,111,148,30,44,15,23,2,3,10,17,B,mercadolibre|1900000.0|temixco|acatlipa|248.0|182.0|3.0|2.0,59fe27b57a2422b5095cee4e427145b70b06108e,missing_coordinates
mercadolibre,MLM-5925038920,https://casa.mercadolibre.com.mx/MLM-5925038920-xochitepec-venta-de-casa-en-residencial-oasis-ii-en-morelos-_JM,1900000.0,MXN,casa,residential,73.0,182.0,2,2.0,2,,10439.56,,1M-2M,,,18.7831747,-99.2308448,medium,Morelos,Xochitepec,Xochitepec,,,0045,approximate_coordinate,2836.0,909.0,3021.7912815897585,968.5501674771123,0.49064906490649063,0.6798679867986799,11.16,0.9658634538152611,442,599,157,210,101,132,20,25,9,14,12,12,9,11,B,mercadolibre|1900000.0|xochitepec|xochitepec|73.0|182.0|2.0|2.0,31cafff6398a41da9dd68fff1fa82236d8f03a21,missing_coordinates
mercadolibre,MLM-5120678626,https://terreno.mercadolibre.com.mx/MLM-5120678626-escriturado-predio-semi-urbano-en-alpuyeca-morelos-_JM,19283000.0,MXN,terreno,land,19283.0,,,,,,,1000.0,12M-20M,,,18.7412877,-99.2598175,medium,Morelos,Xochitepec,Alpuyeca,,,0026,approximate_coordinate,2763.0,700.0,2771.068737817901,702.044197058462,0.24857142857142858,0.39285714285714285,9.48,0.972241029113067,344,565,186,281,57,98,10,14,7,12,2,2,4,8,B,mercadolibre|19283000.0|xochitepec|alpuyeca|19283.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2914862305,https://terreno.mercadolibre.com.mx/MLM-2914862305-venta-de-terreno-escriturado-los-presidentes-temixco-morelosclave-4577-_JM,1949000.0,MXN,terreno,land,1212.0,,,,,,,1608.09,1M-2M,,,18.8613795,-99.2273213,medium,Morelos,Temixco,Los Presidentes,,,0513,approximate_coordinate,1323.0,390.0,3826.758485718464,1128.069394882994,0.43846153846153846,0.6205128205128205,9.91,0.9390420899854862,113,707,58,335,13,94,1,32,1,16,0,1,1,5,B,mercadolibre|1949000.0|temixco|los presidentes|1212.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2621515335,https://casa.mercadolibre.com.mx/MLM-2621515335-se-vende-casa-en-el-fraccionamiento-jardines-de-la-hacienda-2-_JM,1950000.0,MXN,casa,residential,90.0,75.0,2,2.0,1,,26000.0,,1M-2M,,,18.8857317,-99.1905731,medium,Morelos,Jiutepec,Jardines De La Hacienda II,,,0207,approximate_coordinate,4352.0,1303.0,3777.446942217654,1130.9773358707728,0.6224098234842671,0.7659247889485802,11.85,0.9760722347629797,38,284,13,136,4,31,3,12,1,8,0,0,1,3,B,mercadolibre|1950000.0|jiutepec|jardines de la hacienda ii|90.0|75.0|2.0|2.0,d8a3db5cd6ba5a825fe39f91dccbe5479be8a69f,missing_coordinates
mercadolibre,MLM-2800604071,https://departamento.mercadolibre.com.mx/MLM-2800604071-departamento-en-venta-en-cocoyoc-morelos-_JM,1950000.0,MXN,departamento,residential,154.0,154.0,4,3.0,1,,12662.34,,1M-2M,,,18.8815525,-98.9803149,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.38006482982171796,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,mercadolibre|1950000.0|yautepec|cocoyoc|154.0|154.0|4.0|3.0,622f8ae8b1db006681799f73fd998f4fad2eb71b,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5575263998,https://casa.mercadolibre.com.mx/MLM-5575263998-casa-con-local-en-venta-jiutepec-mexico-_JM,1980000.0,MXN,casa,residential,205.0,233.0,5,2.0,2,,8497.85,,1M-2M,,,18.9240566,-99.1739535,medium,Morelos,Jiutepec,Otilio Montaño,,,0565,approximate_coordinate,2337.0,654.0,13198.298992846789,3693.490603903209,0.5107033639143731,0.6788990825688074,10.51,0.9802631578947368,609,1700,241,682,77,214,22,62,19,50,1,3,8,31,B,mercadolibre|1980000.0|jiutepec|otilio montaño|205.0|233.0|5.0|2.0,62385576ff36ddd43d3fe5404efdb321f828aa8c,missing_coordinates
mercadolibre,MLM-3025916021,https://casa.mercadolibre.com.mx/MLM-3025916021-hermosa-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-123m2-de-construccion-_JM,2000000.0,MXN,casa,residential,123.0,123.0,3,3.0,3,,16260.16,,2M-3M,,,18.7554715,-98.8819105,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.45751633986928103,9.3,0.9942196531791907,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0,7941f77bfdfd6e07413cd778261df47556ac6d6d,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-2988202549,https://casa.mercadolibre.com.mx/MLM-2988202549-casa-en-venta-en-cuautla-_JM,2000000.0,MXN,casa,residential,160.0,100.0,3,2.0,2,,20000.0,,2M-3M,,,18.8439733,-98.9442991,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674095,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,mercadolibre|2000000.0|cuautla|hermenegildo galeana|160.0|100.0|3.0|2.0,6fbf0e6fb8beeb87cfa401095595c030e7dfe0f3,missing_coordinates
mercadolibre,MLM-2897440679,https://terreno.mercadolibre.com.mx/MLM-2897440679-oportunidad-se-vende-terreno-500-o-1000-metros-a-un-lado-de-sams-cuautla-_JM,2000000.0,MXN,terreno,land,1000.0,,,,,,,2000.0,2M-3M,,,18.8573706,-98.9361786,medium,Morelos,Cuautla,Lázaro Cárdenas,,,0368,approximate_coordinate,1914.0,476.0,3580.4896156099,890.4456933282719,0.47058823529411764,0.5105042016806722,9.39,0.9818763326226013,293,726,144,318,35,115,8,22,7,11,0,2,3,8,B,mercadolibre|2000000.0|cuautla|lázaro cárdenas|1000.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2718563093,https://terreno.mercadolibre.com.mx/MLM-2718563093-terreno-en-venta-km-27-libramiento-cuernavaca-cuautla-yautepec-morelos-_JM,2000000.0,MXN,terreno,land,632.0,,,,,,,3164.56,2M-3M,,,18.8059034,-98.9459425,medium,Morelos,Cuautla,Miguel Hidalgo,,,0620,approximate_coordinate,3394.0,977.0,6289.341047804352,1810.4555697421483,0.3541453428863869,0.5721596724667349,9.92,0.9731653888280394,282,1297,97,523,47,200,14,83,15,43,1,18,4,21,B,mercadolibre|2000000.0|cuautla|miguel hidalgo|632.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2784891811,https://departamento.mercadolibre.com.mx/MLM-2784891811-departamento-en-venta-san-anton-cuernavaca-puente-2000-_JM,2000000.0,MXN,departamento,residential,70.0,70.0,4,2.0,2,,28571.43,,2M-3M,,,18.9230851,-99.2446589,medium,Morelos,Cuernavaca,San Antón,,,0986,approximate_coordinate,3987.0,1161.0,7790.625045113483,2268.6018754393663,0.4453057708871662,0.7002583979328165,11.3,0.9738717339667459,297,1880,137,770,34,262,4,99,8,49,0,46,8,95,B,mercadolibre|2000000.0|cuernavaca|san antón|70.0|70.0|4.0|2.0,2755c99b94d42b8525f9a4814d44c48e3d2ce866,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3086291987,https://casa.mercadolibre.com.mx/MLM-3086291987-casa-en-venta-en-jose-ortiz-san-martin-_JM,2000000.0,MXN,casa,residential,300.0,140.0,2,3.0,3,,14285.71,,2M-3M,,,18.8788057,-99.074173,medium,Morelos,Yautepec,José Ortiz,,,0502,approximate_coordinate,4591.0,1380.0,4856.398831602696,1459.7757324355741,0.4608695652173913,0.586231884057971,10.47,0.9813084112149533,317,795,124,303,52,108,15,34,9,21,2,6,3,14,B,mercadolibre|2000000.0|yautepec|josé ortiz|300.0|140.0|2.0|3.0,2b4863b4e75dfd6e18e728eaf233535866c412f3,missing_coordinates
mercadolibre,MLM-4904200614,https://casa.mercadolibre.com.mx/MLM-4904200614-residencia-lomas-de-cocoyoc-5r-5b-4e-alberca-super-jardin-_JM,20000000.0,MXN,casa,residential,1390.0,400.0,5,6.0,6,,50000.0,,>20M,,,18.913685,-98.9455121,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,mercadolibre|20000000.0|atlatlahucan|lomas de cocoyoc|1390.0|400.0|5.0|6.0,d5d41f3e8f34fdb659cb607d27387dc4bf16fbaa,missing_coordinates
mercadolibre,MLM-4840502100,https://casa.mercadolibre.com.mx/MLM-4840502100-hermosa-casa-con-amenidades-en-aqua-sol-lifestyle-ideal-para-disfrutar-fin-de-semana-o-para-inve-_JM,2035000.0,MXN,casa,residential,1221.0,62.0,3,2.0,2,,32822.58,,2M-3M,,,18.7663043,-98.9853284,medium,Morelos,Ayala,Ciudad Ayala,,,0039,approximate_coordinate,2879.0,820.0,5071.30302452846,1444.4141994141498,0.4402439024390244,0.5597560975609757,10.83,0.9796472184531886,356,513,168,222,52,69,11,16,7,10,2,2,5,6,B,mercadolibre|2035000.0|ayala|ciudad ayala|1221.0|62.0|3.0|2.0,12ad2230b9188ae9595963461e0c64600701f8a6,"missing_coordinates,suspicious_surface_pair"
mercadolibre,MLM-2309651041,https://terreno.mercadolibre.com.mx/MLM-2309651041-magnifico-terreno-comercial-_JM,20776000.0,MXN,terreno,land,5936.0,,,,,,,3500.0,>20M,,,18.8921913,-99.1322644,medium,Morelos,Jiutepec,José López Portillo,,,0508,approximate_coordinate,2157.0,558.0,4947.192618875219,1279.8022630191804,0.3924731182795699,0.5340501792114696,9.2,0.9669117647058824,89,486,30,222,7,61,2,13,2,16,0,1,2,6,B,mercadolibre|20776000.0|jiutepec|josé lópez portillo|5936.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5908813166,https://terreno.mercadolibre.com.mx/MLM-5908813166-terreno-comercial-en-venta-en-fraccionamiento-granjas-merida-_JM,2100000.0,MXN,terreno,land,985.0,,,,,,,2131.98,2M-3M,,,18.8157321,-99.2152871,medium,Morelos,Temixco,Granjas Mérida,,,0706,approximate_coordinate,773.0,238.0,599.0647695175409,184.44685012312385,0.44537815126050423,0.4957983193277311,9.28,0.9975369458128078,22,95,7,38,6,15,1,3,2,5,0,0,0,0,B,mercadolibre|2100000.0|temixco|granjas mérida|985.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5616590786,https://terreno.mercadolibre.com.mx/MLM-5616590786-venta-de-terreno-en-cocoyoc-morelos-_JM,2100000.0,MXN,terreno,land,495.0,,,,,,,4242.42,2M-3M,,,18.8815525,-98.9803149,medium,Morelos,Yautepec,Cocoyoc,,,0201,approximate_coordinate,4208.0,1234.0,3679.966722951729,1079.1537395728217,0.38006482982171796,0.5380875202593193,9.52,0.9859034600598034,288,527,142,263,41,84,8,16,4,15,0,0,3,4,B,mercadolibre|2100000.0|yautepec|cocoyoc|495.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4213665354,https://terreno.mercadolibre.com.mx/MLM-4213665354-terreno-urbano-en-san-gaspar-jiutepec-morelos-_JM,2104000.0,MXN,terreno,land,1052.0,,,,,,,2000.0,2M-3M,,,18.8955305,-99.1656029,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,mercadolibre|2104000.0|jiutepec|centro jiutepec|1052.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-4904229866,https://terreno.mercadolibre.com.mx/MLM-4904229866-terreno-en-alpuyeca-xochitepec-_JM,2145000.0,MXN,terreno,land,7150.0,,,,,,,300.0,2M-3M,,,18.7412877,-99.2598175,medium,Morelos,Xochitepec,Alpuyeca,,,0026,approximate_coordinate,2763.0,700.0,2771.068737817901,702.044197058462,0.24857142857142858,0.39285714285714285,9.48,0.972241029113067,344,565,186,281,57,98,10,14,7,12,2,2,4,8,B,mercadolibre|2145000.0|xochitepec|alpuyeca|7150.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5439156362,https://departamento.mercadolibre.com.mx/MLM-5439156362-departamento-con-roof-garden-preventa-_JM,2150000.0,MXN,departamento,residential,120.0,62.0,2,2.0,2,,34677.42,,2M-3M,,,18.8450266,-99.2242849,medium,Morelos,Temixco,Miguel Hidalgo,,,0496,approximate_coordinate,3345.0,1079.0,6252.677039313182,2016.932294594596,0.33271547729379053,0.5468025949953661,10.19,0.9728832318760376,483,1004,216,468,61,120,32,53,16,27,21,26,4,17,B,mercadolibre|2150000.0|temixco|miguel hidalgo|120.0|62.0|2.0|2.0,3234fdc8a95ea558e329be6dd5fb4715dedeeb49,missing_coordinates
mercadolibre,MLM-5811591900,https://casa.mercadolibre.com.mx/MLM-5811591900-casa-en-venta-en-oaxtepece-_JM,2150000.0,MXN,casa,residential,488.0,190.0,2,2.0,1,,11315.79,,2M-3M,,,18.9149596,-98.9782797,medium,Morelos,Yautepec,Santa Rosa,,,0269,approximate_coordinate,452.0,130.0,1336.242074776095,384.31741088692996,0.38461538461538464,0.4153846153846154,9.01,0.9538461538461539,57,307,29,139,6,42,2,9,3,6,0,1,0,5,B,mercadolibre|2150000.0|yautepec|santa rosa|488.0|190.0|2.0|2.0,4937f5da1c38181b2f9813fe6b9f1e9f84a10bf1,missing_coordinates
mercadolibre,MLM-4791834908,https://casa.mercadolibre.com.mx/MLM-4791834908-casa-en-venta-cuautla-moreloslos-laureles-_JM,2243667.0,MXN,casa,residential,90.0,119.0,3,2.0,1,,18854.34,,2M-3M,,,18.8658286,-98.9545589,medium,Morelos,Cuautla,Tetelcingo,,,0832,approximate_coordinate,4782.0,1262.0,4120.9850493128815,1087.553979973412,0.3795562599049128,0.47385103011093505,9.02,0.9799054373522459,52,370,33,196,8,70,1,2,2,4,1,3,0,1,B,mercadolibre|2243667.0|cuautla|tetelcingo|90.0|119.0|3.0|2.0,d19d915fe5df41c06f62f13fd68535898cbbcf32,missing_coordinates
mercadolibre,MLM-3006163883,https://departamento.mercadolibre.com.mx/MLM-3006163883-departamento-en-oacalco-con-roofgarden-_JM,2250000.0,MXN,departamento,residential,153.0,153.0,5,3.0,3,,14705.88,,2M-3M,,,18.9231041,-99.029846,medium,Morelos,Yautepec,Oacalco,,,0998,approximate_coordinate,1525.0,464.0,2251.084906966465,684.9202602179932,0.375,0.48060344827586204,10.06,0.9882198952879581,183,199,76,82,36,37,6,6,7,7,0,0,2,3,B,mercadolibre|2250000.0|yautepec|oacalco|153.0|153.0|5.0|3.0,2803817c97819295b009ed11f1f98c9681b36f6d,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3854479360,https://casa.mercadolibre.com.mx/MLM-3854479360-casa-sola-en-venta-_JM,2300000.0,MXN,casa,residential,122.0,175.0,3,3.0,3,,13142.86,,2M-3M,,,18.818239,-98.9543108,medium,Morelos,Cuautla,Cuautla Centro,,,0546,approximate_coordinate,2441.0,764.0,3992.2990288647775,1249.5356239462064,0.31413612565445026,0.6073298429319371,10.9,0.9866071428571429,1407,4406,678,2308,164,596,78,228,42,102,28,64,49,116,B,mercadolibre|2300000.0|cuautla|cuautla centro|122.0|175.0|3.0|3.0,9d59b8779d1ecce5d1e410faeb287e5907e3b9af,missing_coordinates
mercadolibre,MLM-3081127767,https://departamento.mercadolibre.com.mx/MLM-3081127767-departamento-en-venta-en-condominio-tamazula-vista-hermosa-cuernavaca-_JM,2300000.0,MXN,departamento,residential,44.0,44.0,2,1.0,1,,52272.73,,2M-3M,,,18.9321537,-99.2212056,medium,Morelos,Cuernavaca,Vista Hermosa,,,0187,approximate_coordinate,630.0,227.0,1278.5954112765228,460.70025136471537,0.7929515418502202,0.9030837004405287,13.55,0.9970501474926253,426,1565,67,519,78,237,126,195,15,47,16,55,16,61,B,mercadolibre|2300000.0|cuernavaca|vista hermosa|44.0|44.0|2.0|1.0,f2f4b7127db90d0c5f4dcf9d74332e3fcdb19050,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5445128238,https://departamento.mercadolibre.com.mx/MLM-5445128238-departamento-en-venta-en-jiutepec-morelos-centro-_JM,2300000.0,MXN,departamento,residential,78.0,78.0,5,2.0,2,,29487.18,,2M-3M,,,18.8955305,-99.1656029,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.7776412452727,0.5710227272727273,0.8181818181818182,12.54,0.9747211895910781,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,mercadolibre|2300000.0|jiutepec|centro jiutepec|78.0|78.0|5.0|2.0,a7e9a7e53778d8cc1c54a3e980f7d6740a4b65f0,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5902658896,https://terreno.mercadolibre.com.mx/MLM-5902658896-venta-terreno-fraccionamiento-del-bosque-cuernavaca-t72-_JM,2340000.0,MXN,terreno,land,1296.0,,,,,,,1805.56,2M-3M,,,18.9981159,-99.2619204,medium,Morelos,Cuernavaca,Del Bosque,,,1024,approximate_coordinate,2297.0,656.0,1826.149212248381,521.5297706725894,0.43902439024390244,0.6036585365853658,10.03,0.990210843373494,22,37,9,11,1,2,0,0,0,0,0,0,0,0,B,mercadolibre|2340000.0|cuernavaca|del bosque|1296.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-2425396293,https://terreno.mercadolibre.com.mx/MLM-2425396293-terreno-en-venta-en-lomas-de-cocoyoc-_JM,2345000.0,MXN,terreno,land,350.0,,,,,,,6700.0,2M-3M,,,18.913685,-98.9455121,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,mercadolibre|2345000.0|atlatlahucan|lomas de cocoyoc|350.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-3227757771,https://departamento.mercadolibre.com.mx/MLM-3227757771-venta-departamento-2-ambientes-chulavista-_JM,2350000.0,MXN,departamento,residential,100.0,100.0,2,2.0,2,,23500.0,,2M-3M,,,18.9150259,-99.2407462,medium,Morelos,Cuernavaca,Chulavista,,,1005,approximate_coordinate,5061.0,1541.0,3964.6664536657595,1207.1825736216035,0.49059052563270605,0.7501622323166774,11.51,0.9756540697674418,123,1668,29,662,16,246,13,122,6,54,4,26,4,98,B,mercadolibre|2350000.0|cuernavaca|chulavista|100.0|100.0|2.0|2.0,0848f2da4c9e9a8f3cfaa2fba0686029696fc356,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-3084897379,https://departamento.mercadolibre.com.mx/MLM-3084897379-departamento-en-pb-con-jardin-santa-fe-lifestyle-xochitepec-_JM,2350000.0,MXN,departamento,residential,96.0,96.0,5,2.0,2,,24479.17,,2M-3M,,,18.7442169,-99.2260915,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.8340204221518,926.8454146767824,0.31626235399820307,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,mercadolibre|2350000.0|xochitepec|atlacholoaya|96.0|96.0|5.0|2.0,dac345ab3f814b3180f82dfce52a2fbdf8905292,"missing_coordinates,same_land_and_construction_area"
mercadolibre,MLM-5347925596,https://terreno.mercadolibre.com.mx/MLM-5347925596-terreno-en-venta-en-lomas-de-ahuatlan-cuernavaca-morelos-_JM,2376582.0,MXN,terreno,land,449.0,,,,,,,5293.06,2M-3M,,,18.9560553,-99.2586472,medium,Morelos,Cuernavaca,Lomas De Ahuatlan,,,1537,approximate_coordinate,1676.0,598.0,18239.29130049499,6507.813960439144,0.717391304347826,0.8963210702341137,13.8,0.9688841201716738,129,452,44,172,27,72,4,19,1,12,1,1,6,11,B,mercadolibre|2376582.0|cuernavaca|lomas de ahuatlan|449.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5762621778,https://departamento.mercadolibre.com.mx/MLM-5762621778-departamento-en-venta-en-tetela-del-monte-cuernavaca-morelos-_JM,2390000.0,MXN,departamento,residential,282.0,120.0,2,3.0,3,,19916.67,,2M-3M,,,18.9632314,-99.2596098,medium,Morelos,Cuernavaca,Tetela Del Monte,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871947,233,520,133,304,31,61,8,14,1,12,1,1,2,8,B,mercadolibre|2390000.0|cuernavaca|tetela del monte|282.0|120.0|2.0|3.0,7573f28e48d1d0deb5061a5c609985b48e26cfd8,missing_coordinates
mercadolibre,MLM-4791708416,https://casa.mercadolibre.com.mx/MLM-4791708416-casa-en-cuautla-morelos-col-otilio-montano-_JM,2400000.0,MXN,casa,residential,176.0,135.0,3,2.0,2,,17777.78,,2M-3M,,,18.878787,-98.9278541,medium,Morelos,Cuautla,Otilio Montaño,,,0423,approximate_coordinate,3356.0,893.0,2745.0920655164637,730.4431509255668,0.49944008958566627,0.5912653975363942,10.43,0.9924065420560748,74,438,32,182,14,82,1,14,1,9,0,1,0,4,B,mercadolibre|2400000.0|cuautla|otilio montaño|176.0|135.0|3.0|2.0,0aeb72096b83ea16498a288c91260550389d0ab6,missing_coordinates
mercadolibre,MLM-4043753046,https://terreno.mercadolibre.com.mx/MLM-4043753046-venta-de-terreno-col-los-presidentes-temixco-morelosclave-5831-_JM,2400000.0,MXN,terreno,land,827.0,,,,,,,2902.06,2M-3M,,,18.8613795,-99.2273213,medium,Morelos,Temixco,Los Presidentes,,,0513,approximate_coordinate,1323.0,390.0,3826.758485718464,1128.069394882994,0.43846153846153846,0.6205128205128205,9.91,0.9390420899854862,113,707,58,335,13,94,1,32,1,16,0,1,1,5,B,mercadolibre|2400000.0|temixco|los presidentes|827.0|||,,"missing_construction_area,missing_coordinates"
mercadolibre,MLM-5970504932,https://casa.mercadolibre.com.mx/MLM-5970504932-casa-en-venta-fraccionamiento-lomas-de-cocoyoc-morelos-_JM,24000000.0,MXN,casa,residential,1500.0,578.0,6,7.0,7,,41522.49,,>20M,,,18.913685,-98.9455121,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838791,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,mercadolibre|24000000.0|atlatlahucan|lomas de cocoyoc|1500.0|578.0|6.0|7.0,f3ec83ad048d86de96e7a09a89273d814b53ab47,missing_coordinates
