source,source_id,url,price,currency,property_type,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,latitude,longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,quality_flags,experiment_frozen_at,duplicate_group_id
mercadolibre,MLM-2744754315,https://casa.mercadolibre.com.mx/MLM-2744754315-casa-en-cuautla-morelos-escelente-ubicacion-col-hermenegildo-galeana-_JM,1490000.0,MXN,casa,105.0,79.0,3.0,2.0,1.0,,18860.76,,,,medium,Morelos,Cuautla,Hermenegildo Galeana,,,0476,approximate_coordinate,2592.0,802.0,6350.453763750154,1964.9166352344228,0.4077306733167082,0.6458852867830424,11.07,0.9784122562674096,497,1496,178,557,78,259,40,95,12,43,2,18,13,25,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1490000.0|cuautla|hermenegildo galeana|105.0|79.0|3.0|2.0
mercadolibre,MLM-2874594771,https://casa.mercadolibre.com.mx/MLM-2874594771-oportunidad-casa-con-uso-comercial-en-vista-hermosa-cuernavaca-morelos-_JM,7470000.0,MXN,casa,302.0,359.0,4.0,4.0,4.0,,20807.8,,,,medium,Morelos,Cuernavaca,Vista Hermosa,,,0187,approximate_coordinate,630.0,227.0,1278.5954112765228,460.70025136471537,0.7929515418502202,0.9030837004405288,13.55,0.9970501474926252,426,1565,67,519,78,237,126,195,15,47,16,55,16,61,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7470000.0|cuernavaca|vista hermosa|302.0|359.0|4.0|4.0
mercadolibre,MLM-3233382991,https://casa.mercadolibre.com.mx/MLM-3233382991-casa-en-venta-en-lomas-de-cocoyoc-_JM,7950000.0,MXN,casa,471.0,305.0,4.0,4.0,4.0,,26065.57,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7950000.0|atlatlahucan|lomas de cocoyoc|471.0|305.0|4.0|4.0
mercadolibre,MLM-2470937067,https://casa.mercadolibre.com.mx/MLM-2470937067-casa-burgos-cuernavaca-_JM,10850000.0,MXN,casa,680.0,360.0,3.0,4.0,4.0,,30138.89,,,,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.3947368421052631,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|10850000.0|temixco|burgos|680.0|360.0|3.0|4.0
mercadolibre,MLM-5650200414,https://casa.mercadolibre.com.mx/MLM-5650200414-casa-en-altos-de-oaxtepec-morelos-municipio-de-yautepec-venta-exclusivo-fraccionamiento-acceso-controladoseguridad-las-24-horas-_JM,5100000.0,MXN,casa,300.0,255.0,3.0,3.0,3.0,,20000.0,,,,medium,Morelos,Yautepec,Altos De Oaxtepec,,,0610,approximate_coordinate,122.0,44.0,220.311520394528,79.4566139127806,0.7954545454545454,0.7045454545454546,11.64,0.9245283018867924,0,3,0,0,0,0,0,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5100000.0|yautepec|altos de oaxtepec|300.0|255.0|3.0|3.0
mercadolibre,MLM-4761858792,https://casa.mercadolibre.com.mx/MLM-4761858792-casa-en-venta-en-del-bosque-_JM,11500000.0,MXN,casa,500.0,468.0,4.0,3.0,3.0,,24572.65,,,,medium,Morelos,Cuernavaca,Del Bosque,,,1024,approximate_coordinate,2297.0,656.0,1826.149212248381,521.5297706725894,0.4390243902439024,0.6036585365853658,10.03,0.990210843373494,22,37,9,11,1,2,0,0,0,0,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|11500000.0|cuernavaca|del bosque|500.0|468.0|4.0|3.0
mercadolibre,MLM-2676697903,https://casa.mercadolibre.com.mx/MLM-2676697903-casa-en-fraccionamiento-con-casa-club-en-xochitepec-morelos-_JM,2650000.0,MXN,casa,200.0,159.0,4.0,3.0,3.0,,16666.67,,,,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.834020422152,926.8454146767824,0.316262353998203,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2650000.0|xochitepec|atlacholoaya|200.0|159.0|4.0|3.0
mercadolibre,MLM-2858219567,https://casa.mercadolibre.com.mx/MLM-2858219567-casa-en-venta-paraiso-country-club-_JM,8700000.0,MXN,casa,508.0,447.0,4.0,3.0,3.0,,19463.09,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.981012658227848,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|8700000.0|emiliano zapata|emiliano zapata|508.0|447.0|4.0|3.0
mercadolibre,MLM-3058415499,https://casa.mercadolibre.com.mx/MLM-3058415499-casa-en-burgos-cuernavaca-con-seguridad-247-alberca-y-excelentes-espacios-_JM,7600000.0,MXN,casa,533.0,560.0,4.0,5.0,5.0,,13571.43,,,,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.3947368421052631,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7600000.0|temixco|burgos|533.0|560.0|4.0|5.0
mercadolibre,MLM-3289901267,https://casa.mercadolibre.com.mx/MLM-3289901267-venta-de-casa-de-campo-en-venta-en-yautepec-terreno-de-1000-m-_JM,1800000.0,MXN,casa,1000.0,120.0,2.0,3.0,3.0,,15000.0,,,,medium,Morelos,Yautepec,San Carlos,,,0470,approximate_coordinate,1069.0,344.0,2523.948006277994,812.1965520670065,0.4651162790697674,0.5784883720930233,11.19,0.9732620320855616,297,1815,123,846,33,219,22,88,9,49,3,22,6,41,B,"missing_coordinates,suspicious_surface_pair",2026-08-18T15:09:03+00:00,mercadolibre|1800000.0|yautepec|san carlos|1000.0|120.0|2.0|3.0
mercadolibre,MLM-4761612978,https://casa.mercadolibre.com.mx/MLM-4761612978-casa-en-venta-en-lomas-de-cortes-_JM,8890000.0,MXN,casa,604.0,506.0,4.0,4.0,4.0,,17569.17,,,,medium,Morelos,Cuernavaca,Lomas De Cortes,,,0717,approximate_coordinate,4653.0,1465.0,6525.631889820488,2054.5993377577943,0.6621160409556314,0.8552901023890785,12.51,0.9622166246851386,266,1045,86,372,46,175,14,66,15,39,4,10,10,36,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|8890000.0|cuernavaca|lomas de cortes|604.0|506.0|4.0|4.0
mercadolibre,MLM-5357305184,https://casa.mercadolibre.com.mx/MLM-5357305184-casa-en-venta-en-lomas-de-cocoyoc-_JM,10500000.0,MXN,casa,450.0,380.0,4.0,4.0,4.0,,27631.58,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|10500000.0|atlatlahucan|lomas de cocoyoc|450.0|380.0|4.0|4.0
mercadolibre,MLM-4754250860,https://casa.mercadolibre.com.mx/MLM-4754250860-casa-en-acatlipa-en-temixco-morelos-_JM,1900000.0,MXN,casa,248.0,182.0,3.0,2.0,2.0,,10439.56,,,,medium,Morelos,Temixco,Acatlipa,,,002A,approximate_coordinate,1670.0,531.0,6626.735415400277,2107.0637757949385,0.4124293785310734,0.6177024482109228,10.78,0.9771739130434782,731,1153,368,560,111,148,30,44,15,23,2,3,10,17,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1900000.0|temixco|acatlipa|248.0|182.0|3.0|2.0
mercadolibre,MLM-4791975610,https://casa.mercadolibre.com.mx/MLM-4791975610-casa-en-cuautla-sitio-del-sol-_JM,2550000.0,MXN,casa,119.0,120.0,3.0,2.0,2.0,,21250.0,,,,medium,Morelos,Cuautla,Sitio Del Sol,,,0014,approximate_coordinate,2050.0,523.0,1887.006347057831,481.4167412249978,0.3862332695984704,0.3766730401529636,8.75,0.9742574257425742,160,265,83,128,40,48,1,2,1,4,3,3,2,2,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2550000.0|cuautla|sitio del sol|119.0|120.0|3.0|2.0
mercadolibre,MLM-3162430391,https://casa.mercadolibre.com.mx/MLM-3162430391-casa-nueva-en-venta-en-fracc-brisas-de-cuernavaca-temixco-morelos-_JM,8500000.0,MXN,casa,340.0,400.0,4.0,6.0,6.0,,21250.0,,,,medium,Morelos,Temixco,Brisas,,,0142,approximate_coordinate,1750.0,558.0,2464.4562809328013,785.8094884345732,0.53584229390681,0.7347670250896058,11.22,0.972193614830072,330,883,144,401,45,111,16,60,9,25,8,23,7,13,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|8500000.0|temixco|brisas|340.0|400.0|4.0|6.0
mercadolibre,MLM-4685371968,https://casa.mercadolibre.com.mx/MLM-4685371968-estrenacasa-nueva-en-venta-en-kloster-de-ahuatlan-cuernavaca-morelos-_JM,4200000.0,MXN,casa,200.0,220.0,4.0,4.0,4.0,,19090.91,,,,medium,Morelos,Cuernavaca,Lomas De Ahuatlan,,,1537,approximate_coordinate,1676.0,598.0,18239.29130049499,6507.813960439144,0.717391304347826,0.8963210702341137,13.8,0.9688841201716738,129,452,44,172,27,72,4,19,1,12,1,1,6,11,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4200000.0|cuernavaca|lomas de ahuatlan|200.0|220.0|4.0|4.0
mercadolibre,MLM-2988240457,https://casa.mercadolibre.com.mx/MLM-2988240457-casa-en-venta-en-lomas-de-cocoyoc-_JM,9400000.0,MXN,casa,498.0,238.0,3.0,3.0,3.0,,39495.8,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|9400000.0|atlatlahucan|lomas de cocoyoc|498.0|238.0|3.0|3.0
mercadolibre,MLM-3025930911,https://casa.mercadolibre.com.mx/MLM-3025930911-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-123-m2-de-construccion-_JM,2000000.0,MXN,casa,123.0,123.0,3.0,3.0,3.0,,16260.16,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0
mercadolibre,MLM-3032202161,https://casa.mercadolibre.com.mx/MLM-3032202161-casa-con-jardin-y-amenidades-en-el-centro-de-xochitepec-morelos-_JM,1700000.0,MXN,casa,62.0,91.0,3.0,2.0,2.0,,18681.32,,,,medium,Morelos,Xochitepec,Villas De Xochitepec,,,0011,approximate_coordinate,875.0,299.0,4575.064578031982,1563.364924378929,0.6387959866220736,0.7591973244147158,12.09,0.9817351598173516,25,119,12,46,2,23,2,4,1,1,0,0,0,3,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1700000.0|xochitepec|villas de xochitepec|62.0|91.0|3.0|2.0
mercadolibre,MLM-2797746491,https://casa.mercadolibre.com.mx/MLM-2797746491-casa-en-condominio-en-santa-maria-ahuacatitlan-cuernavaca-morelos-_JM,4590000.0,MXN,casa,394.0,196.0,3.0,2.0,2.0,,23418.37,,,,medium,Morelos,Cuernavaca,Santa María Ahuacatitlan,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871948,107,518,51,302,5,44,2,16,4,15,0,0,0,7,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4590000.0|cuernavaca|santa maría ahuacatitlan|394.0|196.0|3.0|2.0
mercadolibre,MLM-5641679050,https://casa.mercadolibre.com.mx/MLM-5641679050-casa-en-venta-en-lomas-de-cocoyoc-_JM,5650000.0,MXN,casa,525.0,215.0,3.0,2.0,2.0,,26279.07,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5650000.0|atlatlahucan|lomas de cocoyoc|525.0|215.0|3.0|2.0
mercadolibre,MLM-3025917043,https://casa.mercadolibre.com.mx/MLM-3025917043-hermosa-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-123-m2-de-construccion-_JM,2000000.0,MXN,casa,123.0,123.0,3.0,3.0,3.0,,16260.16,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0
mercadolibre,MLM-3854479360,https://casa.mercadolibre.com.mx/MLM-3854479360-casa-sola-en-venta-_JM,2300000.0,MXN,casa,122.0,175.0,3.0,3.0,3.0,,13142.86,,,,medium,Morelos,Cuautla,Cuautla Centro,,,0546,approximate_coordinate,2441.0,764.0,3992.2990288647775,1249.5356239462064,0.3141361256544502,0.6073298429319371,10.9,0.9866071428571428,1407,4406,678,2308,164,596,78,228,42,102,28,64,49,116,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2300000.0|cuautla|cuautla centro|122.0|175.0|3.0|3.0
mercadolibre,MLM-3233322599,https://casa.mercadolibre.com.mx/MLM-3233322599-oportunidad-casa-en-buen-estado-a-precio-de-terreno-en-vista-hermosa-cuernavaca-_JM,9885000.0,MXN,casa,998.0,392.0,2.0,3.0,3.0,,25216.84,,,,medium,Morelos,Cuernavaca,Vista Hermosa,,,0187,approximate_coordinate,630.0,227.0,1278.5954112765228,460.70025136471537,0.7929515418502202,0.9030837004405288,13.55,0.9970501474926252,426,1565,67,519,78,237,126,195,15,47,16,55,16,61,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|9885000.0|cuernavaca|vista hermosa|998.0|392.0|2.0|3.0
mercadolibre,MLM-3331641737,https://casa.mercadolibre.com.mx/MLM-3331641737-casa-en-venta-en-lomas-de-cocoyoc-_JM,9600000.0,MXN,casa,1007.0,330.0,4.0,3.0,3.0,,29090.91,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|9600000.0|atlatlahucan|lomas de cocoyoc|1007.0|330.0|4.0|3.0
mercadolibre,MLM-3025943315,https://casa.mercadolibre.com.mx/MLM-3025943315-hermosa-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-cerca-tepoztlan-yautepec-_JM,2000000.0,MXN,casa,123.0,123.0,3.0,3.0,3.0,,16260.16,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0
mercadolibre,MLM-2750437785,https://casa.mercadolibre.com.mx/MLM-2750437785-estrenecasa-estilo-minimalista-en-venta-en-burgos-bugambilias-temixco-morelos-_JM,7950000.0,MXN,casa,469.0,402.0,4.0,6.0,6.0,,19776.12,,,,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.3947368421052631,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7950000.0|temixco|burgos|469.0|402.0|4.0|6.0
mercadolibre,MLM-5991350540,https://casa.mercadolibre.com.mx/MLM-5991350540-venta-de-casa-en-condominio-en-oacalco-yautepec--_JM,990000.0,MXN,casa,54.0,54.0,2.0,2.0,1.0,,18333.33,,,,medium,Morelos,Yautepec,Oacalco,,,0998,approximate_coordinate,1525.0,464.0,2251.084906966465,684.9202602179932,0.375,0.480603448275862,10.06,0.988219895287958,183,199,76,82,36,37,6,6,7,7,0,0,2,3,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|990000.0|yautepec|oacalco|54.0|54.0|2.0|2.0
mercadolibre,MLM-4949213158,https://casa.mercadolibre.com.mx/MLM-4949213158-casa-en-venta-en-lomas-de-cocoyoc-_JM,7990000.0,MXN,casa,543.0,288.0,4.0,4.0,4.0,,27743.06,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7990000.0|atlatlahucan|lomas de cocoyoc|543.0|288.0|4.0|4.0
mercadolibre,MLM-5527930346,https://casa.mercadolibre.com.mx/MLM-5527930346-hermosa-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,1550000.0,MXN,casa,72.0,72.0,2.0,2.0,2.0,,21527.78,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0
mercadolibre,MLM-3146319321,https://casa.mercadolibre.com.mx/MLM-3146319321-casa-en-venta-en-colonia-tres-de-mayo-emiliano-zapata-morelos-_JM,10500000.0,MXN,casa,936.0,413.0,3.0,4.0,4.0,,25423.73,,,,medium,Morelos,Emiliano Zapata,Tres De Mayo,,,0061,approximate_coordinate,2394.0,714.0,4040.254507613094,1204.9881864810982,0.5336134453781513,0.6904761904761905,11.0,0.9715568862275448,624,861,361,454,72,96,22,29,9,14,2,3,5,8,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|10500000.0|emiliano zapata|tres de mayo|936.0|413.0|3.0|4.0
mercadolibre,MLM-3009407155,https://casa.mercadolibre.com.mx/MLM-3009407155-casa-en-venta-en-lomas-de-cocoyoc-_JM,6950000.0,MXN,casa,624.0,430.0,5.0,5.0,5.0,,16162.79,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|6950000.0|atlatlahucan|lomas de cocoyoc|624.0|430.0|5.0|5.0
mercadolibre,MLM-5527932640,https://casa.mercadolibre.com.mx/MLM-5527932640-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-_JM,1550000.0,MXN,casa,72.0,72.0,2.0,2.0,2.0,,21527.78,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0
mercadolibre,MLM-5641653648,https://casa.mercadolibre.com.mx/MLM-5641653648-gran-terreno-con-jardin-maduro-casa-y-alberca-en-real-de-tezoyuca-morleos-_JM,7000000.0,MXN,casa,2707.0,300.0,2.0,5.0,5.0,,23333.33,,,,medium,Morelos,Emiliano Zapata,Real De Tezoyuca,,,0381,approximate_coordinate,25.0,9.0,348.2701037248519,125.37723734094666,0.4444444444444444,0.8888888888888888,12.11,1.0,14,249,3,109,5,35,0,9,0,2,0,1,0,6,B,"missing_coordinates,suspicious_surface_pair",2026-08-18T15:09:03+00:00,mercadolibre|7000000.0|emiliano zapata|real de tezoyuca|2707.0|300.0|2.0|5.0
mercadolibre,MLM-3086291987,https://casa.mercadolibre.com.mx/MLM-3086291987-casa-en-venta-en-jose-ortiz-san-martin-_JM,2000000.0,MXN,casa,300.0,140.0,2.0,3.0,3.0,,14285.71,,,,medium,Morelos,Yautepec,José Ortiz,,,0502,approximate_coordinate,4591.0,1380.0,4856.398831602696,1459.775732435574,0.4608695652173913,0.586231884057971,10.47,0.9813084112149532,317,795,124,303,52,108,15,34,9,21,2,6,3,14,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|yautepec|josé ortiz|300.0|140.0|2.0|3.0
mercadolibre,MLM-2857681923,https://casa.mercadolibre.com.mx/MLM-2857681923-casa-en-venta-en-lomas-de-cocoyoc-_JM,5300000.0,MXN,casa,350.0,145.0,3.0,2.0,2.0,,36551.72,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5300000.0|atlatlahucan|lomas de cocoyoc|350.0|145.0|3.0|2.0
mercadolibre,MLM-5527944222,https://casa.mercadolibre.com.mx/MLM-5527944222-hermosa-casa-de-2-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-72-m2-de-construcion-_JM,1550000.0,MXN,casa,72.0,72.0,2.0,2.0,2.0,,21527.78,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1550000.0|ayala|tlayecac|72.0|72.0|2.0|2.0
mercadolibre,MLM-5754474470,https://casa.mercadolibre.com.mx/MLM-5754474470-casa-en-condominio-con-alberca-en-emiliano-zapata-morelos-_JM,1290000.0,MXN,casa,98.0,59.0,3.0,2.0,2.0,,21864.41,,,,medium,Morelos,Emiliano Zapata,Modesto Rangel,,,0269,approximate_coordinate,3079.0,985.0,2243.575931821806,717.7402704918737,0.8395939086294416,0.8913705583756345,13.39,0.9699754901960784,62,319,23,144,10,36,1,4,0,5,0,1,0,1,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1290000.0|emiliano zapata|modesto rangel|98.0|59.0|3.0|2.0
mercadolibre,MLM-3233369615,https://casa.mercadolibre.com.mx/MLM-3233369615-casa-de-un-nivel-con-amplio-terreno-y-alberca-en-cuernavaca-morelos-_JM,9300000.0,MXN,casa,1353.0,415.0,3.0,4.0,4.0,,22409.64,,,,medium,Morelos,Jiutepec,Pedregal De Las Fuentes,,,0230,approximate_coordinate,1506.0,513.0,2126.9645529782256,724.5237819905907,0.7875243664717348,0.9083820662768032,13.56,0.9685610640870616,34,514,10,223,5,70,0,22,4,17,0,1,0,7,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|9300000.0|jiutepec|pedregal de las fuentes|1353.0|415.0|3.0|4.0
mercadolibre,MLM-2988204495,https://casa.mercadolibre.com.mx/MLM-2988204495-casa-en-venta-en-lomas-de-cocoyoc-_JM,4900000.0,MXN,casa,385.0,165.0,3.0,2.0,2.0,,29696.97,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|4900000.0|atlatlahucan|lomas de cocoyoc|385.0|165.0|3.0|2.0
mercadolibre,MLM-3025916021,https://casa.mercadolibre.com.mx/MLM-3025916021-hermosa-casa-de-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuautla-123m2-de-construccion-_JM,2000000.0,MXN,casa,123.0,123.0,3.0,3.0,3.0,,16260.16,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|ayala|tlayecac|123.0|123.0|3.0|3.0
mercadolibre,MLM-5951002300,https://casa.mercadolibre.com.mx/MLM-5951002300-estrenacasa-nueva-en-el-fracc-burgos-de-cuernavaca-a-10-minutos-al-sur-de-cuernavaca-_JM,5980000.0,MXN,casa,430.0,330.0,4.0,4.0,4.0,,18121.21,,,,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.3947368421052631,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5980000.0|temixco|burgos|430.0|330.0|4.0|4.0
mercadolibre,MLM-2988239261,https://casa.mercadolibre.com.mx/MLM-2988239261-casa-en-venta-pedregal-de-oaxtepec-_JM,5950000.0,MXN,casa,715.0,483.0,4.0,4.0,4.0,,12318.84,,,,medium,Morelos,Yautepec,Pedregal De Oaxtepec,,,0432,approximate_coordinate,630.0,187.0,653.8871844015503,194.09032298903156,0.4117647058823529,0.3689839572192513,9.09,0.9777777777777776,44,713,12,284,8,176,3,33,0,7,0,3,0,18,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5950000.0|yautepec|pedregal de oaxtepec|715.0|483.0|4.0|4.0
