source,source_id,url,price,currency,property_type,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,age_years,price_per_construction_m2,price_per_land_m2,latitude,longitude,coordinate_quality,state,municipality,neighborhood,postal_code,street,inegi_cve_ageb,ageb_assignment_quality,population,occupied_housing,population_density,housing_density,car_ownership_ratio,internet_access_ratio,average_schooling,employment_ratio,establishments_500m,establishments_1km,retail_500m,retail_1km,restaurants_hotels_500m,restaurants_hotels_1km,health_500m,health_1km,education_500m,education_1km,financial_500m,financial_1km,professional_services_500m,professional_services_1km,training_readiness,quality_flags,experiment_frozen_at,duplicate_group_id
mercadolibre,MLM-5824022714,https://departamento.mercadolibre.com.mx/MLM-5824022714-se-vende-departamento-en-condominio-ceiba-emiliano-zapata-morelos-_JM,1100000.0,MXN,departamento,74.0,74.0,4.0,2.0,2.0,,14864.86,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.981012658227848,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1100000.0|emiliano zapata|emiliano zapata|74.0|74.0|4.0|2.0
mercadolibre,MLM-3006163883,https://departamento.mercadolibre.com.mx/MLM-3006163883-departamento-en-oacalco-con-roofgarden-_JM,2250000.0,MXN,departamento,153.0,153.0,5.0,3.0,3.0,,14705.88,,,,medium,Morelos,Yautepec,Oacalco,,,0998,approximate_coordinate,1525.0,464.0,2251.084906966465,684.9202602179932,0.375,0.480603448275862,10.06,0.988219895287958,183,199,76,82,36,37,6,6,7,7,0,0,2,3,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2250000.0|yautepec|oacalco|153.0|153.0|5.0|3.0
mercadolibre,MLM-2853171345,https://departamento.mercadolibre.com.mx/MLM-2853171345-departamento-jiutepec-_JM,1188000.0,MXN,departamento,60.0,60.0,2.0,2.0,1.0,,19800.0,,,,medium,Morelos,Jiutepec,Vista Hermosa,,,0692,approximate_coordinate,4084.0,1127.0,4417.972614073187,1219.161394725877,0.318544809228039,0.5048802129547472,8.73,0.9756769160165212,117,421,74,203,8,35,2,13,0,14,0,1,0,4,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1188000.0|jiutepec|vista hermosa|60.0|60.0|2.0|2.0
mercadolibre,MLM-2748679689,https://departamento.mercadolibre.com.mx/MLM-2748679689-departamento-en-venta-en-cuernavaca-seguridad-24hrs-_JM,2800000.0,MXN,departamento,2000.0,90.0,2.0,2.0,2.0,,31111.11,,,,medium,Morelos,Cuernavaca,Tlaltenango,,,012A,approximate_coordinate,4133.0,1476.0,2395.155084562358,855.371135933714,0.7018970189701897,0.8638211382113821,13.53,0.9696021457308897,170,592,44,169,21,79,15,31,19,42,2,10,5,27,B,"missing_coordinates,suspicious_surface_pair",2026-08-18T15:09:03+00:00,mercadolibre|2800000.0|cuernavaca|tlaltenango|2000.0|90.0|2.0|2.0
mercadolibre,MLM-2904775199,https://departamento.mercadolibre.com.mx/MLM-2904775199-departamento-en-venta-149-m2-3-recamaras-3-banos-completos-_JM,3750000.0,MXN,departamento,149.0,149.0,3.0,3.0,3.0,,25167.79,,,,medium,Morelos,Temixco,Burgos,,,0918,approximate_coordinate,471.0,152.0,5847.590513522652,1887.1205054255693,0.3947368421052631,0.6578947368421053,11.27,1.0,33,199,14,105,1,20,1,4,4,8,0,0,1,3,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|3750000.0|temixco|burgos|149.0|149.0|3.0|3.0
mercadolibre,MLM-3009382263,https://departamento.mercadolibre.com.mx/MLM-3009382263-departamento-con-roff-en-oacalco-_JM,2250000.0,MXN,departamento,153.0,153.0,5.0,3.0,3.0,,14705.88,,,,medium,Morelos,Yautepec,Oacalco,,,0998,approximate_coordinate,1525.0,464.0,2251.084906966465,684.9202602179932,0.375,0.480603448275862,10.06,0.988219895287958,183,199,76,82,36,37,6,6,7,7,0,0,2,3,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2250000.0|yautepec|oacalco|153.0|153.0|5.0|3.0
mercadolibre,MLM-3081127767,https://departamento.mercadolibre.com.mx/MLM-3081127767-departamento-en-venta-en-condominio-tamazula-vista-hermosa-cuernavaca-_JM,2300000.0,MXN,departamento,44.0,44.0,2.0,1.0,1.0,,52272.73,,,,medium,Morelos,Cuernavaca,Vista Hermosa,,,0187,approximate_coordinate,630.0,227.0,1278.5954112765228,460.70025136471537,0.7929515418502202,0.9030837004405288,13.55,0.9970501474926252,426,1565,67,519,78,237,126,195,15,47,16,55,16,61,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2300000.0|cuernavaca|vista hermosa|44.0|44.0|2.0|1.0
mercadolibre,MLM-5439143118,https://departamento.mercadolibre.com.mx/MLM-5439143118-oprtunidad-de-inversin-departamento-en-venta-en-lomas-de-c-_JM,7500000.0,MXN,departamento,1109.0,302.0,3.0,2.0,2.0,,24834.44,,,,medium,Morelos,Atlatlahucan,Lomas De Cocoyoc,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,46,49,16,16,15,15,1,1,0,1,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|7500000.0|atlatlahucan|lomas de cocoyoc|1109.0|302.0|3.0|2.0
mercadolibre,MLM-5330777556,https://departamento.mercadolibre.com.mx/MLM-5330777556-departamento-en-venta-en-morelos-emiliano-zapata-_JM,1250000.0,MXN,departamento,50.0,50.0,3.0,2.0,1.0,,25000.0,,,,medium,Morelos,Emiliano Zapata,Modesto Rangel,,,0269,approximate_coordinate,3079.0,985.0,2243.575931821806,717.7402704918737,0.8395939086294416,0.8913705583756345,13.39,0.9699754901960784,62,319,23,144,10,36,1,4,0,5,0,1,0,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1250000.0|emiliano zapata|modesto rangel|50.0|50.0|3.0|2.0
mercadolibre,MLM-5811579362,https://departamento.mercadolibre.com.mx/MLM-5811579362-departamento-en-altos-de-oaxtepec-preventa-_JM,1799000.0,MXN,departamento,94.0,94.0,4.0,2.0,2.0,,19138.3,,,,medium,Morelos,Yautepec,Altos De Oaxtepec,,,0610,approximate_coordinate,122.0,44.0,220.311520394528,79.4566139127806,0.7954545454545454,0.7045454545454546,11.64,0.9245283018867924,0,3,0,0,0,0,0,1,0,1,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1799000.0|yautepec|altos de oaxtepec|94.0|94.0|4.0|2.0
mercadolibre,MLM-5369657832,https://departamento.mercadolibre.com.mx/MLM-5369657832-departamento-en-venta-en-morelos-cascadas-de-cocoyoc-oaxtepec-_JM,2650000.0,MXN,departamento,104.0,104.0,5.0,2.0,2.0,,25480.77,,,,medium,Morelos,Yautepec,Real de Oaxtepec,,,0409,approximate_coordinate,288.0,100.0,353.56376816215766,122.76519727852695,0.83,0.79,11.66,0.9645390070921984,2,44,1,12,0,11,0,2,0,0,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2650000.0|yautepec|real de oaxtepec|104.0|104.0|5.0|2.0
mercadolibre,MLM-5573424364,https://departamento.mercadolibre.com.mx/MLM-5573424364-pre-venta-de-departamentos-centro-de-jiutepec-morelosclave-4287-_JM,1417500.0,MXN,departamento,72.0,72.0,0.0,2.0,1.0,,19687.5,,,,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.777641245273,0.5710227272727273,0.8181818181818182,12.54,0.974721189591078,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1417500.0|jiutepec|centro jiutepec|72.0|72.0|0.0|2.0
mercadolibre,MLM-5633123440,https://departamento.mercadolibre.com.mx/MLM-5633123440-loft-en-venta-condominio-altea-jardines-de-reforma-ii-cuernavaca-_JM,2800000.0,MXN,departamento,50.0,50.0,2.0,1.0,1.0,,56000.0,,,,medium,Morelos,Cuernavaca,Jardines De Reforma,,,0721,approximate_coordinate,2498.0,796.0,1688.719393048735,538.1187497465145,0.8165829145728644,0.8932160804020101,13.3,0.9615082482325216,161,921,25,248,37,177,25,95,8,37,4,20,14,44,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2800000.0|cuernavaca|jardines de reforma|50.0|50.0|2.0|1.0
mercadolibre,MLM-2945637589,https://departamento.mercadolibre.com.mx/MLM-2945637589-departamento-en-venta-en-fraccionamiento-la-loma-_JM,1400000.0,MXN,departamento,45.0,45.0,2.0,2.0,1.0,,31111.11,,,,medium,Morelos,Atlatlahucan,San Juan Texcalpan,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1400000.0|atlatlahucan|san juan texcalpan|45.0|45.0|2.0|2.0
mercadolibre,MLM-4476112180,https://departamento.mercadolibre.com.mx/MLM-4476112180-paraiso-country-club-departamento-con-amplios-espacios-4-recamaras-alberca-jacuzzi-pool-bar-_JM,6200000.0,MXN,departamento,187.66,187.66,4.0,4.0,4.0,,33038.47,,,,medium,Morelos,Emiliano Zapata,Emiliano Zapata,,,0038,approximate_coordinate,4664.0,1272.0,11925.068484559137,3252.2914048797647,0.2940251572327044,0.5345911949685535,9.3,0.981012658227848,788,1784,414,892,76,207,33,62,17,30,6,12,13,23,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|6200000.0|emiliano zapata|emiliano zapata|187.66|187.66|4.0|4.0
mercadolibre,MLM-2582345675,https://departamento.mercadolibre.com.mx/MLM-2582345675-departamento-en-venta-yautepec-morelos-_JM,1214700.0,MXN,departamento,89.0,89.0,2.0,2.0,2.0,,13648.31,,,,medium,Morelos,Yautepec,Felipe Neri,,,0502,approximate_coordinate,4591.0,1380.0,4856.398831602696,1459.775732435574,0.4608695652173913,0.586231884057971,10.47,0.9813084112149532,236,659,88,249,42,89,11,26,7,14,1,6,2,11,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1214700.0|yautepec|felipe neri|89.0|89.0|2.0|2.0
mercadolibre,MLM-5445128238,https://departamento.mercadolibre.com.mx/MLM-5445128238-departamento-en-venta-en-jiutepec-morelos-centro-_JM,2300000.0,MXN,departamento,78.0,78.0,5.0,2.0,2.0,,29487.18,,,,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.777641245273,0.5710227272727273,0.8181818181818182,12.54,0.974721189591078,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2300000.0|jiutepec|centro jiutepec|78.0|78.0|5.0|2.0
mercadolibre,MLM-2784891811,https://departamento.mercadolibre.com.mx/MLM-2784891811-departamento-en-venta-san-anton-cuernavaca-puente-2000-_JM,2000000.0,MXN,departamento,70.0,70.0,4.0,2.0,2.0,,28571.43,,,,medium,Morelos,Cuernavaca,San Antón,,,0986,approximate_coordinate,3987.0,1161.0,7790.625045113483,2268.6018754393663,0.4453057708871662,0.7002583979328165,11.3,0.973871733966746,297,1880,137,770,34,262,4,99,8,49,0,46,8,95,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2000000.0|cuernavaca|san antón|70.0|70.0|4.0|2.0
mercadolibre,MLM-5553735570,https://departamento.mercadolibre.com.mx/MLM-5553735570-loft-de-lujo-en-venta-en-oaxtepec-morelos-amenidades-premium-_JM,1800000.0,MXN,departamento,42.0,42.0,1.0,1.0,1.0,,42857.14,,,,medium,Morelos,Yautepec,Oaxtepec Centro,,,0273,approximate_coordinate,45.0,12.0,30.91523293927924,8.244062117141132,0.5833333333333334,0.6666666666666666,11.36,1.0,49,557,13,222,28,184,0,20,4,9,0,2,0,11,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1800000.0|yautepec|oaxtepec centro|42.0|42.0|1.0|1.0
mercadolibre,MLM-5445165554,https://departamento.mercadolibre.com.mx/MLM-5445165554-departamento-en-venta-en-residencial-magnolia-jiutepec-morelos-_JM,1585000.0,MXN,departamento,65.0,65.0,3.0,2.0,1.0,,24384.62,,,,medium,Morelos,Jiutepec,Centro Jiutepec,,,1084,approximate_coordinate,2129.0,704.0,6005.284940640889,1985.777641245273,0.5710227272727273,0.8181818181818182,12.54,0.974721189591078,545,1899,218,865,75,232,27,74,32,49,12,16,9,29,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1585000.0|jiutepec|centro jiutepec|65.0|65.0|3.0|2.0
mercadolibre,MLM-2798041817,https://departamento.mercadolibre.com.mx/MLM-2798041817-departamento-en-venta-en-condominio-horizontal-la-loma-_JM,1275000.0,MXN,departamento,62.0,62.0,0.0,2.0,1.0,,20564.52,,,,medium,Morelos,Atlatlahucan,San Juan Texcalpan,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1275000.0|atlatlahucan|san juan texcalpan|62.0|62.0|0.0|2.0
mercadolibre,MLM-3084897379,https://departamento.mercadolibre.com.mx/MLM-3084897379-departamento-en-pb-con-jardin-santa-fe-lifestyle-xochitepec-_JM,2350000.0,MXN,departamento,96.0,96.0,5.0,2.0,2.0,,24479.17,,,,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.834020422152,926.8454146767824,0.316262353998203,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|2350000.0|xochitepec|atlacholoaya|96.0|96.0|5.0|2.0
mercadolibre,MLM-4514372026,https://departamento.mercadolibre.com.mx/MLM-4514372026-departamento-en-cuernavaca-morelos-modelo-cascadas-con-alberca-y-lago-artificial-_JM,4080000.0,MXN,departamento,128.77,128.77,3.0,2.0,2.0,,31684.4,,,,medium,Morelos,Yautepec,Real de Oaxtepec,,,0409,approximate_coordinate,288.0,100.0,353.56376816215766,122.76519727852695,0.83,0.79,11.66,0.9645390070921984,2,44,1,12,0,11,0,2,0,0,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|4080000.0|yautepec|real de oaxtepec|128.77|128.77|3.0|2.0
mercadolibre,MLM-5641715946,https://departamento.mercadolibre.com.mx/MLM-5641715946-departamento-en-venta-en-atlatlahucan-_JM,1200000.0,MXN,departamento,85.0,85.0,3.0,2.0,1.0,,14117.65,,,,medium,Morelos,Atlatlahucan,San Juan Texcalpan,,,0138,approximate_coordinate,973.0,397.0,335.65998876705885,136.9547950056756,0.924433249370277,0.9420654911838792,14.18,0.972568578553616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1200000.0|atlatlahucan|san juan texcalpan|85.0|85.0|3.0|2.0
mercadolibre,MLM-3290425437,https://departamento.mercadolibre.com.mx/MLM-3290425437-depa-nuevo-3-recamaras-2-banos-2-estacionamientos-con-exclusivo-lago-artificial-casa-club-multicanchas-deportivas-_JM,2700000.0,MXN,casa,,100.0,3.0,2.0,2.0,,27000.0,,,,medium,Morelos,Yautepec,Pedregal De Oaxtepec,,,0432,approximate_coordinate,630.0,187.0,653.8871844015503,194.09032298903156,0.4117647058823529,0.3689839572192513,9.09,0.9777777777777776,44,713,12,284,8,176,3,33,0,7,0,3,0,18,C,"missing_coordinates,missing_land_area",2026-08-18T15:09:03+00:00,mercadolibre|2700000.0|yautepec|pedregal de oaxtepec||100.0|3.0|2.0
mercadolibre,MLM-4904087280,https://departamento.mercadolibre.com.mx/MLM-4904087280-departamento-en-jose-g-parres-jiutepec-_JM,3000000.0,MXN,departamento,160.0,160.0,3.0,3.0,3.0,,18750.0,,,,medium,Morelos,Jiutepec,José G Parres,,,0175,approximate_coordinate,558.0,162.0,3300.7406107033376,958.2795321396786,0.4938271604938271,0.6975308641975309,10.94,0.959752321981424,96,232,43,113,10,22,5,7,2,3,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|3000000.0|jiutepec|josé g parres|160.0|160.0|3.0|3.0
mercadolibre,MLM-5705627478,https://departamento.mercadolibre.com.mx/MLM-5705627478-departamento-en-sitio-del-sol-cuautla-morelos-venta-_JM,1880000.0,MXN,departamento,70.0,80.0,3.0,2.0,2.0,,23500.0,,,,medium,Morelos,Cuautla,Sitio Del Sol,,,0014,approximate_coordinate,2050.0,523.0,1887.006347057831,481.4167412249978,0.3862332695984704,0.3766730401529636,8.75,0.9742574257425742,160,265,83,128,40,48,1,2,1,4,3,3,2,2,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1880000.0|cuautla|sitio del sol|70.0|80.0|3.0|2.0
mercadolibre,MLM-5762621778,https://departamento.mercadolibre.com.mx/MLM-5762621778-departamento-en-venta-en-tetela-del-monte-cuernavaca-morelos-_JM,2390000.0,MXN,departamento,282.0,120.0,2.0,3.0,3.0,,19916.67,,,,medium,Morelos,Cuernavaca,Tetela Del Monte,,,051A,approximate_coordinate,6076.0,1649.0,2685.5540217268144,728.8476928616716,0.4329896907216495,0.6300788356579745,10.09,0.9791542584871948,233,520,133,304,31,61,8,14,1,12,1,1,2,8,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|2390000.0|cuernavaca|tetela del monte|282.0|120.0|2.0|3.0
mercadolibre,MLM-5527936258,https://departamento.mercadolibre.com.mx/MLM-5527936258-departamento-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuernavaca-santa-fe-_JM,1900000.0,MXN,departamento,88.0,88.0,3.0,2.0,2.0,,21590.91,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1900000.0|ayala|tlayecac|88.0|88.0|3.0|2.0
mercadolibre,MLM-5950095526,https://departamento.mercadolibre.com.mx/MLM-5950095526-departamento-nuevo-3-recamaras-2-banos-2-estacionamientos-cascadas-cocoyoc-morelos-con-vista-al-lago-artificial-y-casa-club-_JM,4120000.0,MXN,casa,,128.77,3.0,2.0,2.0,,31995.03,,,,medium,Morelos,Yautepec,Pedregal De Oaxtepec,,,0432,approximate_coordinate,630.0,187.0,653.8871844015503,194.09032298903156,0.4117647058823529,0.3689839572192513,9.09,0.9777777777777776,44,713,12,284,8,176,3,33,0,7,0,3,0,18,C,"missing_coordinates,missing_land_area",2026-08-18T15:09:03+00:00,mercadolibre|4120000.0|yautepec|pedregal de oaxtepec||128.77|3.0|2.0
mercadolibre,MLM-3129632463,https://departamento.mercadolibre.com.mx/MLM-3129632463-departamento-en-sitio-del-sol-cuautla-morelos-venta-_JM,1750000.0,MXN,departamento,70.0,88.0,3.0,2.0,2.0,,19886.36,,,,medium,Morelos,Cuautla,Sitio Del Sol,,,0014,approximate_coordinate,2050.0,523.0,1887.006347057831,481.4167412249978,0.3862332695984704,0.3766730401529636,8.75,0.9742574257425742,160,265,83,128,40,48,1,2,1,4,3,3,2,2,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1750000.0|cuautla|sitio del sol|70.0|88.0|3.0|2.0
mercadolibre,MLM-5527948052,https://departamento.mercadolibre.com.mx/MLM-5527948052-departamento-3-recamaras-con-piscina-y-sports-club-al-sur-de-cuernavaca-santa-fe-_JM,1900000.0,MXN,departamento,88.0,88.0,3.0,2.0,2.0,,21590.91,,,,medium,Morelos,Ayala,Tlayecac,,,0043,approximate_coordinate,1614.0,459.0,4698.920401625593,1336.3100770422222,0.4684095860566449,0.457516339869281,9.3,0.9942196531791908,104,160,48,70,14,25,2,3,4,6,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1900000.0|ayala|tlayecac|88.0|88.0|3.0|2.0
mercadolibre,MLM-5048224770,https://departamento.mercadolibre.com.mx/MLM-5048224770-depa-con-amplia-terraza-y-frente-a-alberca-en-xochitepec-morelos-_JM,1290000.0,MXN,departamento,52.0,52.0,3.0,2.0,1.0,,24807.69,,,,medium,Morelos,Xochitepec,Atlacholoaya,,,0473,approximate_coordinate,4533.0,1113.0,3774.834020422152,926.8454146767824,0.316262353998203,0.2407906558849955,7.74,0.9912971404890178,202,236,100,115,22,24,4,6,4,7,0,0,1,1,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1290000.0|xochitepec|atlacholoaya|52.0|52.0|3.0|2.0
mercadolibre,MLM-5557575130,https://departamento.mercadolibre.com.mx/MLM-5557575130-departamento-equipado-2-recamaras-en-primer-nivel-sin-alberca-_JM,660000.0,MXN,departamento,45.0,42.0,2.0,2.0,1.0,,15714.29,,,,medium,Morelos,Temixco,Temixco,,,0176,approximate_coordinate,1139.0,368.0,1140.065376309023,368.34421289000915,0.6331521739130435,0.7717391304347826,12.16,0.9785932721712538,475,981,211,458,61,117,28,54,18,25,21,26,5,17,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|660000.0|temixco|temixco|45.0|42.0|2.0|2.0
mercadolibre,MLM-5585344486,https://departamento.mercadolibre.com.mx/MLM-5585344486-departamento-2-recamaras-con-piscina-y-street-gym-en-yautepec-y-pet-park-_JM,1262500.0,MXN,departamento,69.0,75.0,2.0,2.0,1.0,,16833.33,,,,medium,Morelos,Yautepec,Felipe Neri,,,0502,approximate_coordinate,4591.0,1380.0,4856.398831602696,1459.775732435574,0.4608695652173913,0.586231884057971,10.47,0.9813084112149532,236,659,88,249,42,89,11,26,7,14,1,6,2,11,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1262500.0|yautepec|felipe neri|69.0|75.0|2.0|2.0
mercadolibre,MLM-4818521004,https://departamento.mercadolibre.com.mx/MLM-4818521004-departamento-en-venta-en-tejalpa-jiutepec-morelos-_JM,1100000.0,MXN,departamento,75.0,75.0,3.0,3.0,1.0,,14666.67,,,,medium,Morelos,Jiutepec,Tejalpa,,,0423,approximate_coordinate,5818.0,1700.0,8892.77307062687,2598.438332771688,0.36,0.6058823529411764,10.05,0.9718759987216364,944,2148,481,988,122,295,40,93,20,55,3,20,14,34,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|1100000.0|jiutepec|tejalpa|75.0|75.0|3.0|3.0
mercadolibre,MLM-3233322585,https://departamento.mercadolibre.com.mx/MLM-3233322585-penthouse-de-lujo-en-residencial-averanda-cuernavaca-morelos-_JM,11800000.0,MXN,departamento,217.0,217.0,9.0,5.0,5.0,,54377.88,,,,medium,Morelos,Cuernavaca,Villas Del Lago,,,0609,approximate_coordinate,1340.0,411.0,1591.5286222621496,488.14795802219663,0.6447688564476886,0.7883211678832117,12.03,0.9624819624819624,379,1303,179,575,66,226,11,46,8,33,8,14,4,22,B,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|11800000.0|cuernavaca|villas del lago|217.0|217.0|9.0|5.0
mercadolibre,MLM-3200914775,https://casa.mercadolibre.com.mx/MLM-3200914775-enorme-e-inigualable-casa-en-venta-lista-para-habitar-localizada-en-real-de-oaxtepec-mor-_JM,10900000.0,MXN,casa,1800.0,700.0,6.0,9.0,9.0,,15571.43,,,,medium,Morelos,Yautepec,Real de Oaxtepec,,,0409,approximate_coordinate,288.0,100.0,353.56376816215766,122.76519727852695,0.83,0.79,11.66,0.9645390070921984,2,44,1,12,0,11,0,2,0,0,0,0,0,0,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|10900000.0|yautepec|real de oaxtepec|1800.0|700.0|6.0|9.0
mercadolibre,MLM-5064730880,https://casa.mercadolibre.com.mx/MLM-5064730880-casa-en-venta-en-fracc-residencial-sumiya-estricta-vigilancia-24-horas-_JM,46500000.0,MXN,casa,4312.0,1681.0,8.0,9.0,9.0,,27662.11,,,,medium,Morelos,Jiutepec,Sumiya,,,0122,approximate_coordinate,1858.0,564.0,1540.789692968381,467.7101113208648,0.74822695035461,0.8156028368794326,12.28,0.9752380952380952,13,200,5,81,2,21,0,6,0,7,0,0,0,1,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|46500000.0|jiutepec|sumiya|4312.0|1681.0|8.0|9.0
mercadolibre,MLM-4791954054,https://casa.mercadolibre.com.mx/MLM-4791954054-casa-cuautla-morelos-_JM,1850000.0,MXN,casa,160.0,130.0,3.0,2.0,2.0,,14230.77,,,,medium,Morelos,Cuautla,Otilio Montaño,,,0423,approximate_coordinate,3356.0,893.0,2745.0920655164637,730.4431509255668,0.4994400895856662,0.5912653975363942,10.43,0.9924065420560748,74,438,32,182,14,82,1,14,1,9,0,1,0,4,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|1850000.0|cuautla|otilio montaño|160.0|130.0|3.0|2.0
mercadolibre,MLM-3279323777,https://casa.mercadolibre.com.mx/MLM-3279323777-casa-con-jardin-y-jacuzzi-privado-en-condominio-con-seguridad-en-xochitepec-_JM,5750000.0,MXN,casa,208.0,268.0,2.0,3.0,3.0,,21455.22,,,,medium,Morelos,Xochitepec,Centro,,,0045,approximate_coordinate,2836.0,909.0,3021.7912815897585,968.5501674771124,0.4906490649064906,0.6798679867986799,11.16,0.9658634538152612,393,612,132,212,94,136,20,27,6,14,12,12,9,12,B,missing_coordinates,2026-08-18T15:09:03+00:00,mercadolibre|5750000.0|xochitepec|centro|208.0|268.0|2.0|3.0
mercadolibre,MLM-3227069457,https://casa.mercadolibre.com.mx/MLM-3227069457-venta-de-terreno-lomas-de-cocoyoc-residencial-la-hondonada-yautepec-morelos-disfruta-de-una-calidad-de-vida-inigualable-hain-_JM,4000000.0,MXN,casa,517.57,517.57,,,2.0,,7728.42,,,,medium,Morelos,Yautepec,Lomas De Cocoyoc,,,0413,approximate_coordinate,169.0,52.0,291.74148178346906,89.76660977952893,0.5961538461538461,0.6923076923076923,10.85,1.0,318,718,115,283,67,196,20,31,3,7,2,3,10,17,C,"missing_coordinates,same_land_and_construction_area",2026-08-18T15:09:03+00:00,mercadolibre|4000000.0|yautepec|lomas de cocoyoc|517.57|517.57||
