source_id,property_type,price,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,latitude,longitude,municipality,neighborhood,inegi_cve_ageb
MLM-5941760910,departamento,2800000.0,62.0,62.0,2,2.0,2.0,19.2978307,-99.1609081,Tlalpan,Pueblo Quieto,0182
MLM-5146855124,casa,18500000.0,485.0,674.0,4,5.0,5.0,19.3104834,-99.2238699,Tlalpan,Rincón Del Pedregal,0017
MLM-5217634526,casa,6636000.0,590.0,340.0,3,3.0,3.0,19.2514512,-99.1705556,Tlalpan,San Andrés Totoltepec,2013
MLM-3288984703,casa,4800000.0,150.0,147.0,3,2.0,2.0,19.286387,-99.1323271,Tlalpan,San Bartolo El Chico,0708
MLM-3227980215,casa,8290000.0,347.0,382.0,6,5.0,5.0,19.2979935,-99.1491808,Tlalpan,San Lorenzo Huipulco,0445
MLM-4706216442,casa,3300000.0,740.0,288.0,5,2.0,2.0,19.1921787,-99.1433751,Tlalpan,San Miguel Topilejo,1797
MLM-3183276601,casa,3883000.0,1000.0,300.0,3,3.0,3.0,19.2181301,-99.2036787,Tlalpan,Santo Tomás Ajusco,1528
MLM-5634577726,departamento,2150000.0,55.48,55.48,0,2.0,1.0,19.2729935,-99.1858595,Tlalpan,Santísima Trinidad,223A
MLM-5920186566,casa,6850000.0,132.0,192.0,4,3.0,3.0,19.275231,-99.1719343,Tlalpan,Tlalcoligia,1119
MLM-5497802804,casa,21499000.0,1842.0,472.0,3,3.0,3.0,19.2504365,-99.1864881,Tlalpan,Tlalpuente,1585
MLM-5046997072,casa,6500000.0,250.0,267.0,4,4.0,1.0,19.2970056,-99.1394916,Tlalpan,Villa Lázaro Cárdenas,045A
MLM-2967810673,departamento,4450000.0,103.0,103.0,0,3.0,3.0,19.2990965,-99.1855231,Tlalpan,Villa Olímpica,0106
MLM-5364272878,departamento,2123000.0,100.0,100.0,2,2.0,1.0,19.2718167,-99.2348514,Tlalpan,Vistas Del Pedregal,2047
MLM-3361747147,departamento,2280000.0,75.0,75.0,1,2.0,2.0,19.4163725,-99.0822583,Venustiano Carranza,4 Árboles,1257
MLM-6047227426,casa,7000000.0,205.0,170.0,3,2.0,2.0,19.4472185,-99.0916872,Venustiano Carranza,Aquiles Serdán,0117
MLM-5058152012,casa,8225000.0,213.0,256.0,4,2.0,2.0,19.4262321,-99.0697501,Venustiano Carranza,Caracol,0846
MLM-3364850623,casa,4499000.0,70.0,160.0,3,2.0,2.0,19.4474979,-99.1174313,Venustiano Carranza,Janitzio,023A
MLM-3330151151,departamento,1500000.0,43.94,43.94,1,1.0,1.0,19.4200625,-99.1237816,Venustiano Carranza,Merced Balbuena,0899
MLM-5815430404,casa,2017000.0,54.0,54.0,2,2.0,1.0,19.4527151,-99.1187688,Venustiano Carranza,Popular Rastro,0032
MLM-5777293380,casa,5170000.0,169.0,222.0,7,4.0,4.0,19.40722,-99.0824754,Venustiano Carranza,Puebla,1308
MLM-2911779189,departamento,2150000.0,67.0,67.0,2,2.0,1.0,19.4487638,-99.0965771,Venustiano Carranza,Simón Bolívar,0085
MLM-3014148211,casa,8000000.0,241.0,318.0,7,4.0,4.0,19.4128291,-99.1186659,Venustiano Carranza,Alvaro Obregón,1331
MLM-2858576985,casa,5500000.0,166.0,210.0,3,3.0,3.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-3331319007,casa,3500000.0,223.0,264.0,5,3.0,3.0,19.2523919,-99.02963,Xochimilco,Del Carmen,0692
MLM-5226975918,casa,5900000.0,200.0,200.0,4,4.0,4.0,19.2641543,-99.1180021,Xochimilco,Huichapan,0160
MLM-3036049755,casa,6000000.0,866.0,313.0,4,4.0,4.0,19.2179827,-99.0979796,Xochimilco,Santa Cecilia Tepetlapa,0654
MLM-2858085197,casa,4050000.0,185.0,206.0,3,2.0,2.0,19.2481076,-99.1233847,Xochimilco,Santiago Tepalcatlalpan,0372
MLM-5793167728,casa,3000000.0,250.0,150.0,3,2.0,2.0,19.2602098,-99.0239769,Xochimilco,Quirino Mendoza,0527
MLM-5873005298,casa,3000000.0,183.75,120.0,3,2.0,2.0,19.2494907,-99.090382,Xochimilco,San Jerónimo,1027
MLM-5861285138,casa,12000000.0,230.0,330.0,4,3.0,3.0,19.2810876,-99.1378983,Xochimilco,San Juan Tepepan,0014
MLM-3361966531,casa,4990000.0,243.0,167.0,5,3.0,3.0,19.261865,-99.1108668,Xochimilco,San Marcos,0211
MLM-3167019241,casa,4990000.0,274.0,105.0,4,3.0,1.0,19.2564532,-99.1331963,Xochimilco,Santa Cruz Xochitepec,0283
MLM-3182991383,casa,2480000.0,240.0,170.0,3,3.0,6.0,19.2335658,-99.1108773,Xochimilco,Santa Inés,0758
MLM-3161338567,casa,4750000.0,182.0,86.0,3,3.0,3.0,19.2660689,-99.1195628,Xochimilco,Tierra Nueva,0160
