source_id,property_type,price,land_area_m2,construction_area_m2,bedrooms,bathrooms,parking_spaces,latitude,longitude,municipality,neighborhood,inegi_cve_ageb
MLM-5832034652,casa,20995000.0,594.0,480.0,4,3.0,3.0,19.2873823,-99.1681738,Tlalpan,Tlalpan Centro,0958
MLM-5361907038,casa,18600000.0,247.0,302.0,3,3.0,3.0,19.4320972,-99.1771646,Miguel Hidalgo,Anzures,0711
MLM-5905180710,casa,4900000.0,300.0,435.87,5,4.0,4.0,19.3215639,-98.9624704,Tláhuac,Ampliación Santa Catarina,1164
MLM-2605898253,casa,10500000.0,278.0,278.0,9,4.0,4.0,19.4251494,-99.0635216,Venustiano Carranza,Arenal 1a Sección,1524
MLM-3103735399,casa,7380000.0,161.0,237.0,5,5.0,1.0,19.4638348,-99.1682205,Azcapotzalco,Nueva Santa María,0839
MLM-5886132350,casa,14900000.0,300.0,600.0,2,3.0,3.0,19.506314,-99.1445042,Gustavo A. Madero,Torres Lindavista,0525
MLM-6039475366,casa,4310000.0,149.0,140.0,4,4.0,1.0,19.2870065,-99.0564365,Tláhuac,Miguel Hidalgo,0306
MLM-5527431230,casa,21900000.0,165.0,345.0,3,3.0,3.0,19.2919275,-99.2016172,Tlalpan,Parque Del Pedregal,1960
MLM-5857536210,casa,4000000.0,105.0,141.0,3,3.0,1.0,19.446817,-99.1147059,Venustiano Carranza,Michoacana,023A
MLM-4985878486,casa,7000000.0,210.0,587.0,6,6.0,6.0,19.249414,-99.0158925,Xochimilco,Cristo Rey,1192
MLM-2797723041,casa,10400000.0,140.0,355.0,4,4.0,4.0,19.478894,-99.1608374,Azcapotzalco,Azcapotzalco,0881
MLM-5450607952,casa,3850000.0,162.0,197.0,4,2.0,2.0,19.3013437,-99.0365853,Tláhuac,La Conchita Zapotitlán,0039
MLM-3113940031,casa,22900000.0,400.0,690.0,4,5.0,5.0,19.2806569,-99.1458076,Tlalpan,Colinas Del Bosque,2121
MLM-5455459316,casa,6500000.0,191.0,191.0,3,2.0,2.0,19.4983122,-99.2098484,Azcapotzalco,Ex-Hacienda El Rosario,0148
MLM-6033670010,casa,5850000.0,80.0,153.0,3,2.0,2.0,19.2989654,-99.1539411,Coyoacán,Bosques De Tetlameya,1124
MLM-3120980681,casa,11500000.0,220.0,450.0,3,4.0,4.0,19.5057393,-99.1480141,Gustavo A. Madero,Colonia Lindavista Norte,0525
MLM-2745019271,casa,8850000.0,224.0,305.0,4,4.0,4.0,19.4013018,-99.1315852,Iztacalco,Viaducto Piedad,0236
MLM-2752591843,casa,32000000.0,1072.0,918.0,3,3.0,3.0,19.3913552,-99.2436293,Miguel Hidalgo,Lomas De Bezares,1300
MLM-2945522431,casa,5330000.0,97.0,215.0,3,2.0,2.0,19.291778,-99.2214189,Tlalpan,Héroes De Padierna,0337
MLM-4139177056,casa,10000000.0,128.0,324.0,2,4.0,4.0,19.273872,-99.1367198,Xochimilco,Tepepan,0067
MLM-3020054757,casa,6100000.0,202.0,202.0,4,2.0,2.0,19.4615193,-99.1646123,Azcapotzalco,Tlatilco,1061
MLM-4955391602,casa,8400000.0,201.0,254.0,4,3.0,3.0,19.3072364,-99.114197,Coyoacán,Santa Cecilia,1069
MLM-3072722033,casa,18800000.0,380.0,480.0,5,4.0,4.0,19.506314,-99.1445042,Gustavo A. Madero,Torres Lindavista,0525
MLM-3283568659,casa,3996000.0,186.0,170.0,3,3.0,3.0,19.3967664,-99.1165318,Iztacalco,Los Reyes,1126
MLM-4512123732,casa,13200000.0,500.0,515.0,4,5.0,5.0,19.3038442,-99.2079494,Tlalpan,Jardines Del Ajusco,2070
MLM-5961253524,casa,4699000.0,134.0,247.0,4,5.0,5.0,19.4126273,-99.0929778,Venustiano Carranza,General Ignacio Zaragoza,1219
MLM-3135965603,casa,7800000.0,129.0,224.0,5,3.0,3.0,19.4638348,-99.1682205,Azcapotzalco,Nueva Santa María,0839
MLM-2973660713,casa,6500000.0,230.0,200.0,5,2.0,2.0,19.3041152,-99.1532138,Coyoacán,Ex-Ejido De Santa Ursula Coapa,1124
MLM-3144611753,casa,7200000.0,200.0,178.0,5,2.0,2.0,19.3810141,-99.1286385,Iztacalco,Militar Marte,097A
MLM-5258434562,casa,10950000.0,271.0,287.0,3,3.0,3.0,19.2979434,-99.2441172,La Magdalena Contreras,San Nicolás Totolapan,0349
MLM-3041956869,casa,10300000.0,1129.0,1129.0,3,4.0,4.0,19.446817,-99.1147059,Venustiano Carranza,Michoacana,023A
MLM-3228141551,casa,4300000.0,120.0,150.0,2,3.0,3.0,19.28061,-99.1122855,Xochimilco,Barrio 18,139A
MLM-5519798906,casa,8000000.0,209.0,246.0,2,3.0,3.0,19.4638348,-99.1682205,Azcapotzalco,Nueva Santa María,0839
MLM-2330764527,casa,9990000.0,460.0,368.0,3,3.0,3.0,19.2979434,-99.2441172,La Magdalena Contreras,San Nicolás Totolapan,0349
MLM-3214879805,casa,3500000.0,140.0,180.0,4,2.0,2.0,19.2870065,-99.0564365,Tláhuac,Miguel Hidalgo,0306
MLM-2894356071,casa,18350000.0,384.0,432.0,4,4.0,4.0,19.2919275,-99.2016172,Tlalpan,Parque Del Pedregal,1960
MLM-5969796634,casa,7000000.0,208.0,342.0,4,2.0,2.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-2735491777,casa,30000000.0,3174.0,600.0,7,7.0,7.0,19.245023,-99.114547,Xochimilco,San Lucas Xochimanca,0391
MLM-5845662666,casa,4999998.0,343.0,250.0,7,4.0,4.0,19.4988067,-99.1921922,Azcapotzalco,San Martín Xochináhuac,0186
MLM-4754146260,casa,9000000.0,303.0,337.0,4,4.0,4.0,19.5057393,-99.1480141,Gustavo A. Madero,Colonia Lindavista Norte,0525
MLM-3221571737,casa,6995000.0,164.0,261.0,2,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2794941673,casa,5800000.0,492.97,465.39,4,2.0,2.0,19.2304267,-98.9963971,Tláhuac,Jaime Torres Bodet,115A
MLM-2907618497,casa,6349000.0,122.0,240.0,3,3.0,3.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-3356013309,casa,10100000.0,319.0,203.0,4,4.0,4.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-5666138064,casa,3099000.0,110.0,180.0,3,2.0,2.0,19.3275616,-99.1215126,Coyoacán,Culhuacán CTM Sección II,1745
MLM-4608642760,casa,8800000.0,240.0,225.0,2,4.0,4.0,19.5057393,-99.1480141,Gustavo A. Madero,Lindavista Norte,0525
MLM-5632626376,casa,8498000.0,143.0,309.0,4,4.0,4.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2605772143,casa,38540000.0,550.0,550.0,4,4.0,4.0,19.4031893,-99.2341742,Miguel Hidalgo,Lomas De Reforma,1279
MLM-5936016546,casa,10999990.0,298.0,332.0,4,2.0,2.0,19.2944727,-99.1431228,Tlalpan,Hacienda de San Juan de Tlalpan 2a Sección,0549
MLM-4847067920,casa,10000000.0,230.0,330.0,4,3.0,3.0,19.2768794,-99.1317076,Xochimilco,Ampliación Tepepan,0014
MLM-5570106420,casa,14700000.0,242.0,380.0,3,2.0,2.0,19.506314,-99.1445042,Gustavo A. Madero,Torres Lindavista,0525
MLM-2987734197,casa,5985000.0,167.46,167.46,3,2.0,2.0,19.3071322,-99.2450982,La Magdalena Contreras,Pueblo Nuevo Bajo,0300
MLM-3009575111,casa,19500000.0,192.57,318.0,4,3.0,3.0,19.4425356,-99.2102915,Miguel Hidalgo,Irrigación,0548
MLM-2705536453,casa,13900000.0,660.0,327.0,3,3.0,3.0,19.2801544,-99.1547861,Tlalpan,Club de Golf México,1049
MLM-3162042795,casa,4850000.0,170.0,170.0,4,2.0,2.0,19.4440806,-99.1145986,Venustiano Carranza,Ampliación 20 de Noviembre,0244
MLM-3232147439,casa,9858000.0,287.0,287.0,3,3.0,3.0,19.2989654,-99.1539411,Coyoacán,Tetlameya,1124
MLM-3315806899,casa,14500000.0,794.0,402.0,5,5.0,5.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5563262464,casa,4500000.0,189.0,105.0,3,2.0,2.0,19.4251494,-99.0635216,Venustiano Carranza,Arenal 1a Sección,1524
MLM-5264757906,casa,2750000.0,201.7,194.14,4,2.0,2.0,19.273872,-99.1367198,Xochimilco,Tepepan,0067
MLM-5617825924,casa,1490000.0,84.0,84.0,2,2.0,1.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5271947282,casa,3000000.0,100.0,140.0,4,4.0,1.0,19.298492,-99.0368418,Tláhuac,Santiago Zapotitlan,0039
MLM-3189349605,casa,7890000.0,155.0,222.0,4,2.0,2.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-2784655351,casa,4200000.0,202.0,240.0,4,3.0,3.0,19.2325291,-99.1195571,Xochimilco,San Mateo Xalpa,1173
MLM-2798151211,casa,11485000.0,295.17,329.0,4,3.0,3.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-5200833268,casa,8799000.0,250.0,430.0,3,4.0,4.0,19.3228085,-99.1036495,Coyoacán,Ex-Ejido De San Francisco Culhuacán,1779
MLM-4598287106,casa,12500000.0,341.0,341.0,3,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-3245941499,casa,5160000.0,109.0,165.0,3,2.0,2.0,19.2847777,-99.1958492,Tlalpan,Miguel Hidalgo 2A Sección,0888
MLM-3167928503,casa,5900000.0,200.0,251.0,3,2.0,2.0,19.4752826,-99.150096,Azcapotzalco,Pro-Hogar,0415
MLM-5803353750,casa,28500000.0,1000.0,1012.0,5,5.0,5.0,19.3067981,-99.1981595,Coyoacán,Jardines Del Pedregal De San Ángel,1105
MLM-5474516806,casa,7500000.0,278.0,218.0,3,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2943150597,casa,21500000.0,350.0,350.0,3,2.0,2.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-2855316945,casa,5550000.0,156.0,156.0,3,3.0,3.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-5951018022,casa,4190000.0,90.0,140.0,3,3.0,3.0,19.5137085,-99.1348947,Gustavo A. Madero,La Purísima Ticoman,0559
MLM-3072260145,casa,1300000.0,41.0,82.0,2,2.0,1.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-3263006651,casa,7800000.0,80.0,240.0,3,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-4761586296,casa,7500000.0,200.0,218.0,4,4.0,4.0,19.2894227,-99.1373866,Tlalpan,Rancho Los Colorines,0553
MLM-5058189426,casa,5500000.0,200.0,150.0,2,2.0,2.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-4073224280,casa,14690000.0,360.0,357.0,3,3.0,3.0,19.3067981,-99.1981595,Coyoacán,Jardines Del Pedregal De San Ángel,1105
MLM-5858088928,casa,2950000.0,134.0,180.0,3,3.0,1.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5694954632,casa,4650000.0,120.0,260.0,4,3.0,3.0,19.4251494,-99.0635216,Venustiano Carranza,Arenal 1a Sección,1524
MLM-3096838469,casa,8350000.0,323.0,100.0,3,3.0,1.0,19.4952648,-99.1956574,Azcapotzalco,Pasteros,0190
MLM-5617802066,casa,3500000.0,140.0,140.0,5,3.0,3.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5331137470,casa,21500000.0,870.0,870.0,4,5.0,5.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-2943323357,casa,9600000.0,220.0,370.0,4,3.0,3.0,19.4659567,-99.1821386,Azcapotzalco,Clavería,0701
MLM-2859830707,casa,7490000.0,250.0,300.0,4,4.0,4.0,19.3089302,-99.1423807,Coyoacán,Santa Ursula Coapa,1020
MLM-5300454034,casa,6200000.0,250.0,320.0,4,4.0,4.0,19.4596866,-99.0917728,Gustavo A. Madero,San Juan de Aragón I Sección,224A
MLM-5927908436,casa,3250000.0,70.0,90.0,3,3.0,1.0,19.3840964,-99.1061694,Iztacalco,INFONAVIT Iztacalco,0838
MLM-5684582666,casa,29800000.0,428.0,525.0,4,3.0,3.0,19.4031893,-99.2341742,Miguel Hidalgo,Lomas De Reforma,1279
MLM-5563098930,casa,3450000.0,300.0,286.0,6,6.0,1.0,19.217864,-98.9760954,Tláhuac,San Nicolás Tetelco,0734
MLM-4980861132,casa,22000000.0,637.82,815.43,3,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5895293062,casa,22000000.0,461.0,597.0,3,5.0,5.0,19.3380144,-99.1674315,Coyoacán,Pedregal De San Francisco,0431
MLM-5461101780,casa,5000000.0,120.0,201.73,4,3.0,3.0,19.4616807,-99.061347,Gustavo A. Madero,Villa De Aragón,2165
MLM-3208194655,casa,7650000.0,1362.0,381.0,2,2.0,1.0,19.298492,-99.0368418,Tláhuac,Santiago Zapotitlan,0039
MLM-2745739483,casa,8000000.0,170.0,170.0,3,3.0,3.0,19.2729757,-99.2260966,Tlalpan,Lomas De Padierna,1477
MLM-2962352819,casa,8800000.0,175.0,256.0,3,4.0,4.0,19.3373427,-99.1615919,Coyoacán,Pedregal De Coyoacán,0446
MLM-5165810698,casa,5500000.0,230.0,230.0,7,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5159631624,casa,13800000.0,430.0,470.0,4,4.0,4.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-3113893113,casa,5300000.0,144.0,370.0,3,4.0,4.0,19.275758,-99.2122478,Tlalpan,Miguel Hidalgo 4A Sección,1439
MLM-3025269571,casa,9980000.0,142.0,333.0,2,4.0,4.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-4991479200,casa,5500000.0,118.0,249.0,3,2.0,2.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-5539564154,casa,20000000.0,507.0,329.0,3,4.0,4.0,19.332148,-99.1478187,Coyoacán,Pueblo La Candelaria,0573
MLM-5430144028,casa,1750000.0,110.0,99.0,3,,3.0,19.3097012,-99.0364435,Tláhuac,Zapotitla,1111
MLM-3232163751,casa,3090000.0,49.0,103.67,3,2.0,2.0,19.4937154,-99.1988243,Azcapotzalco,Miguel Hidalgo,0260
MLM-5506272362,casa,9500000.0,170.0,294.0,3,3.0,3.0,19.3452007,-99.1247366,Coyoacán,Paseos De Taxqueña,0200
MLM-3092039829,casa,3200000.0,120.0,100.0,2,3.0,3.0,19.3874012,-99.0961121,Iztacalco,Gabriel Ramos Millán,0700
MLM-2970381221,casa,3149000.0,120.0,250.0,4,2.0,2.0,19.3089388,-99.0524856,Tláhuac,Ampliación Los Olivos,001A
MLM-5935907962,casa,4850000.0,100.0,149.0,3,3.0,3.0,19.2481076,-99.1233847,Xochimilco,Santiago Tepalcatlalpan,0372
MLM-5429496448,casa,12000000.0,188.0,253.0,3,3.0,3.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-5486303342,departamento,35000000.0,350.0,350.0,10,4.0,4.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-4971789434,departamento,1099000.0,,55.0,2,2.0,1.0,19.2837458,-99.0433606,Tláhuac,La Draga,1376
MLM-3139779431,departamento,2837923.0,,52.19,2,2.0,,19.4113365,-99.1258365,Venustiano Carranza,Artes Gráficas,1312
MLM-2792147799,departamento,48000000.0,750.0,585.0,5,3.0,3.0,19.2523919,-99.02963,Xochimilco,Del Carmen,0692
MLM-5252371404,departamento,8300000.0,112.0,112.0,0,2.0,2.0,19.3071968,-99.2335239,La Magdalena Contreras,La Magdalena Contreras,0334
MLM-3323497855,departamento,1601400.0,60.0,60.0,3,3.0,1.0,19.2976305,-99.0386994,Tláhuac,Santa Ana Centro,0039
MLM-2691831919,departamento,3350000.0,108.0,108.0,5,2.0,2.0,19.2847777,-99.1958492,Tlalpan,Miguel Hidalgo 2A Sección,0888
MLM-2907994717,departamento,2699940.0,60.0,60.0,0,2.0,2.0,19.4264684,-99.1098256,Venustiano Carranza,Moctezuma,0615
MLM-5832430368,departamento,2490000.0,88.0,88.0,3,3.0,1.0,19.260457,-99.1195844,Xochimilco,Rinconada Del Sur,018A
MLM-5389851598,departamento,4050000.0,81.0,81.0,5,2.0,2.0,19.4666602,-99.1569296,Azcapotzalco,Ampliación Del Gas,0769
MLM-2927491885,departamento,250000.0,60.0,60.0,2,2.0,1.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-2784667973,departamento,11500000.0,450.0,350.0,4,3.0,3.0,19.3159494,-99.2409104,La Magdalena Contreras,Lomas Quebradas,0211
MLM-6020700456,departamento,2950000.0,81.0,81.0,2,2.0,1.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-5015904760,departamento,4300000.0,91.0,91.0,3,2.0,2.0,19.4741382,-99.1854296,Azcapotzalco,Del Recreo,0472
MLM-2544892839,departamento,6300000.0,,113.44,3,1.0,,19.3942366,-99.1670335,Benito Juárez,Colonia Del Valle,0045
MLM-2863344859,departamento,450000.0,65.0,65.0,3,3.0,1.0,19.3275616,-99.1215126,Coyoacán,Colonia Culhuacán CTM Sección X,1745
MLM-2968004285,departamento,3799000.0,,38.5,1,1.0,8.0,19.4332704,-99.1476839,Cuauhtémoc,Juárez,0748
MLM-5936025346,departamento,1899997.0,55.0,55.0,3,2.0,1.0,19.4778665,-99.094982,Gustavo A. Madero,DM Nacional,3407
MLM-5593864868,departamento,2250000.0,58.0,58.0,2,1.0,1.0,19.4013018,-99.1315852,Iztacalco,Viaducto Piedad,0236
MLM-2605810347,departamento,61000000.0,1097.0,684.0,4,3.0,3.0,19.300586,-99.2410192,La Magdalena Contreras,Progreso,0349
MLM-5041780148,departamento,3200000.0,116.0,116.0,0,2.0,2.0,19.291778,-99.2214189,Tlalpan,Héroes De Padierna,0337
MLM-3324206587,departamento,2850000.0,97.0,97.0,4,3.0,1.0,19.4485788,-99.1003256,Venustiano Carranza,Ampliación Simón Bolívar,0070
MLM-3323851515,departamento,2500000.0,60.0,60.0,2,2.0,1.0,19.2694917,-99.1213996,Xochimilco,Potrero De San Bernardino,0086
MLM-2773292811,departamento,3037000.0,58.0,58.0,2,2.0,1.0,19.4024446,-99.1051396,Iztacalco,Granjas México,0132
MLM-4826511770,departamento,19051000.0,381.0,381.0,8,4.0,4.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-4378917954,departamento,1200000.0,55.0,55.0,2,2.0,1.0,19.2837458,-99.0433606,Tláhuac,La Draga,1376
MLM-4995504842,departamento,9570000.0,201.37,201.37,4,3.0,3.0,19.2998707,-99.1403202,Tlalpan,Villa Tlalpan,0214
MLM-3340853135,departamento,3410827.0,60.0,60.0,3,2.0,2.0,19.4264684,-99.1098256,Venustiano Carranza,Moctezuma,0615
MLM-3039046689,departamento,4219616.0,75.0,75.0,2,2.0,1.0,19.5052162,-99.1257391,Gustavo A. Madero,Residencial Zacatenco,060A
MLM-4826499304,departamento,14500000.0,247.0,247.0,4,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Lídice,0086
MLM-2984750401,departamento,8400000.0,500.0,500.0,4,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5451524618,departamento,1800000.0,70.0,70.0,3,2.0,1.0,19.4527151,-99.1187688,Venustiano Carranza,Popular Rastro,0032
MLM-5480357376,departamento,3350000.0,90.0,90.0,4,2.0,2.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-5935992080,departamento,2589136.0,30.0,30.0,2,1.0,1.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-5563654014,departamento,1960000.0,24.0,24.0,1,1.0,1.0,19.4379452,-99.1624218,Cuauhtémoc,San Rafael,0682
MLM-2953449283,departamento,7100000.0,71.0,71.0,3,2.0,2.0,19.3899608,-99.1213551,Iztacalco,Benito Juárez,0787
MLM-2612080459,departamento,1370500.0,58.0,58.0,3,2.0,1.0,19.3582455,-99.0679936,Iztapalapa,Eva Samano De López Mateos,1015
MLM-5991063912,casa,4590000.0,280.0,280.0,4,3.0,3.0,19.3231539,-99.2414176,La Magdalena Contreras,La Malinche,0156
MLM-3058226401,departamento,1250000.0,54.0,54.0,3,2.0,1.0,19.298492,-99.0368418,Tláhuac,Santiago Zapotitlan,0039
MLM-3014155793,departamento,17400000.0,554.0,554.0,9,4.0,4.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-3340995229,departamento,2380000.0,60.0,60.0,2,2.0,2.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2773623365,departamento,2120000.0,75.0,75.0,3,3.0,1.0,19.3373388,-99.1072828,Iztapalapa,Pueblo Culhuacán,1778
MLM-5218013690,departamento,13480000.0,290.0,290.0,0,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-2984762159,departamento,18850000.0,235.0,235.0,4,3.0,3.0,19.3026187,-99.228181,Tlalpan,Los Framboyanes,1388
MLM-4675900944,departamento,3500000.0,79.78,79.78,3,2.0,2.0,19.4108977,-99.121726,Venustiano Carranza,Jamaica,1401
MLM-2931899551,departamento,3500000.0,80.85,80.85,7,2.0,2.0,19.273872,-99.1367198,Xochimilco,Santa María Tepepan,0067
MLM-2784669495,departamento,6200000.0,,138.0,4,3.0,3.0,19.3042136,-99.1898531,Coyoacán,El Reloj,1105
MLM-6020768316,departamento,2997000.0,60.0,60.0,4,2.0,2.0,19.4013018,-99.1315852,Iztacalco,Viaducto Piedad,0236
MLM-5570006302,departamento,9890000.0,125.0,125.0,4,2.0,2.0,19.4320972,-99.1771646,Miguel Hidalgo,Anzures,0711
MLM-2817780323,departamento,1400000.0,46.65,46.65,1,2.0,1.0,19.2840485,-99.0423204,Tláhuac,Colonia La Draga,1376
MLM-3029964031,departamento,5970000.0,180.0,180.0,4,2.0,2.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5991381162,departamento,1750000.0,48.0,42.0,1,1.0,1.0,19.4305791,-99.1073405,Venustiano Carranza,Moctezuma 1a Seccion,0530
MLM-2982407745,departamento,2500000.0,75.0,75.0,3,2.0,1.0,19.2481076,-99.1233847,Xochimilco,Santiago Tepalcatlalpan,0372
MLM-5832434224,departamento,4300000.0,86.0,86.0,2,2.0,2.0,19.3459507,-99.1452942,Coyoacán,Parque San Andrés,0164
MLM-3323497691,departamento,1624204.0,52.0,52.0,2,2.0,1.0,19.3333593,-99.0844424,Iztapalapa,Bellavista,5215
MLM-5743879936,casa,5990000.0,186.0,186.0,6,2.0,2.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Aculco,0086
MLM-5872524614,departamento,5296000.0,88.0,88.0,2,2.0,2.0,19.4402557,-99.1926322,Miguel Hidalgo,Granada,0571
MLM-2941406331,departamento,17450000.0,,478.96,5,4.0,4.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-3355994917,departamento,3150000.0,80.0,80.0,3,3.0,1.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-2987651891,departamento,5695000.0,95.0,95.0,4,2.0,2.0,19.3905208,-99.1579016,Benito Juárez,Narvarte Poniente,0257
MLM-5113442646,departamento,2999999.0,36.61,32.14,1,1.0,1.0,19.4360737,-99.1539172,Cuauhtémoc,Tabacalera,070A
MLM-4537388706,departamento,4550000.0,57.0,57.0,1,0.0,1.0,19.3267187,-99.22256,La Magdalena Contreras,San Jerónimo Aculco,0086
MLM-3045643843,departamento,945000.0,45.0,45.0,2,2.0,1.0,19.303188,-99.0490881,Tláhuac,Santa Ana Poniente,1338
MLM-5407179686,departamento,4250000.0,82.0,82.0,4,2.0,2.0,19.3250639,-99.1100052,Coyoacán,Culhuacán CTM Sección X,1321
MLM-5413687622,departamento,1894903.0,55.0,55.0,3,3.0,1.0,19.5332017,-99.1496192,Gustavo A. Madero,Zona Escolar,2786
MLM-4531171910,departamento,1407000.0,46.0,46.0,3,2.0,1.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5970492264,departamento,1350000.0,50.0,50.0,2,2.0,1.0,19.3310619,-99.0214906,Iztapalapa,La Era,3276
MLM-4995461408,departamento,6800000.0,177.0,177.0,4,3.0,3.0,19.3063387,-99.2259026,Tlalpan,Fuentes Del Pedregal,0017
MLM-5714803994,departamento,6525000.0,115.0,115.0,3,2.0,2.0,19.4163243,-99.1071279,Venustiano Carranza,Jardín Balbuena,1100
MLM-4393186902,departamento,4490000.0,65.0,65.0,2,2.0,1.0,19.3760816,-99.1550215,Benito Juárez,Letran Valle,0628
MLM-5563747752,departamento,2676987.0,32.0,34.0,1,1.0,1.0,19.4360737,-99.1539172,Cuauhtémoc,Tabacalera,070A
MLM-2622579163,departamento,1781500.0,50.0,50.0,3,2.0,1.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-2839914769,departamento,1305600.0,47.0,47.0,2,2.0,1.0,19.3427269,-99.0227658,Iztapalapa,Citlalli,2776
MLM-5762061084,departamento,24900000.0,336.0,336.0,5,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-2945510053,departamento,3300000.0,72.0,72.0,2,2.0,1.0,19.4325052,-99.0967315,Venustiano Carranza,Moctezuma 2a Seccion,055A
MLM-3288552797,casa,4500000.0,410.0,410.0,4,4.0,1.0,19.245023,-99.114547,Xochimilco,San Lucas Xochimanca,0391
MLM-5857720992,departamento,3850000.0,56.0,56.0,2,1.0,1.0,19.3896634,-99.1738081,Benito Juárez,Nápoles,0384
MLM-2940984533,departamento,2500000.0,84.89,67.84,3,2.0,2.0,19.4045642,-99.0695045,Iztacalco,Agrícola Oriental,0128
MLM-5527590268,departamento,2596000.0,70.0,70.0,3,3.0,1.0,19.3431442,-99.0579853,Iztapalapa,Ermita Iztapalapa,1640
MLM-3324702317,departamento,14500000.0,210.0,210.0,5,2.0,2.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-3348496049,departamento,4300000.0,84.0,84.0,4,2.0,2.0,19.2678229,-99.1255109,Xochimilco,La Noria,0160
MLM-5906374672,departamento,6699997.0,121.0,121.0,7,3.0,3.0,19.3793936,-99.1402,Benito Juárez,Nativitas,0539
MLM-2662497161,departamento,2063500.0,54.0,54.0,3,2.0,1.0,19.409865,-99.0666396,Iztacalco,Agrícola Pantitlan,1179
MLM-5915724824,departamento,5500000.0,,155.0,3,3.0,3.0,19.3074695,-99.2294076,La Magdalena Contreras,Pedregal 2,0508
MLM-3342317241,casa,39500000.0,395.0,395.0,0,3.0,3.0,19.43353,-99.190915,Miguel Hidalgo,Polanco,0660
MLM-5297003486,departamento,1950000.0,,49.0,2,2.0,1.0,19.4916977,-99.1772758,Azcapotzalco,Santa Catarina,0222
MLM-2926712681,departamento,13200000.0,268.0,130.0,2,3.0,3.0,19.3694718,-99.1771253,Benito Juárez,Actipan,0806
MLM-4712979598,departamento,4500000.0,135.0,135.0,0,2.0,2.0,19.303295,-99.185039,Coyoacán,Insurgentes Cuicuilco,1529
MLM-3071876151,departamento,7500000.0,115.0,115.0,1,1.0,1.0,19.4093714,-99.1712126,Cuauhtémoc,Hipódromo,1341
