training_size_pct,mean_records,mean_cv_mae,std_cv_mae,mean_cv_r2,std_cv_r2,mean_within_20,mean_within_30
25,21.0,5725302.627763,1310542.8417604764,0.3126230751687763,0.3300669918493255,23.015873015873012,30.15873015873015
50,42.0,4504550.227532988,609219.5464145587,0.5550892806708011,0.1356589759929108,30.555555555555554,41.26984126984127
75,62.0,4288515.420015096,479332.1754416895,0.5421228385405713,0.14075715258088717,33.064516129032256,43.01075268817204
100,83.0,3922118.828417901,0.0,0.632457806025903,0.0,31.32530120481928,45.78313253012048
