experiment,n,mae,median_ae,rmse,r2,mape,median_absolute_percentage_error,within_10_pct,within_20_pct,within_30_pct,bias_mean,bias_median,median_prediction_ratio,delta_mae,delta_mape,delta_r2
A_land_area,83,4777498.377493488,1810931.2251287606,8997079.420871913,0.38476105919851666,102.65537826955095,51.69482014369999,13.253012048192772,24.096385542168676,31.32530120481928,-223850.0700076335,-160670.73758357833,0.9437932589875005,0.0,0.0,0.0
B_municipality,83,3907459.705606719,1154757.2556907898,6880454.896885852,0.6401885230282094,86.49740481299895,38.610387476806906,18.072289156626507,33.734939759036145,39.75903614457831,110183.16355270206,82847.56692433963,1.0298247829702076,-870038.6718867687,-16.157973456552,0.2554274638296927
C_ageb,83,3984187.3674372383,1336184.2868581866,7070191.375270968,0.6200704736374011,87.79602204401749,45.25416651616278,20.481927710843372,30.120481927710845,38.55421686746988,135227.20142610196,59602.74494726071,1.0219168027016954,-793311.0100562493,-14.85935622553346,0.23530941443888442
D_censo,83,4042991.5034128996,1425588.2707948294,7053595.670838874,0.6218519807463181,100.70961868460651,39.55501232452166,19.27710843373494,32.53012048192771,43.373493975903614,568224.5447046508,130171.80753586232,1.0775453351397895,-734506.8740805881,-1.9457595849444402,0.23709092154780143
E_denue,83,3922118.828417901,1394442.9441372398,6953976.969105202,0.632457806025903,83.86842277808314,33.41604553254643,18.072289156626507,31.32530120481928,45.78313253012048,606050.2102516465,243824.064819708,1.0816443823207975,-855379.5490755867,-18.786955491467808,0.2476967468273863
