codigo_act,latitud,longitud
112519,18.65610199,-99.19973972
112519,18.64781719,-99.21977335
112519,18.63231654,-98.99276954
112519,18.63499611,-98.99585444
112519,18.63273053,-98.99135973
112519,18.59280966,-99.03002989
112519,18.59963737,-99.02590434
112519,18.59824508,-99.1733272
112519,18.68034325,-98.9864359
112519,18.59029974,-99.03136233
112519,18.62019418,-99.00045979
112519,18.57968269,-99.04086732
112519,18.65175219,-98.95130872
112515,18.64824418,-99.16310704
112515,18.83606498,-99.20737552
112515,18.68318056,-98.99360612
112515,18.82172606,-98.74726366
112515,18.75747622,-99.20395236
112515,18.59660207,-99.02847687
112519,18.61728456,-99.00705963
112515,18.626263,-99.00837357
112515,18.60352502,-99.02192059
112519,18.62672085,-98.99538019
112519,18.64967716,-98.95044665
112519,18.63648817,-98.99481271
112519,18.62115334,-98.99624997
112519,18.6111875,-99.01680389
112515,18.63526065,-98.99263257
112519,18.59287455,-99.02993887
112519,18.59024624,-99.03381845
112519,18.6111875,-99.01680389
112515,18.57373721,-99.28136268
112519,18.63461474,-98.99606908
112515,18.67396127,-99.19657714
112519,18.68183594,-98.9863222
112519,18.63353554,-98.99353448
112519,18.78882665,-99.11191591
112519,18.57429354,-99.29149357
112519,18.71918945,-98.93220972
112519,18.68448923,-98.98596301
112515,18.62670856,-98.99534842
112519,18.64256164,-99.00247026
112515,18.8243776,-98.97255354
112519,18.63499611,-98.99585444
112519,18.63859965,-99.00313524
112519,18.63732755,-99.00550003
112519,18.66343222,-99.19796167
112519,18.68740111,-99.1488075
112519,18.63814054,-99.00884633
112515,18.6943341,-99.10222515
112519,18.66343222,-99.19796167
112519,18.6323013,-98.95518586
112519,18.66176384,-99.20978165
112519,18.58568285,-99.0499645
112519,18.66206403,-99.19826037
112519,18.5913728,-99.03336522
112519,18.57912806,-99.0392925
112519,18.66631019,-99.19345428
112515,18.58380235,-99.04197832
112519,18.53348637,-99.06719708
112515,18.57927247,-99.04044674
112519,18.65733298,-99.19841661
112519,18.64896899,-99.21876869
112519,18.61996756,-99.00235917
112519,18.68007099,-99.18923133
112515,18.55239619,-98.82889572
112519,18.76153079,-98.9152768
112515,18.65610199,-99.19973972
112519,18.73089912,-98.91196213
112515,18.63701095,-98.99353149
112519,18.65783126,-99.20018557
112519,18.68186086,-98.98403744
112515,18.61243781,-99.23714955
112519,18.62556486,-99.20981488
112519,18.6583486,-99.15586587
112519,18.61808727,-99.01054094
112519,18.59546535,-99.19861392
112515,18.78944466,-99.11599871
112519,18.65523249,-99.19940511
112519,18.62275195,-98.99644894
112515,18.62306785,-99.00252661
114119,18.64898746,-98.94812382
114119,18.732,-99.3383
112519,18.78186578,-99.36746385
115111,18.86521416,-98.93288822
112515,18.64150671,-99.24474076
112515,18.55232829,-98.82254701
112515,18.82993477,-98.99279771
112515,18.72673889,-98.90854444
112515,18.61847295,-98.74978635
114119,18.63099435,-99.25618551
112519,18.71226954,-98.93877978
112519,18.66327123,-99.21049724
112519,18.6111875,-99.01680389
112519,18.59890115,-99.02326645
112519,18.62585173,-98.99617676
112519,18.62590173,-98.99965572
112515,18.83467104,-98.99622705
112515,18.59726771,-99.20471823
112515,18.83577099,-98.96233963
112515,18.83511941,-98.96350137
112515,18.8393383,-99.20101057
112519,18.80876778,-98.82201778
112515,18.80876778,-98.82201778
114119,18.66164804,-99.44050349
112519,18.66108658,-99.44087818
112515,18.71804296,-98.99083532
112515,18.83608642,-98.96171973
112515,18.58682542,-98.74903551
112519,18.59044196,-99.03640716
112515,18.68510027,-98.81552793
114119,18.649,-98.7534
114119,18.64305556,-98.7475
112515,18.64306162,-98.74750451
112515,18.7071685,-98.80206395
112515,18.69233267,-98.79749772
112515,18.70531851,-98.77244725
112515,18.92412028,-98.67819222
112519,18.68628874,-98.9875187
112515,18.7578924,-98.9630302
112519,18.68141229,-98.98424075
112519,18.59832885,-99.02649054
112515,18.68513766,-98.81577309
112519,18.6846531,-98.98888908
112515,18.63651035,-98.79324264
112515,18.53055139,-99.27754667
114119,18.56972636,-99.04236267
115113,18.878699,-98.78325594
114111,18.63907021,-99.26795892
112519,18.63649983,-98.99204621
112519,18.59062715,-99.03512457
112519,18.79765333,-99.11129917
112519,18.59031234,-99.03762634
112519,18.90321428,-99.20497957
112515,18.83708726,-99.27375211
112515,18.766571,-99.21013276
112519,18.76470661,-98.91351269
112515,18.6494088,-98.74969363
112519,18.59102116,-99.03188277
112515,18.67921667,-98.86458694
112515,18.83251133,-98.99241067
112515,18.63166134,-98.99970405
112519,18.59102116,-99.03188277
112519,18.58973286,-99.03625934
112515,18.6067684,-99.02958262
112515,18.74871125,-99.20265583
112515,18.70612222,-98.98458667
112519,18.60675556,-99.02954583
112519,18.63499611,-98.99585444
114119,18.58748417,-98.7140675
114119,18.48992307,-99.27983465
112519,18.63688457,-98.99445479
114119,18.73162228,-99.32454477
114119,18.72865008,-99.32393246
112519,18.72516574,-98.95731908
114119,18.7311158,-99.3301612
114119,18.72726955,-99.33624373
114119,18.72727366,-99.33620632
114119,18.73030749,-99.3315088
114119,18.73020911,-99.33236653
114119,18.73071722,-99.32994233
114119,18.73030712,-99.331507
114119,18.72910301,-99.33035378
114119,18.73152159,-99.33002305
114119,18.72727894,-99.33615829
114119,18.73078068,-99.33002666
112514,18.8636472,-98.96701595
