ENTIDAD,MUN,LOC,AGEB,MZA,POBTOT,TVIVHAB,VPH_AUTOM,VPH_INTER,GRAPROES,PEA,POCUPADA
17,028,0001,0420,000,91,24,11,13,8.5,45,45
17,028,0001,0435,000,82,21,8,12,9.44,42,41
17,028,0001,044A,000,74,24,6,17,11.16,50,48
17,028,0001,0488,000,21,6,*,*,10.56,11,11
17,028,0001,051A,000,4,2,*,*,*,*,*
17,028,0001,0524,000,369,108,48,60,9.8,200,196
17,028,0001,0539,000,246,67,35,50,10.25,131,126
17,028,0001,0543,000,38,12,3,6,8.61,25,25
17,028,0001,0558,000,1291,370,106,175,8.59,669,644
17,028,0001,0562,000,1132,278,82,123,8.25,529,513
17,028,0001,0651,000,145,31,12,17,8.75,79,76
17,028,0001,0666,000,105,34,30,30,12.02,36,36
17,028,0001,0670,000,294,107,75,94,13.13,147,140
17,028,0001,069A,000,741,275,189,217,13.21,343,335
17,028,0001,0717,000,27,8,0,5,9.61,16,15
17,028,0001,0721,000,25,11,9,11,14.33,6,6
17,028,0002,0000,000,8148,2082,547,845,9.07,4304,4201
17,028,0002,0026,000,2763,700,174,275,9.48,1477,1436
17,028,0002,0083,000,2065,518,147,235,8.9,1051,1022
17,028,0002,0098,000,1202,314,80,104,8.91,653,642
17,028,0002,0276,000,1673,434,118,197,8.85,857,837
17,028,0002,0454,000,230,56,18,12,8.44,137,137
17,028,0002,0492,000,102,28,5,12,7.65,66,65
17,028,0002,0577,000,24,8,*,0,6.19,15,15
17,028,0002,0581,000,15,3,*,3,13.1,8,8
17,028,0002,0685,000,74,21,*,7,9.17,40,39
17,028,0003,0000,000,4594,1139,367,285,7.8,2444,2423
17,028,0003,0473,000,4533,1113,352,268,7.74,2413,2392
17,028,0003,0702,000,61,26,15,17,11.74,31,31
17,028,0006,0000,000,7622,2095,862,1169,9.42,4018,3926
17,028,0006,037A,000,3678,1047,430,612,9.48,1972,1926
17,028,0006,0384,000,3215,875,372,457,9.62,1673,1638
17,028,0006,0505,000,729,173,60,100,8.25,373,362
17,028,0030,0000,000,11805,3097,957,1454,8.43,6021,5901
17,028,0030,012A,000,406,108,40,56,9.16,221,220
17,028,0030,0134,000,583,150,56,78,8.89,305,302
17,028,0030,0149,000,96,31,10,13,8.11,57,55
17,028,0030,0153,000,906,223,65,119,8.59,458,444
17,028,0030,0168,000,729,183,59,97,9,353,345
17,028,0030,0172,000,673,179,40,93,8.81,360,354
17,028,0030,0204,000,849,227,65,120,8.67,444,440
17,028,0030,0219,000,693,197,45,103,8.32,354,349
17,028,0030,0223,000,755,201,82,97,8.93,376,372
17,028,0030,0238,000,202,57,25,39,9.44,107,107
17,028,0030,0280,000,607,159,43,87,8.47,287,283
17,028,0030,0399,000,1665,415,129,184,8.15,887,878
17,028,0030,0416,000,551,139,35,49,7.58,256,248
17,028,0030,0469,000,135,40,15,20,7.31,83,83
17,028,0030,0596,000,69,20,6,6,6.82,40,40
17,028,0030,0609,000,182,46,12,22,7.74,91,91
17,028,0030,0613,000,1649,424,134,163,8.02,812,785
17,028,0030,0628,000,1055,298,96,108,8.29,530,505
17,028,0104,0000,000,3409,1095,657,754,11.61,1870,1842
17,028,0104,0011,000,875,299,191,227,12.09,438,430
17,028,0104,0030,000,16,6,4,6,13.67,4,4
17,028,0104,0079,000,111,40,34,34,13.43,44,44
17,028,0104,0115,000,1069,358,189,220,11.38,583,573
17,028,0104,0736,000,1338,392,239,267,11.32,801,791
17,029,0000,0000,000,105780,30552,11585,14269,9.35,55086,54118
17,029,0001,0000,000,44353,12877,4782,6485,9.77,23255,22886
17,029,0001,0023,000,4357,1202,476,605,9.78,2257,2204
17,029,0001,0150,000,3917,1148,489,568,9.7,2064,2042
17,029,0001,0165,000,2945,899,378,536,10.73,1444,1423
17,029,0001,017A,000,2073,589,193,248,8.93,1070,1066
17,029,0001,0254,000,1154,297,111,122,8.49,615,606
17,029,0001,0288,000,777,201,78,84,8.49,406,397
17,029,0001,0292,000,317,93,47,60,11.09,158,157
17,029,0001,0305,000,3467,988,334,447,9.03,1834,1803
17,029,0001,031A,000,524,143,45,25,7.91,278,276
17,029,0001,0339,000,1134,323,144,180,10.22,627,622
17,029,0001,0470,000,1069,344,160,199,11.19,561,546
17,029,0001,0485,000,2529,770,306,443,10.8,1398,1380
17,029,0001,049A,000,2946,886,278,432,10.05,1472,1441
17,029,0001,0502,000,4591,1380,636,809,10.47,2461,2415
17,029,0001,0517,000,1074,309,57,99,8.57,571,566
17,029,0001,0521,000,1790,508,110,208,8.87,959,946
17,029,0001,063A,000,3147,838,264,424,9.18,1660,1654
17,029,0001,0659,000,1087,302,80,138,9.81,592,583
17,029,0001,0663,000,2675,860,333,498,10.95,1427,1389
17,029,0001,070A,000,715,198,61,60,8.08,370,369
17,029,0001,0714,000,1021,299,97,167,8.34,488,477
17,029,0001,0729,000,808,227,74,84,8.79,420,403
17,029,0001,088A,000,0,*,0,0,0.00,0,0
17,029,0001,0911,000,47,12,4,5,10.24,27,26
17,029,0001,0945,000,34,7,0,4,8.12,19,18
17,029,0001,095A,000,13,6,*,5,10.54,7,7
17,029,0001,0979,000,105,39,21,33,11.82,52,52
17,029,0001,0983,000,37,9,4,*,6.81,18,18
17,029,0003,0000,000,5736,1769,646,1005,10.17,3070,3041
17,029,0003,0451,000,1754,510,202,286,10.03,938,932
17,029,0003,0466,000,1305,390,109,168,8.82,664,658
17,029,0003,0678,000,886,300,113,214,11.45,452,445
17,029,0003,0682,000,1047,339,142,225,11.38,592,588
17,029,0003,0733,000,583,167,42,67,8.73,342,338
17,029,0003,0926,000,33,10,4,3,8,18,18
17,029,0003,1017,000,59,24,14,18,13.85,28,28
17,029,0003,1021,000,69,29,20,24,14.05,36,34
17,029,0005,0000,000,10178,2946,1201,1540,9.3,5408,5329
17,029,0005,0199,000,1558,444,189,225,9.63,783,764
17,029,0005,0201,000,4208,1234,469,664,9.52,2341,2308
17,029,0005,0216,000,1613,498,210,271,9.61,856,850
17,029,0005,0803,000,149,46,16,17,9.31,77,76
17,029,0005,0818,000,267,74,35,66,9.55,117,115
17,029,0005,0837,000,123,36,15,16,7.99,62,62
17,029,0005,0841,000,827,241,114,114,9.14,426,417
17,029,0005,0856,000,1433,373,153,167,8,746,737
17,029,0012,0000,000,2543,757,296,349,9.67,1276,1262
17,029,0012,0998,000,1525,464,174,223,10.06,764,755
17,029,0012,1002,000,1018,293,122,126,9.04,512,507
17,029,0013,0000,000,7097,2210,1148,1295,10.19,3767,3661
17,029,0013,0108,000,1976,603,291,377,10.5,1081,1052
17,029,0013,0127,000,619,198,92,113,9.28,317,305
17,029,0013,0131,000,1257,355,160,186,9.29,678,669
17,029,0013,0269,000,452,130,50,54,9.01,260,248
17,029,0013,0273,000,45,12,7,8,11.36,24,24
17,029,0013,0409,000,288,100,83,79,11.66,141,136
17,029,0013,0413,000,169,52,31,36,10.85,79,79
17,029,0013,0428,000,566,213,154,164,12.68,274,263
17,029,0013,0432,000,630,187,77,69,9.09,360,352
17,029,0013,0610,000,122,44,35,31,11.64,53,49
17,029,0013,0625,000,299,110,79,75,12.13,138,131
17,029,0013,0748,000,25,5,*,3,8.11,12,11
17,029,0013,0752,000,265,82,34,40,8.66,140,138
17,029,0013,0767,000,8,4,4,*,12.5,6,6
17,029,0013,0822,000,40,8,*,4,9.26,24,23
17,029,0013,0894,000,287,93,41,48,9.44,154,150
17,029,0013,0907,000,49,14,7,6,9.57,26,25
17,029,0013,0930,000,0,0,0,0,0.00,0,0
17,029,0024,0000,000,14126,3853,1230,1806,8.7,7213,7042
17,029,0024,0358,000,1909,514,176,258,8.85,945,929
17,029,0024,0536,000,1293,348,133,194,9.13,688,666
17,029,0024,0540,000,1938,535,180,259,8.72,979,957
17,029,0024,0555,000,1335,373,138,192,8.82,684,679
17,029,0024,056A,000,1491,404,137,202,9.35,744,737
17,029,0024,0574,000,1023,279,95,124,9.07,541,523
17,029,0024,0589,000,754,207,56,97,8.59,407,395
17,029,0024,0593,000,2003,552,126,206,7.86,987,949
17,029,0024,0606,000,1505,395,122,172,8.48,796,777
17,029,0024,0644,000,779,219,58,87,8.09,392,380
17,029,0024,0697,000,96,27,9,15,9.04,50,50
17,030,0000,0000,000,56083,14652,5268,5835,8.92,29417,28993
17,030,0001,0000,000,19104,4794,1778,1930,9.53,9748,9633
17,030,0001,0024,000,4060,1029,436,516,10.49,2246,2228
17,030,0001,0043,000,2212,547,187,248,9.55,1094,1072
17,030,0001,0058,000,1382,341,125,147,10.07,679,667
17,030,0001,0081,000,5752,1369,406,413,8.26,2739,2697
17,030,0001,0096,000,1253,326,100,112,8.97,637,636
17,030,0001,0109,000,1444,368,163,146,9.92,808,804
17,030,0001,0113,000,1895,512,242,237,10.51,969,959
17,030,0001,0128,000,798,208,66,64,9.42,394,392
17,030,0001,0217,000,180,47,16,14,8.67,100,99
17,030,0001,0255,000,119,44,34,30,13.83,79,76
17,030,0001,026A,000,9,3,3,3,16,3,3
17,030,0002,0000,000,2534,631,294,184,8.37,1506,1503
17,030,0002,001A,000,2534,631,294,184,8.37,1506,1503
17,030,0008,0000,000,13431,3701,1251,1966,9.22,6860,6695
17,030,0008,0147,000,3649,1076,349,598,9.61,1909,1868
17,030,0008,0166,000,2276,589,195,330,9.08,1118,1081
17,030,0008,0170,000,1489,406,148,206,9.14,792,766
17,030,0008,0185,000,2017,527,184,233,8.76,1019,996
17,030,0008,019A,000,2441,673,208,358,9.03,1223,1204
17,030,0008,0202,000,642,170,75,88,9.09,327,318
17,030,0008,0240,000,917,260,92,153,9.72,472,462
17,030,0018,0000,000,2882,740,234,227,7.99,1541,1536
17,030,0018,0221,000,1424,367,130,140,7.86,808,807
17,030,0018,0236,000,1458,373,104,87,8.12,733,729
17,030,0040,0000,000,2678,698,232,263,8.15,1385,1337
17,030,0040,0077,000,2678,698,232,263,8.15,1385,1337
17,031,0000,0000,000,36094,10566,4580,7002,10.37,17045,16600
17,031,0001,0000,000,21375,6309,2577,4455,10.5,9744,9457
17,031,0001,0036,000,2992,958,365,726,11.08,1358,1330
17,031,0001,0040,000,2444,784,336,529,11.43,1111,1079
17,031,0001,006A,000,1640,513,237,343,11.34,700,689
17,031,0001,0074,000,4003,1129,441,801,9.91,1815,1754
17,031,0001,0089,000,1558,443,172,299,9.73,672,632
17,031,0001,0125,000,1990,553,240,387,10.14,914,896
17,031,0001,013A,000,2345,628,232,437,9.73,1117,1082
17,031,0001,0144,000,953,265,49,137,8.81,397,380
17,031,0001,0159,000,222,63,31,46,9.88,99,94
17,031,0001,0178,000,1546,456,243,352,10.8,687,665
17,031,0001,0182,000,1675,516,230,397,11.37,870,852
17,031,0001,0233,000,7,1,*,*,*,*,*
17,031,0002,0000,000,11322,3306,1567,2121,10.53,5636,5504
17,031,0002,0106,000,1683,470,233,253,9.74,877,845
17,031,0002,0110,000,1632,461,198,271,10,827,808
17,031,0002,0197,000,1727,532,271,360,11.29,817,797
17,031,0002,020A,000,4481,1304,612,922,10.82,2200,2153
17,031,0002,0214,000,917,268,111,140,9.65,464,456
17,031,0002,0229,000,882,271,142,175,10.88,451,445
17,032,0000,0000,000,9965,2832,1074,1050,9.53,4824,4744
17,032,0001,0000,000,3742,1120,425,518,10.27,1925,1896
17,032,0001,0033,000,3141,943,361,429,10.19,1636,1611
17,032,0001,0052,000,493,144,55,80,10.78,245,244
17,032,0001,0067,000,102,32,8,8,10.33,41,38
17,032,0001,0071,000,6,1,*,*,*,*,*
17,032,0006,0000,000,5428,1496,586,486,9.08,2515,2468
17,032,0006,0086,000,200,58,30,10,7.85,76,76
17,032,0006,0090,000,224,58,30,17,8.82,78,78
17,032,0006,0103,000,471,129,41,24,8.62,214,210
17,032,0006,0118,000,113,32,10,15,9.03,53,50
17,032,0006,0122,000,106,32,13,15,8.9,54,54
17,032,0006,0137,000,167,46,25,20,10.63,87,87
17,032,0006,0141,000,1885,515,203,218,9.56,954,942
17,032,0006,0156,000,2262,626,234,167,8.79,999,971
17,033,0000,0000,000,16574,4187,1288,1559,8.86,8583,8520
17,033,0001,0000,000,6447,1722,527,745,8.87,3247,3220
17,033,0001,0045,000,286,68,19,49,9.05,137,137
17,033,0001,005A,000,529,144,48,50,8.66,236,235
17,033,0001,0064,000,409,115,28,43,9.18,216,215
17,033,0001,0079,000,412,116,36,39,8.65,228,227
17,033,0001,0100,000,1689,467,169,254,9.58,917,913
17,033,0001,0115,000,3122,812,227,310,8.49,1513,1493
17,033,0002,0000,000,3961,977,257,333,9.17,2005,1979
17,033,0002,0098,000,3961,977,257,333,9.17,2005,1979
17,033,0003,0000,000,4439,1133,389,388,8.19,2742,2738
17,033,0003,0083,000,4439,1133,389,388,8.19,2742,2738
17,034,0000,0000,000,11347,2814,505,800,6.92,5430,5309
17,034,0001,0000,000,9672,2394,405,696,6.92,4650,4560
17,034,0001,0023,000,2113,527,95,169,7.55,1042,1014
17,034,0001,0038,000,2162,545,101,157,7.02,1091,1067
17,034,0001,0042,000,1146,291,57,92,6.86,513,505
17,034,0001,0057,000,1994,485,51,128,5.91,818,804
17,034,0001,0061,000,885,218,43,63,7.38,436,426
17,034,0001,0076,000,1372,328,58,87,6.86,750,744
17,035,0000,0000,000,27805,6342,1368,1727,8.45,14251,13713
17,035,0001,0000,000,24073,5399,1122,1607,8.57,12502,12076
17,035,0001,0020,000,5869,1296,263,362,8.5,3091,2988
17,035,0001,0035,000,5411,1177,255,352,8.54,2949,2872
17,035,0001,004A,000,6257,1407,298,491,8.62,3190,3059
17,035,0001,0054,000,283,68,13,13,9.06,150,134
17,035,0001,0069,000,3223,746,150,183,8.67,1626,1584
17,035,0001,0073,000,3030,705,143,206,8.5,1496,1439
17,036,0000,0000,000,7855,1965,685,449,7.41,3788,3774
17,036,0001,0000,000,7352,1839,638,437,7.42,3546,3534
17,036,0001,0013,000,3187,808,296,280,7.76,1489,1482
17,036,0001,0028,000,1242,317,106,70,7.43,608,606
17,036,0001,0032,000,1216,305,89,29,7.2,608,608
17,036,0001,0047,000,967,228,93,44,7.17,473,472
17,036,0001,0051,000,359,88,29,3,6.69,185,185
17,036,0001,0066,000,381,93,25,11,6.53,183,181
