ENTIDAD,MUN,LOC,AGEB,MZA,POBTOT,TVIVHAB,VPH_AUTOM,VPH_INTER,GRAPROES,PEA,POCUPADA
17,011,0001,0419,000,977,307,100,200,11.18,535,519
17,011,0001,0423,000,5818,1700,612,1030,10.05,3129,3041
17,011,0001,0438,000,1257,429,151,320,11.6,709,677
17,011,0001,0495,000,1188,389,224,307,12.29,680,654
17,011,0001,0527,000,2267,621,240,375,9.28,1215,1189
17,011,0001,0531,000,3099,881,414,597,10.16,1582,1555
17,011,0001,0550,000,1988,525,259,354,10.67,1023,1008
17,011,0001,0565,000,2337,654,334,444,10.51,1216,1192
17,011,0001,057A,000,2063,559,308,396,10.66,1113,1063
17,011,0001,0584,000,1884,519,262,348,9.93,1029,1015
17,011,0001,0601,000,3241,861,432,590,10.35,1740,1701
17,011,0001,0616,000,1346,372,195,263,10.77,645,642
17,011,0001,0620,000,3641,1153,684,880,12.23,1869,1824
17,011,0001,0635,000,2698,767,295,461,9.68,1435,1398
17,011,0001,064A,000,1958,556,283,396,11.22,1002,977
17,011,0001,0654,000,1992,504,313,379,10.97,1027,1003
17,011,0001,0669,000,2116,633,370,468,11.28,1115,1081
17,011,0001,0673,000,3349,895,499,659,11,1745,1685
17,011,0001,0688,000,4040,1255,866,1019,12.74,2073,2042
17,011,0001,0692,000,4084,1127,359,569,8.73,2179,2126
17,011,0001,0705,000,2707,824,408,635,11.78,1356,1310
17,011,0001,071A,000,2179,700,407,554,12.69,1073,1040
17,011,0001,0724,000,1885,607,310,465,11.97,953,932
17,011,0001,0739,000,1592,453,239,335,11.09,814,790
17,011,0001,0743,000,1592,433,221,326,10.67,840,818
17,011,0001,0758,000,2388,645,306,424,10.21,1323,1303
17,011,0001,0762,000,2664,725,340,506,10.3,1397,1349
17,011,0001,0777,000,2627,718,382,492,11.1,1327,1286
17,011,0001,0781,000,1673,441,195,297,10.36,901,876
17,011,0001,0813,000,2829,723,186,375,8.75,1446,1418
17,011,0001,0828,000,2708,730,218,386,8.77,1470,1457
17,011,0001,0832,000,313,87,27,49,8.81,160,157
17,011,0001,0847,000,7998,2099,735,1246,9.14,4188,4109
17,011,0001,0851,000,540,146,56,94,9.12,272,270
17,011,0001,0955,000,2619,729,417,559,11.44,1284,1251
17,011,0001,096A,000,1332,396,292,349,13,716,698
17,011,0001,0974,000,4482,1227,400,644,8.77,2472,2372
17,011,0001,0989,000,558,162,80,111,10.34,306,299
17,011,0001,1027,000,1428,396,100,215,8.8,706,695
17,011,0001,1065,000,4717,1441,851,1142,12.08,2514,2454
17,011,0001,107A,000,3154,981,499,747,12.15,1771,1736
17,011,0001,1084,000,2129,704,402,576,12.54,1345,1311
17,011,0001,1099,000,1917,588,344,481,11.85,932,914
17,011,0001,1101,000,624,161,56,100,9.46,298,286
17,011,0001,1173,000,5557,1731,911,1285,11.62,2954,2876
17,011,0001,1188,000,2596,696,265,452,9.89,1282,1259
17,011,0001,1192,000,2928,922,509,755,12.48,1619,1584
17,011,0004,0000,000,6006,1731,579,892,9.1,3225,3134
17,011,0004,0071,000,3653,1076,335,590,9.42,2023,1958
17,011,0004,0476,000,2353,655,244,302,8.6,1202,1176
17,011,0005,0000,000,2706,745,294,397,9.13,1348,1312
17,011,0005,0457,000,2706,745,294,397,9.13,1348,1312
17,011,0009,0000,000,16746,4642,1985,2811,9.83,8520,8272
17,011,0009,0067,000,3675,1094,574,734,10.74,1971,1911
17,011,0009,0461,000,1245,361,169,237,10.26,593,575
17,011,0009,0796,000,3361,871,292,450,8.34,1652,1589
17,011,0009,0809,000,2643,685,257,384,9.24,1395,1351
17,011,0009,0866,000,1313,394,177,293,11.52,702,691
17,011,0009,0870,000,857,239,143,158,10.38,409,401
17,011,0009,0885,000,90,25,20,22,10.19,40,40
17,011,0009,0917,000,1462,432,210,311,11.26,764,744
17,011,0009,0921,000,132,39,18,25,10.68,89,88
17,011,0009,0936,000,696,188,31,67,8.19,300,294
17,011,0009,0940,000,231,56,19,29,8.25,121,115
17,011,0009,0993,000,22,5,0,0,5,10,10
17,011,0009,1008,000,243,62,12,22,8.3,87,87
17,011,0009,1012,000,129,38,6,10,8.01,72,71
17,011,0009,1116,000,79,19,11,10,11.71,33,32
17,011,0009,1120,000,81,20,12,13,9.59,37,35
17,011,0009,1135,000,110,29,12,16,9.58,46,43
17,011,0009,114A,000,22,6,*,3,7.88,8,8
17,011,0009,1154,000,4,1,*,*,*,*,*
17,011,0009,1169,000,118,31,10,10,7.95,78,78
17,011,0009,1243,000,145,26,*,10,8.61,71,71
17,011,0009,1258,000,74,17,7,4,8.18,33,29
17,011,0009,1262,000,14,4,*,*,10.77,7,7
17,011,0028,0000,000,7937,2116,769,1100,9.02,4085,3976
17,011,0028,0508,000,2157,558,219,298,9.2,1088,1052
17,011,0028,0512,000,5131,1385,471,701,8.83,2694,2635
17,011,0028,089A,000,340,86,38,54,9.83,162,152
17,011,0028,0902,000,48,17,11,8,11.13,26,25
17,011,0028,1031,000,46,14,3,*,8.76,28,28
17,011,0028,1046,000,78,20,10,13,9.9,28,27
17,011,0028,1050,000,20,7,6,5,9,11,11
17,011,0028,1205,000,37,8,*,5,8.43,18,18
17,011,0028,121A,000,44,13,6,10,10.51,15,13
17,011,0028,1224,000,25,5,*,4,11,8,8
17,011,0028,1239,000,11,3,*,*,10.56,7,7
17,012,0000,0000,000,57682,16963,6763,9257,9.65,28621,27915
17,012,0001,0000,000,17777,5234,2050,3355,10.65,8665,8434
17,012,0001,0045,000,3960,1047,396,663,10.39,1843,1792
17,012,0001,005A,000,3596,1095,370,699,10.54,1747,1704
17,012,0001,0100,000,3262,959,375,600,10.62,1614,1578
17,012,0001,0219,000,1341,427,214,318,12.11,667,651
17,012,0001,0238,000,619,195,69,123,10.78,346,336
17,012,0001,0295,000,666,188,65,107,9.52,340,332
17,012,0001,0365,000,2133,657,281,441,11.1,1097,1070
17,012,0001,037A,000,2094,634,264,383,10.32,948,911
17,012,0001,0702,000,106,32,16,21,10.8,63,60
17,012,0004,0000,000,5015,1446,491,703,8.59,2564,2471
17,012,0004,0204,000,483,143,30,52,6.78,278,270
17,012,0004,0312,000,798,236,77,117,8.32,386,357
17,012,0004,0327,000,85,25,4,8,7.91,46,46
17,012,0004,0384,000,1406,402,167,213,8.98,718,704
17,012,0004,0399,000,2028,582,196,291,8.87,1024,985
17,012,0004,0609,000,186,49,12,17,8.69,94,91
17,012,0004,0666,000,29,9,5,5,7.92,18,18
17,012,0008,0000,000,5748,1599,405,657,7.8,2746,2649
17,012,0008,0346,000,1366,395,70,140,7.45,636,625
17,012,0008,0350,000,845,246,51,72,7.24,429,421
17,012,0008,0401,000,1552,450,119,195,7.83,741,699
17,012,0008,0416,000,1088,292,86,127,7.94,524,492
17,012,0008,0539,000,40,11,5,3,6.83,17,17
17,012,0008,0543,000,441,102,29,54,8.81,197,195
17,012,0008,0562,000,137,36,16,22,9.25,64,63
17,012,0008,0581,000,272,65,28,43,8.4,135,134
17,012,0008,0596,000,7,2,*,*,*,*,*
17,012,0011,0000,000,6500,1933,690,843,8.55,3167,3104
17,012,0011,0242,000,46,14,5,7,7.94,25,25
17,012,0011,0257,000,1182,332,115,129,8.1,556,547
17,012,0011,0261,000,793,223,85,108,8.39,407,407
17,012,0011,0276,000,703,215,71,91,8.52,324,317
17,012,0011,0280,000,1093,314,103,87,7.5,516,501
17,012,0011,0420,000,1070,337,152,192,10.06,518,510
17,012,0011,0435,000,1536,475,153,222,8.59,786,762
17,012,0011,0632,000,37,11,5,5,8.64,15,15
17,012,0011,0670,000,37,11,*,*,8.12,18,18
17,012,0011,0755,000,3,1,*,*,*,*,*
17,012,0012,0000,000,3266,963,400,464,9.25,1790,1765
17,012,0012,0153,000,238,74,39,37,9.3,165,165
17,012,0012,044A,000,154,47,24,15,8.64,105,105
17,012,0012,0454,000,111,30,15,18,7.64,59,58
17,012,0012,0469,000,419,130,55,57,9.81,221,217
17,012,0012,0473,000,160,51,17,14,8.05,87,85
17,012,0012,0488,000,1512,425,158,222,9.41,793,780
17,012,0012,0492,000,88,26,11,13,9.29,54,54
17,012,0012,0577,000,556,170,77,87,9.23,288,283
17,012,0012,0717,000,18,5,*,*,9.21,10,10
17,012,0012,0736,000,10,5,*,0,8.8,8,8
17,012,0013,0000,000,5787,1660,692,1032,9.65,2880,2823
17,012,0013,0083,000,3753,1061,439,619,9.55,1829,1800
17,012,0013,0524,000,878,250,82,147,8.45,443,430
17,012,0013,0558,000,41,15,8,10,11.73,26,26
17,012,0013,0613,000,109,27,12,14,8.76,59,58
17,012,0013,0628,000,325,81,23,30,7.56,163,159
17,012,0013,0685,000,633,210,123,207,12.88,331,322
17,012,0013,0721,000,48,16,5,5,9.29,29,28
17,012,0018,0000,000,3244,1032,623,748,12.12,1552,1495
17,012,0018,012A,000,1396,450,274,328,12.12,631,611
17,012,0018,0308,000,364,109,50,55,9.07,204,198
17,012,0018,0505,000,710,227,141,177,12.96,334,318
17,012,0018,051A,000,774,246,158,188,12.63,383,368
17,013,0000,0000,000,16694,4488,1724,1522,8.98,8023,7837
17,013,0001,0000,000,8474,2362,1057,1116,10.37,4224,4122
17,013,0001,0076,000,1938,535,265,245,10.18,948,926
17,013,0001,0080,000,361,101,43,52,10.77,179,174
17,013,0001,0095,000,130,28,14,11,10.66,53,49
17,013,0001,0108,000,273,74,34,34,10.04,111,111
17,013,0001,0112,000,292,93,40,36,10.3,134,128
17,013,0001,0127,000,182,50,14,24,9.32,115,115
17,013,0001,0146,000,2691,773,324,356,10.5,1380,1345
17,013,0001,0150,000,1836,511,213,242,10.52,931,915
17,013,0001,0165,000,536,139,76,82,9.97,256,248
17,013,0001,017A,000,235,58,34,34,10.56,117,111
17,013,0001,0216,000,0,*,0,0,0.00,0,0
17,013,0002,0000,000,2649,697,176,117,6.97,1246,1220
17,013,0002,0019,000,2649,697,176,117,6.97,1246,1220
17,013,0006,0000,000,4278,1034,339,211,7.3,1913,1863
17,013,0006,0131,000,4242,1023,336,208,7.3,1897,1847
17,013,0006,0201,000,18,5,*,0,6.82,7,7
17,013,0006,0220,000,18,6,*,3,7,9,9
17,014,0000,0000,000,9653,2902,1139,1315,9.06,4165,3975
17,014,0001,0000,000,4178,1262,492,681,9.89,1941,1853
17,014,0001,004A,000,958,255,87,98,8.09,459,437
17,014,0001,0069,000,1131,350,165,225,11.42,515,495
17,014,0001,0073,000,1503,478,163,240,9.23,733,699
17,014,0001,0105,000,567,174,76,116,11.2,221,209
17,014,0001,011A,000,19,5,*,*,9.36,13,13
17,015,0000,0000,000,15802,4591,1769,2132,8.77,7765,7562
17,015,0001,0000,000,7466,2098,852,1248,9.54,3806,3741
17,015,0001,0140,000,735,117,50,68,9.52,475,471
17,015,0001,0155,000,2820,849,366,507,9.7,1368,1339
17,015,0001,016A,000,3712,1078,410,640,9.47,1871,1841
17,015,0001,0174,000,147,42,22,26,8.96,67,65
17,015,0001,0189,000,52,12,4,7,7.7,25,25
17,016,0000,0000,000,19219,4991,1753,1432,8.59,9685,9592
17,016,0001,0000,000,5373,1414,596,612,9.44,2797,2767
17,016,0001,0025,000,2769,743,338,336,9.85,1495,1483
17,016,0001,0059,000,1548,391,137,156,8.37,737,732
17,016,0001,0063,000,259,62,29,27,9.93,127,126
17,016,0001,0078,000,438,116,48,53,9.93,253,247
17,016,0001,0082,000,171,50,20,12,9.12,86,85
17,016,0001,0097,000,188,52,24,28,9.99,99,94
17,016,0005,0000,000,4281,1157,346,228,8.15,2028,1994
17,016,0005,003A,000,3011,819,242,166,8.29,1473,1453
17,016,0005,010A,000,265,77,25,20,8.31,109,101
17,016,0005,0114,000,257,65,27,9,7.98,124,123
17,016,0005,0129,000,452,125,36,24,7.7,182,180
17,016,0005,0133,000,296,71,16,9,7.36,140,137
17,016,0006,0000,000,2942,711,277,175,8.49,1361,1354
17,016,0006,0044,000,2942,711,277,175,8.49,1361,1354
17,017,0000,0000,000,40018,11307,3916,5321,9.13,19489,19050
17,017,0001,0000,000,20434,5797,2013,3232,9.92,10152,9893
17,017,0001,0041,000,3138,923,334,573,10.63,1566,1527
17,017,0001,0056,000,3022,867,302,499,10.16,1441,1402
17,017,0001,0179,000,885,253,101,147,9.98,431,417
17,017,0001,0183,000,1195,333,119,175,8.97,583,558
17,017,0001,0198,000,2684,737,239,407,9.64,1348,1326
17,017,0001,0200,000,1791,551,165,302,9.76,961,947
17,017,0001,0357,000,1521,418,146,235,10.01,748,728
17,017,0001,0361,000,1089,317,121,198,10.5,601,587
17,017,0001,0376,000,1619,466,142,220,9.86,788,768
17,017,0001,0380,000,1471,405,134,217,9.38,725,705
17,017,0001,0412,000,70,22,7,12,10.17,29,29
17,017,0001,0427,000,62,23,11,13,10.57,37,37
17,017,0001,0431,000,129,32,6,12,9.2,57,53
17,017,0001,0446,000,175,48,32,29,11.22,88,86
17,017,0001,0450,000,46,11,6,6,10.39,19,19
17,017,0001,047A,000,22,6,*,*,10.5,10,10
17,017,0001,0484,000,51,13,0,5,7.15,21,20
17,017,0001,0499,000,36,7,3,*,10.36,20,18
17,017,0001,0501,000,194,46,24,28,9.78,105,104
17,017,0001,0516,000,424,111,49,52,9.14,198,197
17,017,0001,0554,000,45,12,5,11,12.17,23,23
17,017,0001,0569,000,524,124,40,47,8.48,237,222
17,017,0001,0573,000,241,72,26,40,9.69,116,110
17,017,0007,0000,000,4932,1470,563,729,7.75,2247,2205
17,017,0007,0215,000,740,207,78,102,7.92,294,292
17,017,0007,022A,000,416,121,39,58,7.36,182,180
17,017,0007,0323,000,188,43,7,20,6.53,71,68
17,017,0007,0338,000,420,118,33,49,7.3,179,177
17,017,0007,0342,000,371,98,26,38,6.94,174,171
17,017,0007,0395,000,1342,397,137,179,7.33,599,586
17,017,0007,0408,000,1440,481,241,283,8.58,740,723
17,017,0007,0535,000,15,5,*,0,7,8,8
17,017,0008,0000,000,4411,1280,522,628,9.57,2303,2283
17,017,0008,0272,000,291,90,42,44,9.44,168,168
17,017,0008,0287,000,756,214,79,103,9.29,407,405
17,017,0008,0291,000,824,238,89,129,9.95,399,397
17,017,0008,0304,000,1812,508,211,255,9.76,943,930
17,017,0008,0319,000,706,223,100,96,9,373,370
17,017,0008,0465,000,2,1,*,*,*,*,*
17,017,0008,054A,000,20,6,*,*,8.41,12,12
17,018,0000,0000,000,122263,34720,12482,17726,9.19,63365,61971
17,018,0001,0000,000,104461,29667,10691,15720,9.31,54338,53122
17,018,0001,002A,000,1670,531,219,328,10.78,920,899
17,018,0001,0068,000,1074,311,117,176,9.5,544,537
17,018,0001,0142,000,1750,558,299,410,11.22,971,944
17,018,0001,0176,000,1139,368,233,284,12.16,654,640
17,018,0001,0208,000,3742,1062,456,633,9.75,1943,1890
17,018,0001,0231,000,2107,578,165,320,9.25,1165,1143
17,018,0001,0246,000,1845,499,180,266,9.54,1036,1016
17,018,0001,0250,000,2749,765,271,378,9.24,1493,1460
17,018,0001,0265,000,2189,647,224,328,9.27,1133,1112
17,018,0001,027A,000,2607,714,201,330,8.69,1347,1328
17,018,0001,0284,000,1387,355,110,158,8.63,669,643
17,018,0001,0299,000,1062,272,79,124,8.59,552,534
17,018,0001,0301,000,947,259,76,120,8.62,475,462
17,018,0001,0316,000,1321,358,120,166,8.54,666,640
17,018,0001,0458,000,4252,1341,734,895,11.32,2367,2310
17,018,0001,0462,000,1105,311,102,143,8.72,583,574
17,018,0001,0496,000,3345,1079,359,590,10.19,1807,1758
17,018,0001,0509,000,2677,810,249,339,9.2,1448,1403
17,018,0001,0513,000,1323,390,171,242,9.91,689,647
17,018,0001,0528,000,1064,303,153,213,10.74,548,532
17,018,0001,0532,000,3240,878,311,544,9.4,1622,1585
17,018,0001,0547,000,3083,906,346,490,9.74,1630,1575
17,018,0001,0551,000,4057,1067,327,544,8.6,2032,1998
17,018,0001,0570,000,1857,518,148,210,8.22,924,907
17,018,0001,0585,000,3911,1015,320,493,8.3,2087,2036
17,018,0001,059A,000,2654,701,209,315,8.44,1360,1335
17,018,0001,0602,000,2134,621,185,268,8.85,1118,1086
17,018,0001,0617,000,2288,599,158,264,8.25,1145,1127
17,018,0001,0621,000,1971,615,193,293,9.01,962,942
17,018,0001,0636,000,2973,804,274,416,8.98,1414,1382
17,018,0001,0640,000,2672,704,227,345,8.46,1308,1260
17,018,0001,0655,000,3411,965,286,468,8.95,1816,1765
17,018,0001,066A,000,2938,759,203,354,8.24,1491,1468
17,018,0001,0689,000,2450,640,196,337,8.1,1240,1222
17,018,0001,0693,000,1844,518,144,204,8.81,964,954
17,018,0001,0706,000,773,238,106,118,9.28,406,405
17,018,0001,0710,000,172,45,15,22,8.07,116,114
17,018,0001,0725,000,1477,373,97,142,7.25,756,738
17,018,0001,073A,000,848,222,68,93,7.76,427,418
17,018,0001,0744,000,1602,462,170,226,8.98,814,801
17,018,0001,0759,000,941,263,50,123,7.76,501,496
17,018,0001,0763,000,2137,612,273,397,10.33,1190,1170
17,018,0001,0778,000,2324,674,286,393,9.9,1176,1155
17,018,0001,0782,000,879,239,77,109,8.54,455,447
17,018,0001,0797,000,1018,264,87,120,8.16,494,485
17,018,0001,080A,000,2677,699,219,317,8.58,1392,1359
17,018,0001,0814,000,2030,529,137,238,8.24,1049,1027
17,018,0001,0833,000,96,27,7,17,8.57,41,41
17,018,0001,0848,000,134,36,11,11,9.13,66,66
17,018,0001,0852,000,356,110,42,56,10.45,175,169
17,018,0001,0867,000,368,89,41,36,7.83,147,145
17,018,0001,0871,000,64,17,6,*,8.81,38,37
17,018,0001,0886,000,361,130,78,92,11.77,172,162
17,018,0001,0890,000,191,65,38,47,12.4,99,98
17,018,0001,0903,000,592,206,94,151,11.78,328,325
17,018,0001,0918,000,471,152,60,100,11.27,237,237
17,018,0001,0922,000,101,31,24,27,13.18,54,53
17,018,0001,0937,000,203,66,23,39,10.5,107,107
17,018,0001,0941,000,497,163,80,99,11.52,249,248
17,018,0001,0956,000,765,271,118,159,11.25,415,407
17,018,0001,0960,000,185,62,39,54,12.81,94,94
17,018,0001,0975,000,562,193,76,113,10.74,304,302
17,018,0001,098A,000,120,41,21,25,11.59,59,59
17,018,0001,0994,000,247,84,42,60,10.86,115,113
17,018,0001,1009,000,174,60,22,43,11.13,85,84
17,018,0001,1013,000,214,69,33,53,11.34,114,111
17,018,0001,1028,000,132,45,26,33,12.48,65,63
17,018,0001,1032,000,218,73,50,52,12.74,113,113
17,018,0001,1047,000,89,36,24,29,13,51,51
17,018,0001,1051,000,217,77,28,46,10.78,124,124
17,018,0001,1066,000,125,42,35,37,13.91,60,59
17,018,0001,1070,000,20,6,3,5,13.17,9,8
17,018,0001,1085,000,88,23,11,16,9.08,42,41
17,018,0001,109A,000,155,52,29,32,12.47,76,76
17,018,0004,0000,000,4001,1030,167,226,6.81,2009,1985
17,018,0004,0829,000,4001,1030,167,226,6.81,2009,1985
17,019,0000,0000,000,28122,7788,2476,2290,8.4,14041,13829
17,019,0001,0000,000,13403,3583,1014,1117,8.91,6887,6800
17,019,0001,0120,000,486,125,46,43,8.79,249,247
17,019,0001,0135,000,674,180,52,33,8.49,314,307
17,019,0001,014A,000,1107,293,57,51,7.93,512,498
17,019,0001,0192,000,3617,1002,260,322,8.91,1907,1881
17,019,0001,0205,000,3322,842,232,263,8.77,1767,1753
17,019,0001,021A,000,2145,591,209,220,9.43,1072,1063
17,019,0001,0224,000,2052,550,158,185,9.21,1066,1051
17,019,0002,0000,000,3539,1005,316,372,9.55,1848,1805
17,019,0002,0239,000,1362,388,140,152,9.75,696,677
17,019,0002,0243,000,2177,617,176,220,9.43,1152,1128
17,019,0005,0000,000,3495,1012,391,326,6.76,1625,1612
17,019,0005,0065,000,2364,702,266,203,6.68,1084,1075
17,019,0005,0154,000,540,147,62,57,7.07,241,239
17,019,0005,0169,000,186,55,18,12,6.83,80,80
17,019,0005,0173,000,405,108,45,54,6.83,220,218
17,020,0000,0000,000,54987,15585,6752,9165,9.94,30288,29738
17,020,0001,0000,000,14719,4457,2029,3091,11.27,8685,8571
17,020,0001,0028,000,3816,1132,442,805,11.19,2242,2212
17,020,0001,0066,000,3859,1198,580,863,11.76,2241,2209
17,020,0001,009A,000,1139,372,204,272,11.65,727,718
17,020,0001,0102,000,1672,480,223,328,10.91,968,960
17,020,0001,0140,000,1007,328,135,210,10.77,632,626
17,020,0001,016A,000,774,218,72,120,9.96,444,438
17,020,0001,0174,000,1437,439,219,292,11.38,863,846
17,020,0001,0259,000,951,265,137,179,10.86,532,527
17,020,0001,0263,000,64,25,17,22,13.41,36,35
17,020,0006,0000,000,5552,1409,548,572,8.32,3069,3022
17,020,0006,0051,000,3314,852,302,370,8.44,1847,1821
17,020,0006,0121,000,1296,328,132,119,8.15,718,715
17,020,0006,0136,000,641,156,73,55,7.93,357,350
17,020,0006,0210,000,301,73,41,28,8.57,147,136
17,020,0085,0000,000,3578,938,459,593,9.52,1832,1771
17,020,0085,0085,000,3578,938,459,593,9.52,1832,1771
17,020,0099,0000,000,4321,1123,546,686,9.43,2209,2138
17,020,0099,0085,000,4321,1123,546,686,9.43,2209,2138
17,020,0102,0000,000,2772,931,406,664,11.4,1504,1476
17,020,0102,0244,000,2772,931,406,664,11.4,1504,1476
17,021,0000,0000,000,7617,2387,836,863,9.1,3637,3501
17,021,0001,0000,000,4781,1528,534,641,9.65,2348,2277
17,021,0001,0044,000,654,200,55,41,8.17,316,308
17,021,0001,0059,000,613,201,45,62,8.74,311,295
17,021,0001,0063,000,180,55,23,32,9.45,93,88
17,021,0001,0078,000,1424,448,178,215,9.59,703,683
17,021,0001,0082,000,1626,521,213,265,10.82,789,773
17,021,0001,0097,000,49,18,5,6,8.06,27,27
17,021,0001,010A,000,84,31,7,13,10.06,38,36
17,021,0001,0114,000,62,19,*,3,7.41,33,30
17,021,0001,0129,000,89,35,6,4,6.89,38,37
17,022,0000,0000,000,14853,3802,1440,1109,8.66,7227,7184
17,022,0001,0000,000,12162,3129,1280,982,8.89,6067,6034
17,022,0001,0075,000,370,88,29,8,8.26,173,173
17,022,0001,008A,000,1396,355,117,80,8.65,613,604
17,022,0001,0094,000,831,219,82,51,8.53,357,355
17,022,0001,0107,000,339,97,44,26,9.64,209,209
17,022,0001,0111,000,753,196,85,50,8.83,416,415
17,022,0001,0183,000,5664,1422,577,480,8.65,2666,2652
17,022,0001,0198,000,2809,752,346,287,9.57,1633,1626
17,023,0000,0000,000,7943,2051,1076,502,8.48,4040,4016
17,023,0001,0000,000,4383,1110,629,275,8.33,2152,2146
17,023,0001,0068,000,806,198,116,38,8.65,417,415
17,023,0001,0072,000,765,191,104,41,8.01,383,381
17,023,0001,0087,000,1423,368,207,93,8.53,711,710
17,023,0001,0091,000,1389,353,202,103,8.12,641,640
17,024,0000,0000,000,52399,15162,5489,7296,8.96,25999,25558
17,024,0001,0000,000,10779,3189,1130,1629,9.42,5237,5143
17,024,0001,021A,000,72,22,18,17,10.72,34,34
17,024,0001,0224,000,6,3,*,*,7.6,5,5
17,024,0001,0239,000,200,59,26,32,9.2,93,93
17,024,0001,0277,000,1865,562,218,319,10.4,874,856
17,024,0001,0281,000,2952,850,272,404,9.02,1383,1356
17,024,0001,0296,000,2382,703,193,272,8.38,1182,1156
17,024,0001,0309,000,2525,741,295,433,9.65,1263,1242
17,024,0001,0402,000,573,184,76,127,11.22,299,297
17,024,0001,0440,000,19,7,*,*,7,9,9
17,024,0001,0455,000,47,13,4,4,7.31,21,21
17,024,0001,046A,000,49,14,8,9,11.21,27,27
17,024,0001,0510,000,89,31,17,9,9.9,47,47
17,024,0007,0000,000,3729,1074,329,520,8.88,1759,1725
17,024,0007,0366,000,3387,978,305,477,8.92,1591,1562
17,024,0007,0506,000,341,95,23,43,8.47,167,162
17,024,0007,0525,000,1,1,*,*,*,*,*
17,024,0012,0000,000,3606,1076,401,574,9.11,1922,1888
17,024,0012,0050,000,1651,495,194,312,9.62,923,908
17,024,0012,0099,000,986,288,101,142,8.99,529,520
17,024,0012,0101,000,220,65,12,15,6.65,128,125
17,024,0012,0116,000,559,166,63,62,8.49,258,252
17,024,0012,0120,000,55,19,12,19,9.73,28,27
17,024,0012,0258,000,13,8,4,8,9.77,6,6
17,024,0012,0351,000,4,1,*,*,*,*,*
17,024,0012,0474,000,31,10,*,7,7.81,15,15
17,024,0012,0489,000,25,6,*,*,7.47,8,8
17,024,0012,0493,000,62,18,11,6,10.14,26,26
17,024,0013,0000,000,17186,4923,1848,2688,9.19,9070,8986
17,024,0013,0065,000,3217,996,429,567,9.59,1534,1507
17,024,0013,0173,000,2042,576,236,328,9.22,1059,1055
17,024,0013,0188,000,2319,658,231,376,9.34,1428,1426
17,024,0013,0192,000,1482,403,137,214,8.95,762,742
17,024,0013,0243,000,1340,363,96,174,8.7,704,698
17,024,0013,0313,000,1181,357,164,219,9.25,660,660
17,024,0013,0328,000,1740,495,197,266,8.57,913,911
17,024,0013,0417,000,76,19,3,8,8.37,32,32
17,024,0013,0421,000,2216,618,216,312,9.5,1182,1172
17,024,0013,0436,000,1549,433,136,221,8.89,785,772
17,024,0013,053A,000,24,5,3,3,9.65,11,11
17,025,0000,0000,000,33789,10113,3700,4582,8.97,16737,16370
17,025,0001,0000,000,18342,5469,2107,3120,9.79,9097,8824
17,025,0001,0039,000,4457,1428,636,902,10.78,2270,2183
17,025,0001,0043,000,4306,1263,468,746,9.72,2091,2033
17,025,0001,0166,000,928,289,100,146,9.04,464,452
17,025,0001,0170,000,289,102,79,81,13.02,134,132
17,025,0001,0185,000,313,84,24,43,7.93,163,163
17,025,0001,0202,000,3722,1060,320,538,8.89,1761,1698
17,025,0001,0217,000,2909,874,354,485,10.06,1525,1490
17,025,0001,0240,000,92,29,14,13,10.59,48,47
17,025,0001,0255,000,160,41,19,25,8.84,84,82
17,025,0001,026A,000,454,125,48,54,8.53,230,224
17,025,0001,0274,000,373,87,25,43,8.44,166,164
17,025,0001,0289,000,262,65,13,33,7.21,123,121
17,025,0001,0293,000,0,0,0,0,0.00,0,0
17,025,0001,0306,000,10,3,*,*,10.89,5,4
17,025,0001,0310,000,67,19,5,9,9.96,33,31
17,026,0000,0000,000,19408,5085,2040,2018,9.3,10308,10206
17,026,0001,0000,000,8374,2168,899,1072,10.08,4672,4626
17,026,0001,0040,000,1835,469,208,288,10.24,961,951
17,026,0001,0055,000,2177,536,208,252,10.04,1312,1300
17,026,0001,006A,000,1951,522,193,250,10.26,1116,1108
17,026,0001,0074,000,427,119,50,55,10.1,222,220
17,026,0001,0089,000,604,150,68,81,10.24,296,293
17,026,0001,0093,000,253,65,31,22,9.26,149,146
17,026,0001,0106,000,1127,307,141,124,9.64,616,608
17,027,0000,0000,000,12750,3593,1272,917,8.63,6619,6553
17,027,0001,0000,000,6798,1924,603,532,8.79,3452,3407
17,027,0001,0029,000,3031,851,288,254,8.95,1583,1570
17,027,0001,0048,000,913,264,107,83,9.21,471,469
17,027,0001,0052,000,1546,434,110,107,8.49,756,740
17,027,0001,0067,000,1308,375,98,88,8.46,642,628
17,027,0005,0000,000,2673,737,292,215,8.54,1452,1444
17,027,0005,0033,000,2673,737,292,215,8.54,1452,1444
17,028,0000,0000,000,73539,19669,7465,9708,9.15,38704,37907
17,028,0001,0000,000,21862,6186,2413,3577,9.52,11221,10943
17,028,0001,0045,000,2836,909,446,618,11.16,1494,1443
17,028,0001,0187,000,2662,678,205,343,8.37,1448,1418
17,028,0001,0242,000,1915,577,262,420,10.63,1027,999
17,028,0001,0257,000,2218,629,248,408,9.5,1139,1121
17,028,0001,0327,000,2021,531,138,269,8.26,981,956
17,028,0001,0346,000,2725,706,239,304,8.51,1346,1322
17,028,0001,0350,000,1600,433,137,199,8.99,821,804
17,028,0001,0365,000,1200,345,122,184,9.34,635,622
